soimoistdept.l,soimoistdept.r,soimoistdept.h,soimoistdepb.l,soimoistdepb.r,soimoistdepb.h,soimoiststat,comonthkey,cosoilmoistkey
30,50,60,200,200,200,Wet,184730632,114840870
0,0,0,30,50,60,Moist,184730632,114840871
0,0,0,50,70,70,Moist,184730633,114840872
50,70,70,200,200,200,Wet,184730633,114840873
0,0,0,60,80,80,Moist,184730634,114840874
60,80,80,200,200,200,Moist,184730634,114840875
0,0,0,90,120,130,Moist,184730635,114840876
90,120,130,200,200,200,Wet,184730635,114840877
0,0,0,70,100,120,Moist,184730636,114840878
70,100,120,200,200,200,Wet,184730636,114840879
0,0,0,110,150,180,Moist,184730637,114840880
110,150,180,200,200,200,Wet,184730637,114840881
0,0,0,60,90,100,Moist,184730638,114840882
60,90,100,200,200,200,Wet,184730638,114840883
0,0,0,130,170,180,Moist,184730639,114840884
130,170,180,200,200,200,Wet,184730639,114840885
0,0,0,80,110,140,Moist,184730640,114840886
80,110,140,200,200,200,Wet,184730640,114840887
0,0,0,140,170,190,Moist,184730641,114840888
140,170,190,200,200,200,Wet,184730641,114840889
0,0,0,160,190,200,Moist,184730642,114840890
160,190,200,200,200,200,Wet,184730642,114840891
0,0,0,140,160,160,Moist,184730643,114840892
140,160,160,200,200,200,Wet,184730643,114840893
0,0,0,190,200,200,Moist,184730644,114840894
190,200,200,200,200,200,Wet,184730644,114840895
0,0,0,120,150,160,Moist,184730645,114840896
120,150,160,200,200,200,Wet,184730645,114840897
0,0,0,180,200,200,Moist,184730646,114840898
180,200,200,200,200,200,Wet,184730646,114840899
0,0,0,130,170,190,Moist,184730647,114840900
130,170,190,200,200,200,Wet,184730647,114840901
0,0,0,180,200,200,Moist,184730648,114840902
180,200,200,200,200,200,Wet,184730648,114840903
0,0,0,180,200,200,Moist,184730649,114840904
180,200,200,200,200,200,Wet,184730649,114840905
0,0,0,190,200,200,Moist,184730650,114840906
190,200,200,200,200,200,Wet,184730650,114840907
0,0,0,180,200,200,Moist,184730651,114840908
180,200,200,200,200,200,Wet,184730651,114840909
0,0,0,140,170,200,Moist,184730652,114840910
140,170,200,200,200,200,Wet,184730652,114840911
0,15,20,200,200,200,Wet,184730653,114840912
0,0,0,0,15,20,Moist,184730653,114840913
40,80,100,200,200,200,Wet,184730654,114840914
0,0,0,40,80,100,Moist,184730654,114840915
60,90,100,200,200,200,Wet,184730655,114840916
0,0,0,60,90,100,Moist,184730655,114840917
30,50,60,200,200,200,Wet,184730656,114840918
0,0,0,30,50,60,Moist,184730656,114840919
15,30,50,200,200,200,Wet,184730657,114840920
0,0,0,15,30,50,Moist,184730657,114840921
0,0,0,40,70,90,Moist,184730658,114840922
40,70,90,200,200,200,Wet,184730658,114840923
0,0,0,70,110,120,Moist,184730659,114840924
70,110,120,200,200,200,Wet,184730659,114840925
50,80,100,200,200,200,Wet,184730660,114840926
0,0,0,50,80,100,Moist,184730660,114840927
60,90,90,200,200,200,Wet,184730661,114840928
0,0,0,60,90,90,Moist,184730661,114840929
15,30,30,200,200,200,Wet,184730662,114840930
0,0,0,15,30,30,Moist,184730662,114840931
30,50,60,200,200,200,Wet,184730663,114840932
0,0,0,30,50,60,Moist,184730663,114840933
0,0,0,60,100,110,Moist,184730664,114840934
60,100,110,200,200,200,Wet,184730664,114840935
0,0,0,60,90,90,Moist,184730665,114840936
60,90,90,200,200,200,Wet,184730665,114840937
0,0,0,70,110,120,Moist,184730666,114840938
70,110,120,200,200,200,Wet,184730666,114840939
0,0,0,60,100,110,Moist,184730667,114840940
60,100,110,200,200,200,Wet,184730667,114840941
0,0,0,40,70,90,Moist,184730668,114840942
40,70,90,200,200,200,Wet,184730668,114840943
0,0,0,30,50,60,Moist,184730669,114840944
30,50,60,200,200,200,Wet,184730669,114840945
0,0,0,40,80,100,Moist,184730670,114840946
40,80,100,200,200,200,Wet,184730670,114840947
0,0,0,60,90,100,Moist,184730671,114840948
60,90,100,200,200,200,Wet,184730671,114840949
0,0,0,50,80,100,Moist,184730672,114840950
50,80,100,200,200,200,Wet,184730672,114840951
0,0,0,15,30,30,Moist,184730673,114840952
15,30,30,200,200,200,Wet,184730673,114840953
0,0,0,0,15,20,Moist,184730674,114840954
0,15,20,200,200,200,Wet,184730674,114840955
0,0,0,15,30,50,Moist,184730675,114840956
15,30,50,200,200,200,Wet,184730675,114840957
0,0,0,30,50,60,Moist,184730676,114840958
30,50,60,200,200,200,Wet,184730676,114840959
60,90,100,200,200,200,Wet,184730677,114840960
0,0,0,60,90,100,Moist,184730677,114840961
0,0,0,50,80,100,Moist,184730678,114840962
50,80,100,200,200,200,Wet,184730678,114840963
0,0,0,15,30,30,Moist,184730679,114840964
15,30,30,200,200,200,Wet,184730679,114840965
0,0,0,0,15,20,Moist,184730680,114840966
0,15,20,200,200,200,Wet,184730680,114840967
0,0,0,15,30,50,Moist,184730681,114840968
15,30,50,200,200,200,Wet,184730681,114840969
0,0,0,30,50,60,Moist,184730682,114840970
30,50,60,200,200,200,Wet,184730682,114840971
0,0,0,60,90,90,Moist,184730683,114840972
60,90,90,200,200,200,Wet,184730683,114840973
0,0,0,70,110,120,Moist,184730684,114840974
70,110,120,200,200,200,Wet,184730684,114840975
0,0,0,60,100,110,Moist,184730685,114840976
60,100,110,200,200,200,Wet,184730685,114840977
0,0,0,40,70,90,Moist,184730686,114840978
40,70,90,200,200,200,Wet,184730686,114840979
0,0,0,30,50,60,Moist,184730687,114840980
30,50,60,200,200,200,Wet,184730687,114840981
0,0,0,40,80,100,Moist,184730688,114840982
40,80,100,200,200,200,Wet,184730688,114840983
0,0,0,70,100,120,Moist,184730689,114840984
70,100,120,200,200,200,Wet,184730689,114840985
0,0,0,50,70,70,Moist,184730690,114840986
50,70,70,200,200,200,Wet,184730690,114840987
0,0,0,130,170,180,Moist,184730691,114840988
130,170,180,200,200,200,Wet,184730691,114840989
60,80,80,200,200,200,Moist,184730692,114840990
0,0,0,60,80,80,Moist,184730692,114840991
80,110,140,200,200,200,Wet,184730693,114840992
0,0,0,80,110,140,Moist,184730693,114840993
0,0,0,110,150,180,Moist,184730694,114840994
110,150,180,200,200,200,Wet,184730694,114840995
0,0,0,50,80,90,Moist,184730695,114840996
50,70,90,200,200,200,Wet,184730695,114840997
0,0,0,100,120,130,Moist,184730696,114840998
100,120,130,200,200,200,Wet,184730696,114840999
0,0,0,30,50,60,Moist,184730697,114841000
30,50,60,200,200,200,Wet,184730697,114841001
0,0,0,90,120,130,Moist,184730698,114841002
90,120,130,200,200,200,Wet,184730698,114841003
0,0,0,120,130,180,Moist,184730699,114841004
120,130,180,200,200,200,Wet,184730699,114841005
0,0,0,60,90,100,Moist,184730700,114841006
60,90,100,200,200,200,Wet,184730700,114841007
10,15,30,200,200,200,Wet,184730701,114841008
0,0,0,10,15,30,Moist,184730701,114841009
0,0,0,30,40,50,Moist,184730702,114841010
30,40,50,200,200,200,Wet,184730702,114841011
20,30,60,200,200,200,Wet,184730703,114841012
0,0,0,20,30,60,Moist,184730703,114841013
30,40,50,200,200,200,Wet,184730704,114841014
0,0,0,30,40,50,Moist,184730704,114841015
0,0,0,30,40,60,Moist,184730705,114841016
30,40,60,200,200,200,Wet,184730705,114841017
20,30,40,200,200,200,Wet,184730706,114841018
0,0,0,20,30,40,Moist,184730706,114841019
40,60,90,200,200,200,Wet,184730707,114841020
0,0,0,40,60,90,Moist,184730707,114841021
40,50,60,200,200,200,Wet,184730708,114841022
0,0,0,40,50,60,Moist,184730708,114841023
0,0,0,5,10,30,Moist,184730709,114841024
5,10,30,200,200,200,Wet,184730709,114841025
0,0,15,200,200,200,Wet,184730710,114841026
0,0,0,0,0,15,Moist,184730710,114841027
0,0,0,5,10,15,Moist,184730711,114841028
5,10,15,200,200,200,Wet,184730711,114841029
15,20,30,200,200,200,Wet,184730712,114841030
0,0,0,15,20,30,Moist,184730712,114841031
