fragvol.l,fragvol.r,fragvol.h,fragkind,fragsize.l,fragsize.r,fragsize.h,fragshp,fraground,fraghard,chkey,chfragskey
0,0,1,Mixed rock fragments,600,1300,2000,Nonflat,Subrounded,Indurated,51439076,88089714
0,1,8,Mixed rock fragments,5,40,75,Nonflat,Subrounded,Indurated,51439076,88089715
0,0,1,Mixed rock fragments,75,162,250,Nonflat,Subrounded,Indurated,51439076,88089716
1,3,10,Mixed rock fragments,2,4,5,Nonflat,Subrounded,Indurated,51439076,88089717
0,0,1,Mixed rock fragments,250,425,600,Nonflat,Subrounded,Indurated,51439076,88089718
0,0,1,Mixed rock fragments,75,162,250,Nonflat,Subrounded,Indurated,51439077,88089719
1,3,10,Mixed rock fragments,2,4,5,Nonflat,Subrounded,Indurated,51439077,88089720
0,1,8,Mixed rock fragments,5,40,75,Nonflat,Subrounded,Indurated,51439077,88089721
0,0,1,Mixed rock fragments,600,1300,2000,Nonflat,Subrounded,Indurated,51439077,88089722
0,0,1,Mixed rock fragments,250,425,600,Nonflat,Subrounded,Indurated,51439077,88089723
0,0,1,Mixed rock fragments,600,1300,2000,Nonflat,Subrounded,Indurated,51439078,88089724
1,3,10,Mixed rock fragments,2,4,5,Nonflat,Subrounded,Indurated,51439078,88089725
0,1,8,Mixed rock fragments,5,40,75,Nonflat,Subrounded,Indurated,51439078,88089726
0,0,1,Mixed rock fragments,250,425,600,Nonflat,Subrounded,Indurated,51439078,88089727
0,0,1,Mixed rock fragments,75,162,250,Nonflat,Subrounded,Indurated,51439078,88089728
0,1,8,Mixed rock fragments,5,40,75,Nonflat,Subrounded,Indurated,51439079,88089729
0,0,1,Mixed rock fragments,250,425,600,Nonflat,Subrounded,Indurated,51439079,88089730
0,0,1,Mixed rock fragments,600,1300,2000,Nonflat,Subrounded,Indurated,51439079,88089731
0,0,1,Mixed rock fragments,75,162,250,Nonflat,Subrounded,Indurated,51439079,88089732
1,3,10,Mixed rock fragments,2,4,5,Nonflat,Subrounded,Indurated,51439079,88089733
1,3,10,Mixed rock fragments,2,4,5,Nonflat,Subrounded,Indurated,51439080,88089734
0,1,8,Mixed rock fragments,5,40,75,Nonflat,Subrounded,Indurated,51439080,88089735
0,0,1,Mixed rock fragments,250,425,600,Nonflat,Subrounded,Indurated,51439080,88089736
0,0,1,Mixed rock fragments,600,1300,2000,Nonflat,Subrounded,Indurated,51439080,88089737
0,0,1,Mixed rock fragments,75,162,250,Nonflat,Subrounded,Indurated,51439080,88089738
1,3,10,Mixed rock fragments,2,4,5,Nonflat,Subrounded,Indurated,51439081,88089739
0,1,8,Mixed rock fragments,5,40,75,Nonflat,Subrounded,Indurated,51439081,88089740
0,0,1,Mixed rock fragments,250,425,600,Nonflat,Subrounded,Indurated,51439081,88089741
0,0,1,Mixed rock fragments,600,1300,2000,Nonflat,Subrounded,Indurated,51439081,88089742
0,0,1,Mixed rock fragments,75,162,250,Nonflat,Subrounded,Indurated,51439081,88089743
0,0,1,Mixed rock fragments,600,1300,2000,Nonflat,Subrounded,Indurated,51439082,88089744
0,0,1,Mixed rock fragments,75,162,250,Nonflat,Subrounded,Indurated,51439082,88089745
0,0,1,Mixed rock fragments,250,425,600,Nonflat,Subrounded,Indurated,51439082,88089746
1,3,10,Mixed rock fragments,2,4,5,Nonflat,Subrounded,Indurated,51439082,88089747
0,1,8,Mixed rock fragments,5,40,75,Nonflat,Subrounded,Indurated,51439082,88089748
0,0,1,Mixed rock fragments,600,1300,2000,Nonflat,Subrounded,Indurated,51439083,88089749
0,1,8,Mixed rock fragments,5,40,75,Nonflat,Subrounded,Indurated,51439083,88089750
0,0,1,Mixed rock fragments,75,162,250,Nonflat,Subrounded,Indurated,51439083,88089751
0,0,1,Mixed rock fragments,250,425,600,Nonflat,Subrounded,Indurated,51439083,88089752
1,3,10,Mixed rock fragments,2,4,5,Nonflat,Subrounded,Indurated,51439083,88089753
0,1,8,Mixed rock fragments,5,40,75,Nonflat,Subrounded,Indurated,51439084,88089754
0,0,1,Mixed rock fragments,250,425,600,Nonflat,Subrounded,Indurated,51439084,88089755
1,3,10,Mixed rock fragments,2,4,5,Nonflat,Subrounded,Indurated,51439084,88089756
0,0,1,Mixed rock fragments,75,162,250,Nonflat,Subrounded,Indurated,51439084,88089757
0,0,1,Mixed rock fragments,600,1300,2000,Nonflat,Subrounded,Indurated,51439084,88089758
0,0,1,Mixed rock fragments,250,425,600,Nonflat,Subrounded,Indurated,51439085,88089759
1,3,10,Mixed rock fragments,2,4,5,Nonflat,Subrounded,Indurated,51439085,88089760
0,0,1,Mixed rock fragments,600,1300,2000,Nonflat,Subrounded,Indurated,51439085,88089761
0,1,8,Mixed rock fragments,5,40,75,Nonflat,Subrounded,Indurated,51439085,88089762
0,0,1,Mixed rock fragments,75,162,250,Nonflat,Subrounded,Indurated,51439085,88089763
0,1,8,Mixed rock fragments,5,40,75,Nonflat,Subrounded,Indurated,51439086,88089764
1,3,10,Mixed rock fragments,2,4,5,Nonflat,Subrounded,Indurated,51439086,88089765
0,0,1,Mixed rock fragments,600,1300,2000,Nonflat,Subrounded,Indurated,51439086,88089766
0,0,1,Mixed rock fragments,75,162,250,Nonflat,Subrounded,Indurated,51439086,88089767
0,0,1,Mixed rock fragments,250,425,600,Nonflat,Subrounded,Indurated,51439086,88089768
0,0,1,Mixed rock fragments,600,1300,2000,Nonflat,Subrounded,Indurated,51439087,88089769
1,3,10,Mixed rock fragments,2,4,5,Nonflat,Subrounded,Indurated,51439087,88089770
0,1,8,Mixed rock fragments,5,40,75,Nonflat,Subrounded,Indurated,51439087,88089771
0,0,1,Mixed rock fragments,250,425,600,Nonflat,Subrounded,Indurated,51439087,88089772
0,0,1,Mixed rock fragments,75,162,250,Nonflat,Subrounded,Indurated,51439087,88089773
1,3,10,Mixed rock fragments,2,4,5,Nonflat,Subrounded,Indurated,51439088,88089774
0,1,8,Mixed rock fragments,5,40,75,Nonflat,Subrounded,Indurated,51439088,88089775
0,0,1,Mixed rock fragments,250,425,600,Nonflat,Subrounded,Indurated,51439088,88089776
0,0,1,Mixed rock fragments,600,1300,2000,Nonflat,Subrounded,Indurated,51439088,88089777
0,0,1,Mixed rock fragments,75,162,250,Nonflat,Subrounded,Indurated,51439088,88089778
1,3,10,Mixed rock fragments,2,4,5,Nonflat,Subrounded,Indurated,51439089,88089779
0,1,8,Mixed rock fragments,5,40,75,Nonflat,Subrounded,Indurated,51439089,88089780
0,0,1,Mixed rock fragments,250,425,600,Nonflat,Subrounded,Indurated,51439089,88089781
0,0,1,Mixed rock fragments,600,1300,2000,Nonflat,Subrounded,Indurated,51439089,88089782
0,0,1,Mixed rock fragments,75,162,250,Nonflat,Subrounded,Indurated,51439089,88089783
1,3,10,Mixed rock fragments,2,4,5,Nonflat,Subrounded,Indurated,51439090,88089784
0,0,1,Mixed rock fragments,75,162,250,Nonflat,Subrounded,Indurated,51439090,88089785
0,1,8,Mixed rock fragments,5,40,75,Nonflat,Subrounded,Indurated,51439090,88089786
0,0,1,Mixed rock fragments,250,425,600,Nonflat,Subrounded,Indurated,51439090,88089787
0,0,1,Mixed rock fragments,600,1300,2000,Nonflat,Subrounded,Indurated,51439090,88089788
1,3,10,Mixed rock fragments,2,4,5,Nonflat,Subrounded,Indurated,51439091,88089789
0,1,8,Mixed rock fragments,5,40,75,Nonflat,Subrounded,Indurated,51439091,88089790
0,0,1,Mixed rock fragments,250,425,600,Nonflat,Subrounded,Indurated,51439091,88089791
0,0,1,Mixed rock fragments,600,1300,2000,Nonflat,Subrounded,Indurated,51439091,88089792
0,0,1,Mixed rock fragments,75,162,250,Nonflat,Subrounded,Indurated,51439091,88089793
1,3,10,Mixed rock fragments,2,4,5,Nonflat,Subrounded,Indurated,51439092,88089794
0,1,8,Mixed rock fragments,5,40,75,Nonflat,Subrounded,Indurated,51439092,88089795
0,0,1,Mixed rock fragments,250,425,600,Nonflat,Subrounded,Indurated,51439092,88089796
0,0,1,Mixed rock fragments,600,1300,2000,Nonflat,Subrounded,Indurated,51439092,88089797
0,0,1,Mixed rock fragments,75,162,250,Nonflat,Subrounded,Indurated,51439092,88089798
0,0,1,Mixed rock fragments,600,1300,2000,Nonflat,Subrounded,Indurated,51439093,88089799
0,1,8,Mixed rock fragments,5,40,75,Nonflat,Subrounded,Indurated,51439093,88089800
0,0,1,Mixed rock fragments,75,162,250,Nonflat,Subrounded,Indurated,51439093,88089801
1,3,10,Mixed rock fragments,2,4,5,Nonflat,Subrounded,Indurated,51439093,88089802
0,0,1,Mixed rock fragments,250,425,600,Nonflat,Subrounded,Indurated,51439093,88089803
0,1,8,Mixed rock fragments,5,40,75,Nonflat,Subrounded,Indurated,51439094,88089804
0,0,1,Mixed rock fragments,250,425,600,Nonflat,Subrounded,Indurated,51439094,88089805
0,0,1,Mixed rock fragments,600,1300,2000,Nonflat,Subrounded,Indurated,51439094,88089806
0,0,1,Mixed rock fragments,75,162,250,Nonflat,Subrounded,Indurated,51439094,88089807
1,3,10,Mixed rock fragments,2,4,5,Nonflat,Subrounded,Indurated,51439094,88089808
0,0,1,Mixed rock fragments,2,4,5,Nonflat,Subrounded,Indurated,51439095,88089809
0,0,0,Mixed rock fragments,5,40,75,Nonflat,Subrounded,Indurated,51439095,88089810
0,0,0,Mixed rock fragments,250,425,600,Nonflat,Subrounded,Indurated,51439095,88089811
0,0,0,Mixed rock fragments,600,1300,2000,Nonflat,Subrounded,Indurated,51439095,88089812
0,0,0,Mixed rock fragments,75,162,250,Nonflat,Subrounded,Indurated,51439095,88089813
0,1,8,Mixed rock fragments,5,40,75,Nonflat,Subrounded,Indurated,51439096,88089814
0,0,1,Mixed rock fragments,250,425,600,Nonflat,Subrounded,Indurated,51439096,88089815
0,0,1,Mixed rock fragments,600,1300,2000,Nonflat,Subrounded,Indurated,51439096,88089816
0,0,1,Mixed rock fragments,75,162,250,Nonflat,Subrounded,Indurated,51439096,88089817
1,3,10,Mixed rock fragments,2,4,5,Nonflat,Subrounded,Indurated,51439096,88089818
0,0,1,Mixed rock fragments,2,4,5,Nonflat,Subrounded,Indurated,51439097,88089819
0,0,0,Mixed rock fragments,5,40,75,Nonflat,Subrounded,Indurated,51439097,88089820
0,0,0,Mixed rock fragments,250,425,600,Nonflat,Subrounded,Indurated,51439097,88089821
0,0,0,Mixed rock fragments,600,1300,2000,Nonflat,Subrounded,Indurated,51439097,88089822
0,0,0,Mixed rock fragments,75,162,250,Nonflat,Subrounded,Indurated,51439097,88089823
0,0,1,Mixed rock fragments,2,4,5,Nonflat,Subrounded,Indurated,51439098,88089824
0,0,0,Mixed rock fragments,5,40,75,Nonflat,Subrounded,Indurated,51439098,88089825
0,0,0,Mixed rock fragments,250,425,600,Nonflat,Subrounded,Indurated,51439098,88089826
0,0,0,Mixed rock fragments,600,1300,2000,Nonflat,Subrounded,Indurated,51439098,88089827
0,0,0,Mixed rock fragments,75,162,250,Nonflat,Subrounded,Indurated,51439098,88089828
