param_id,param_apsim,value,group_id,set_id,set_desc,set_desc2,do_manually
17,xMoistureString,"0,1,2",rue,103,rue,"cold pen only, 4(mod)% 8(sev)%",N
18,yMoistureString,"1, 1, 1",rue,103,rue,"cold pen only, 4(mod)% 8(sev)%",N
19,xTTString,"0,15,100",rue,103,rue,"cold pen only, 4(mod)% 8(sev)%",N
20,yTTString,"1, 0.96, 0.92",rue,103,rue,"cold pen only, 4(mod)% 8(sev)%",N
21,moistDaysBefore,14,xf,103,rue,"cold pen only, 4(mod)% 8(sev)%",N
22,moistDaysAfter,1,xf,103,rue,"cold pen only, 4(mod)% 8(sev)%",N
23,moistMaxLayers,2,xf,103,rue,"cold pen only, 4(mod)% 8(sev)%",N
24,coldStage,4,xf,103,rue,"cold pen only, 4(mod)% 8(sev)%",N
25,coldTT,4,xf,103,rue,"cold pen only, 4(mod)% 8(sev)%",N
26,xSurfaceOMString,"0,2500,10000",xf,103,rue,"cold pen only, 4(mod)% 8(sev)%",N
27,ySurfaceOMString,"1, 1, 1",xf,103,rue,"cold pen only, 4(mod)% 8(sev)%",N
28,xMoistureString,"0,1,2",xf,103,rue,"cold pen only, 4(mod)% 8(sev)%",N
29,yMoistureString,"1, 1, 1",xf,103,rue,"cold pen only, 4(mod)% 8(sev)%",N
30,xTTString,"0,15,100",xf,103,rue,"cold pen only, 4(mod)% 8(sev)%",N
31,yTTString,"1, 1, 1",xf,103,rue,"cold pen only, 4(mod)% 8(sev)%",N
1,startStage,1,kill,104,rue,"res pen only, 1000-4000, 4%max",N
2,endStage,3.5,kill,104,rue,"res pen only, 1000-4000, 4%max",N
3,maxLayer,3,kill,104,rue,"res pen only, 1000-4000, 4%max",N
4,moistLim,2,kill,104,rue,"res pen only, 1000-4000, 4%max",N
5,tempLim,2,kill,104,rue,"res pen only, 1000-4000, 4%max",N
6,xMoistString,"0, 0.5, 1, 1.5, 2",kill,104,rue,"res pen only, 1000-4000, 4%max",N
7,yMoistString,"0, 0, 0, 0, 0",kill,104,rue,"res pen only, 1000-4000, 4%max",N
8,xTempString,"-3.5, 0",kill,104,rue,"res pen only, 1000-4000, 4%max",N
9,yTempString,"0, 0",kill,104,rue,"res pen only, 1000-4000, 4%max",N
10,moistDaysBefore,14,rue,104,rue,"res pen only, 1000-4000, 4%max",N
11,moistDaysAfter,1,rue,104,rue,"res pen only, 1000-4000, 4%max",N
12,moistMaxLayers,2,rue,104,rue,"res pen only, 1000-4000, 4%max",N
13,coldStage,4,rue,104,rue,"res pen only, 1000-4000, 4%max",N
14,coldTT,4,rue,104,rue,"res pen only, 1000-4000, 4%max",N
15,xSurfaceOMString,"1, 1000, 4000",rue,104,rue,"res pen only, 1000-4000, 4%max",N
16,ySurfaceOMString,"1, 1, 0.96",rue,104,rue,"res pen only, 1000-4000, 4%max",N
17,xMoistureString,"0,1,2",rue,104,rue,"res pen only, 1000-4000, 4%max",N
18,yMoistureString,"1, 1, 1",rue,104,rue,"res pen only, 1000-4000, 4%max",N
19,xTTString,"0,15,100",rue,104,rue,"res pen only, 1000-4000, 4%max",N
20,yTTString,"1, 1, 1",rue,104,rue,"res pen only, 1000-4000, 4%max",N
21,moistDaysBefore,14,xf,104,rue,"res pen only, 1000-4000, 4%max",N
22,moistDaysAfter,1,xf,104,rue,"res pen only, 1000-4000, 4%max",N
23,moistMaxLayers,2,xf,104,rue,"res pen only, 1000-4000, 4%max",N
24,coldStage,4,xf,104,rue,"res pen only, 1000-4000, 4%max",N
25,coldTT,4,xf,104,rue,"res pen only, 1000-4000, 4%max",N
26,xSurfaceOMString,"0,2500,10000",xf,104,rue,"res pen only, 1000-4000, 4%max",N
27,ySurfaceOMString,"1, 1, 1",xf,104,rue,"res pen only, 1000-4000, 4%max",N
28,xMoistureString,"0,1,2",xf,104,rue,"res pen only, 1000-4000, 4%max",N
29,yMoistureString,"1, 1, 1",xf,104,rue,"res pen only, 1000-4000, 4%max",N
30,xTTString,"0,15,100",xf,104,rue,"res pen only, 1000-4000, 4%max",N
31,yTTString,"1, 1, 1",xf,104,rue,"res pen only, 1000-4000, 4%max",N
1,startStage,1,kill,105,rue,"res pen only, 1000-4000, 10%max",N
2,endStage,3.5,kill,105,rue,"res pen only, 1000-4000, 10%max",N
3,maxLayer,3,kill,105,rue,"res pen only, 1000-4000, 10%max",N
4,moistLim,2,kill,105,rue,"res pen only, 1000-4000, 10%max",N
5,tempLim,2,kill,105,rue,"res pen only, 1000-4000, 10%max",N
6,xMoistString,"0, 0.5, 1, 1.5, 2",kill,105,rue,"res pen only, 1000-4000, 10%max",N
7,yMoistString,"0, 0, 0, 0, 0",kill,105,rue,"res pen only, 1000-4000, 10%max",N
8,xTempString,"-3.5, 0",kill,105,rue,"res pen only, 1000-4000, 10%max",N
9,yTempString,"0, 0",kill,105,rue,"res pen only, 1000-4000, 10%max",N
10,moistDaysBefore,14,rue,105,rue,"res pen only, 1000-4000, 10%max",N
11,moistDaysAfter,1,rue,105,rue,"res pen only, 1000-4000, 10%max",N
12,moistMaxLayers,2,rue,105,rue,"res pen only, 1000-4000, 10%max",N
13,coldStage,4,rue,105,rue,"res pen only, 1000-4000, 10%max",N
14,coldTT,4,rue,105,rue,"res pen only, 1000-4000, 10%max",N
15,xSurfaceOMString,"1, 1000, 4000",rue,105,rue,"res pen only, 1000-4000, 10%max",N
16,ySurfaceOMString,"1, 1, 0.9",rue,105,rue,"res pen only, 1000-4000, 10%max",N
17,xMoistureString,"0,1,2",rue,105,rue,"res pen only, 1000-4000, 10%max",N
18,yMoistureString,"1, 1, 1",rue,105,rue,"res pen only, 1000-4000, 10%max",N
19,xTTString,"0,15,100",rue,105,rue,"res pen only, 1000-4000, 10%max",N
20,yTTString,"1, 1, 1",rue,105,rue,"res pen only, 1000-4000, 10%max",N
21,moistDaysBefore,14,xf,105,rue,"res pen only, 1000-4000, 10%max",N
22,moistDaysAfter,1,xf,105,rue,"res pen only, 1000-4000, 10%max",N
23,moistMaxLayers,2,xf,105,rue,"res pen only, 1000-4000, 10%max",N
24,coldStage,4,xf,105,rue,"res pen only, 1000-4000, 10%max",N
25,coldTT,4,xf,105,rue,"res pen only, 1000-4000, 10%max",N
26,xSurfaceOMString,"0,2500,10000",xf,105,rue,"res pen only, 1000-4000, 10%max",N
27,ySurfaceOMString,"1, 1, 1",xf,105,rue,"res pen only, 1000-4000, 10%max",N
28,xMoistureString,"0,1,2",xf,105,rue,"res pen only, 1000-4000, 10%max",N
29,yMoistureString,"1, 1, 1",xf,105,rue,"res pen only, 1000-4000, 10%max",N
30,xTTString,"0,15,100",xf,105,rue,"res pen only, 1000-4000, 10%max",N
31,yTTString,"1, 1, 1",xf,105,rue,"res pen only, 1000-4000, 10%max",N
1,startStage,1,kill,106,rue,inc coldTT base from 4 to 10,N
2,endStage,3.5,kill,106,rue,inc coldTT base from 4 to 10,N
3,maxLayer,3,kill,106,rue,inc coldTT base from 4 to 10,N
4,moistLim,2,kill,106,rue,inc coldTT base from 4 to 10,N
5,tempLim,2,kill,106,rue,inc coldTT base from 4 to 10,N
6,xMoistString,"0, 0.5, 1, 1.5, 2",kill,106,rue,inc coldTT base from 4 to 10,N
7,yMoistString,"0, 0, 0, 0, 0",kill,106,rue,inc coldTT base from 4 to 10,N
8,xTempString,"-3.5, 0",kill,106,rue,inc coldTT base from 4 to 10,N
9,yTempString,"0, 0",kill,106,rue,inc coldTT base from 4 to 10,N
10,moistDaysBefore,14,rue,106,rue,inc coldTT base from 4 to 10,N
11,moistDaysAfter,1,rue,106,rue,inc coldTT base from 4 to 10,N
12,moistMaxLayers,2,rue,106,rue,inc coldTT base from 4 to 10,N
13,coldStage,4,rue,106,rue,inc coldTT base from 4 to 10,N
14,coldTT,10,rue,106,rue,inc coldTT base from 4 to 10,N
15,xSurfaceOMString,"1, 1000, 4000",rue,106,rue,inc coldTT base from 4 to 10,N
16,ySurfaceOMString,"1, 1, 1",rue,106,rue,inc coldTT base from 4 to 10,N
17,xMoistureString,"0,1,2",rue,106,rue,inc coldTT base from 4 to 10,N
18,yMoistureString,"1, 1, 1",rue,106,rue,inc coldTT base from 4 to 10,N
19,xTTString,"0,15,100",rue,106,rue,inc coldTT base from 4 to 10,N
20,yTTString,"1, 0.96, 0.92",rue,106,rue,inc coldTT base from 4 to 10,N
21,moistDaysBefore,14,xf,106,rue,inc coldTT base from 4 to 10,N
22,moistDaysAfter,1,xf,106,rue,inc coldTT base from 4 to 10,N
23,moistMaxLayers,2,xf,106,rue,inc coldTT base from 4 to 10,N
24,coldStage,4,xf,106,rue,inc coldTT base from 4 to 10,N
25,coldTT,4,xf,106,rue,inc coldTT base from 4 to 10,N
26,xSurfaceOMString,"0,2500,10000",xf,106,rue,inc coldTT base from 4 to 10,N
27,ySurfaceOMString,"1, 1, 1",xf,106,rue,inc coldTT base from 4 to 10,N
28,xMoistureString,"0,1,2",xf,106,rue,inc coldTT base from 4 to 10,N
29,yMoistureString,"1, 1, 1",xf,106,rue,inc coldTT base from 4 to 10,N
30,xTTString,"0,15,100",xf,106,rue,inc coldTT base from 4 to 10,N
31,yTTString,"1, 1, 1",xf,106,rue,inc coldTT base from 4 to 10,N
1,startStage,1,kill,200,xf,xf defaults,N
2,endStage,3.5,kill,200,xf,xf defaults,N
3,maxLayer,3,kill,200,xf,xf defaults,N
4,moistLim,2,kill,200,xf,xf defaults,N
5,tempLim,2,kill,200,xf,xf defaults,N
6,xMoistString,"0, 0.5, 1, 1.5, 2",kill,200,xf,xf defaults,N
7,yMoistString,"0, 0, 0, 0, 0",kill,200,xf,xf defaults,N
8,xTempString,"-3.5, 0",kill,200,xf,xf defaults,N
9,yTempString,"0, 0",kill,200,xf,xf defaults,N
10,moistDaysBefore,14,rue,200,xf,xf defaults,N
11,moistDaysAfter,1,rue,200,xf,xf defaults,N
12,moistMaxLayers,2,rue,200,xf,xf defaults,N
13,coldStage,4,rue,200,xf,xf defaults,N
14,coldTT,4,rue,200,xf,xf defaults,N
15,xSurfaceOMString,"0,2500,10000",rue,200,xf,xf defaults,N
16,ySurfaceOMString,"1, 1, 1",rue,200,xf,xf defaults,N
17,xMoistureString,"0,1,2",rue,200,xf,xf defaults,N
18,yMoistureString,"1, 1, 1",rue,200,xf,xf defaults,N
19,xTTString,"0,15,100",rue,200,xf,xf defaults,N
20,yTTString,"1, 1, 1",rue,200,xf,xf defaults,N
21,moistDaysBefore,14,xf,200,xf,xf defaults,N
22,moistDaysAfter,1,xf,200,xf,xf defaults,N
23,moistMaxLayers,2,xf,200,xf,xf defaults,N
24,coldStage,4,xf,200,xf,xf defaults,N
25,coldTT,4,xf,200,xf,xf defaults,N
26,xSurfaceOMString,"0,2500,10000",xf,200,xf,xf defaults,N
27,ySurfaceOMString,"1,1,0.96",xf,200,xf,xf defaults,N
28,xMoistureString,"0,1,2",xf,200,xf,xf defaults,N
29,yMoistureString,"0.97,1.0,0.94",xf,200,xf,xf defaults,N
30,xTTString,"0,15,100",xf,200,xf,xf defaults,N
31,yTTString,"1,0.96,0.92",xf,200,xf,xf defaults,N
1,startStage,1,kill,201,xf,"res pen only, 1000-4000 40%",N
2,endStage,3.5,kill,201,xf,"res pen only, 1000-4000 40%",N
3,maxLayer,3,kill,201,xf,"res pen only, 1000-4000 40%",N
4,moistLim,2,kill,201,xf,"res pen only, 1000-4000 40%",N
5,tempLim,2,kill,201,xf,"res pen only, 1000-4000 40%",N
6,xMoistString,"0, 0.5, 1, 1.5, 2",kill,201,xf,"res pen only, 1000-4000 40%",N
7,yMoistString,"0, 0, 0, 0, 0",kill,201,xf,"res pen only, 1000-4000 40%",N
8,xTempString,"-3.5, 0",kill,201,xf,"res pen only, 1000-4000 40%",N
9,yTempString,"0, 0",kill,201,xf,"res pen only, 1000-4000 40%",N
10,moistDaysBefore,14,rue,201,xf,"res pen only, 1000-4000 40%",N
11,moistDaysAfter,1,rue,201,xf,"res pen only, 1000-4000 40%",N
12,moistMaxLayers,2,rue,201,xf,"res pen only, 1000-4000 40%",N
13,coldStage,4,rue,201,xf,"res pen only, 1000-4000 40%",N
14,coldTT,4,rue,201,xf,"res pen only, 1000-4000 40%",N
15,xSurfaceOMString,"0,2500,10000",rue,201,xf,"res pen only, 1000-4000 40%",N
16,ySurfaceOMString,"1, 1, 1",rue,201,xf,"res pen only, 1000-4000 40%",N
17,xMoistureString,"0,1,2",rue,201,xf,"res pen only, 1000-4000 40%",N
18,yMoistureString,"1, 1, 1",rue,201,xf,"res pen only, 1000-4000 40%",N
19,xTTString,"0,15,100",rue,201,xf,"res pen only, 1000-4000 40%",N
20,yTTString,"1, 1, 1",rue,201,xf,"res pen only, 1000-4000 40%",N
21,moistDaysBefore,14,xf,201,xf,"res pen only, 1000-4000 40%",N
22,moistDaysAfter,1,xf,201,xf,"res pen only, 1000-4000 40%",N
23,moistMaxLayers,2,xf,201,xf,"res pen only, 1000-4000 40%",N
24,coldStage,4,xf,201,xf,"res pen only, 1000-4000 40%",N
25,coldTT,4,xf,201,xf,"res pen only, 1000-4000 40%",N
26,xSurfaceOMString,"0, 1000, 4000",xf,201,xf,"res pen only, 1000-4000 40%",N
27,ySurfaceOMString,"1, 1, 0.60",xf,201,xf,"res pen only, 1000-4000 40%",N
28,xMoistureString,"0,1,2",xf,201,xf,"res pen only, 1000-4000 40%",N
29,yMoistureString,"1, 1, 1",xf,201,xf,"res pen only, 1000-4000 40%",N
30,xTTString,"0,15,100",xf,201,xf,"res pen only, 1000-4000 40%",N
31,yTTString,"1, 1, 1",xf,201,xf,"res pen only, 1000-4000 40%",N
1,startStage,1,kill,202,xf,"wet mois pen only, 40%",N
2,endStage,3.5,kill,202,xf,"wet mois pen only, 40%",N
3,maxLayer,3,kill,202,xf,"wet mois pen only, 40%",N
4,moistLim,2,kill,202,xf,"wet mois pen only, 40%",N
5,tempLim,2,kill,202,xf,"wet mois pen only, 40%",N
6,xMoistString,"0, 0.5, 1, 1.5, 2",kill,202,xf,"wet mois pen only, 40%",N
7,yMoistString,"0, 0, 0, 0, 0",kill,202,xf,"wet mois pen only, 40%",N
8,xTempString,"-3.5, 0",kill,202,xf,"wet mois pen only, 40%",N
9,yTempString,"0, 0",kill,202,xf,"wet mois pen only, 40%",N
10,moistDaysBefore,14,rue,202,xf,"wet mois pen only, 40%",N
11,moistDaysAfter,1,rue,202,xf,"wet mois pen only, 40%",N
12,moistMaxLayers,2,rue,202,xf,"wet mois pen only, 40%",N
13,coldStage,4,rue,202,xf,"wet mois pen only, 40%",N
14,coldTT,4,rue,202,xf,"wet mois pen only, 40%",N
15,xSurfaceOMString,"0,2500,10000",rue,202,xf,"wet mois pen only, 40%",N
16,ySurfaceOMString,"1, 1, 1",rue,202,xf,"wet mois pen only, 40%",N
17,xMoistureString,"0,1,2",rue,202,xf,"wet mois pen only, 40%",N
18,yMoistureString,"1, 1, 1",rue,202,xf,"wet mois pen only, 40%",N
19,xTTString,"0,15,100",rue,202,xf,"wet mois pen only, 40%",N
20,yTTString,"1, 1, 1",rue,202,xf,"wet mois pen only, 40%",N
21,moistDaysBefore,14,xf,202,xf,"wet mois pen only, 40%",N
22,moistDaysAfter,1,xf,202,xf,"wet mois pen only, 40%",N
23,moistMaxLayers,2,xf,202,xf,"wet mois pen only, 40%",N
24,coldStage,4,xf,202,xf,"wet mois pen only, 40%",N
25,coldTT,4,xf,202,xf,"wet mois pen only, 40%",N
26,xSurfaceOMString,"0,2500,10000",xf,202,xf,"wet mois pen only, 40%",N
27,ySurfaceOMString,"1, 1, 1",xf,202,xf,"wet mois pen only, 40%",N
28,xMoistureString,"0,1,2",xf,202,xf,"wet mois pen only, 40%",N
29,yMoistureString,"1, 1, 0.60",xf,202,xf,"wet mois pen only, 40%",N
30,xTTString,"0,15,100",xf,202,xf,"wet mois pen only, 40%",N
31,yTTString,"1, 1, 1",xf,202,xf,"wet mois pen only, 40%",N
1,startStage,1,kill,203,xf,"dry mois pen only, 40%",N
2,endStage,3.5,kill,203,xf,"dry mois pen only, 40%",N
3,maxLayer,3,kill,203,xf,"dry mois pen only, 40%",N
4,moistLim,2,kill,203,xf,"dry mois pen only, 40%",N
5,tempLim,2,kill,203,xf,"dry mois pen only, 40%",N
6,xMoistString,"0, 0.5, 1, 1.5, 2",kill,203,xf,"dry mois pen only, 40%",N
7,yMoistString,"0, 0, 0, 0, 0",kill,203,xf,"dry mois pen only, 40%",N
8,xTempString,"-3.5, 0",kill,203,xf,"dry mois pen only, 40%",N
9,yTempString,"0, 0",kill,203,xf,"dry mois pen only, 40%",N
10,moistDaysBefore,14,rue,203,xf,"dry mois pen only, 40%",N
11,moistDaysAfter,1,rue,203,xf,"dry mois pen only, 40%",N
12,moistMaxLayers,2,rue,203,xf,"dry mois pen only, 40%",N
13,coldStage,4,rue,203,xf,"dry mois pen only, 40%",N
14,coldTT,4,rue,203,xf,"dry mois pen only, 40%",N
15,xSurfaceOMString,"0,2500,10000",rue,203,xf,"dry mois pen only, 40%",N
16,ySurfaceOMString,"1, 1, 1",rue,203,xf,"dry mois pen only, 40%",N
17,xMoistureString,"0,1,2",rue,203,xf,"dry mois pen only, 40%",N
18,yMoistureString,"1, 1, 1",rue,203,xf,"dry mois pen only, 40%",N
19,xTTString,"0,15,100",rue,203,xf,"dry mois pen only, 40%",N
20,yTTString,"1, 1, 1",rue,203,xf,"dry mois pen only, 40%",N
21,moistDaysBefore,14,xf,203,xf,"dry mois pen only, 40%",N
22,moistDaysAfter,1,xf,203,xf,"dry mois pen only, 40%",N
23,moistMaxLayers,2,xf,203,xf,"dry mois pen only, 40%",N
24,coldStage,4,xf,203,xf,"dry mois pen only, 40%",N
25,coldTT,4,xf,203,xf,"dry mois pen only, 40%",N
26,xSurfaceOMString,"0,2500,10000",xf,203,xf,"dry mois pen only, 40%",N
27,ySurfaceOMString,"1, 1, 1",xf,203,xf,"dry mois pen only, 40%",N
28,xMoistureString,"0,1,2",xf,203,xf,"dry mois pen only, 40%",N
29,yMoistureString,"0.6, 1, 1",xf,203,xf,"dry mois pen only, 40%",N
30,xTTString,"0,15,100",xf,203,xf,"dry mois pen only, 40%",N
31,yTTString,"1, 1, 1",xf,203,xf,"dry mois pen only, 40%",N
1,startStage,1,kill,204,xf,"wet+dry mois pen only, 40%",N
2,endStage,3.5,kill,204,xf,"wet+dry mois pen only, 40%",N
3,maxLayer,3,kill,204,xf,"wet+dry mois pen only, 40%",N
4,moistLim,2,kill,204,xf,"wet+dry mois pen only, 40%",N
5,tempLim,2,kill,204,xf,"wet+dry mois pen only, 40%",N
6,xMoistString,"0, 0.5, 1, 1.5, 2",kill,204,xf,"wet+dry mois pen only, 40%",N
7,yMoistString,"0, 0, 0, 0, 0",kill,204,xf,"wet+dry mois pen only, 40%",N
8,xTempString,"-3.5, 0",kill,204,xf,"wet+dry mois pen only, 40%",N
9,yTempString,"0, 0",kill,204,xf,"wet+dry mois pen only, 40%",N
10,moistDaysBefore,14,rue,204,xf,"wet+dry mois pen only, 40%",N
11,moistDaysAfter,1,rue,204,xf,"wet+dry mois pen only, 40%",N
12,moistMaxLayers,2,rue,204,xf,"wet+dry mois pen only, 40%",N
13,coldStage,4,rue,204,xf,"wet+dry mois pen only, 40%",N
14,coldTT,4,rue,204,xf,"wet+dry mois pen only, 40%",N
15,xSurfaceOMString,"0,2500,10000",rue,204,xf,"wet+dry mois pen only, 40%",N
16,ySurfaceOMString,"1, 1, 1",rue,204,xf,"wet+dry mois pen only, 40%",N
17,xMoistureString,"0,1,2",rue,204,xf,"wet+dry mois pen only, 40%",N
18,yMoistureString,"1, 1, 1",rue,204,xf,"wet+dry mois pen only, 40%",N
19,xTTString,"0,15,100",rue,204,xf,"wet+dry mois pen only, 40%",N
20,yTTString,"1, 1, 1",rue,204,xf,"wet+dry mois pen only, 40%",N
21,moistDaysBefore,14,xf,204,xf,"wet+dry mois pen only, 40%",N
22,moistDaysAfter,1,xf,204,xf,"wet+dry mois pen only, 40%",N
23,moistMaxLayers,2,xf,204,xf,"wet+dry mois pen only, 40%",N
24,coldStage,4,xf,204,xf,"wet+dry mois pen only, 40%",N
25,coldTT,4,xf,204,xf,"wet+dry mois pen only, 40%",N
26,xSurfaceOMString,"0,2500,10000",xf,204,xf,"wet+dry mois pen only, 40%",N
27,ySurfaceOMString,"1, 1, 1",xf,204,xf,"wet+dry mois pen only, 40%",N
28,xMoistureString,"0,1,2",xf,204,xf,"wet+dry mois pen only, 40%",N
29,yMoistureString,"0.60, 1, 0.60",xf,204,xf,"wet+dry mois pen only, 40%",N
30,xTTString,"0,15,100",xf,204,xf,"wet+dry mois pen only, 40%",N
31,yTTString,"1, 1, 1",xf,204,xf,"wet+dry mois pen only, 40%",N
1,startStage,1,kill,205,xf,cold pen only (40-50%),N
2,endStage,3.5,kill,205,xf,cold pen only (40-50%),N
3,maxLayer,3,kill,205,xf,cold pen only (40-50%),N
4,moistLim,2,kill,205,xf,cold pen only (40-50%),N
5,tempLim,2,kill,205,xf,cold pen only (40-50%),N
6,xMoistString,"0, 0.5, 1, 1.5, 2",kill,205,xf,cold pen only (40-50%),N
7,yMoistString,"0, 0, 0, 0, 0",kill,205,xf,cold pen only (40-50%),N
8,xTempString,"-3.5, 0",kill,205,xf,cold pen only (40-50%),N
9,yTempString,"0, 0",kill,205,xf,cold pen only (40-50%),N
10,moistDaysBefore,14,rue,205,xf,cold pen only (40-50%),N
11,moistDaysAfter,1,rue,205,xf,cold pen only (40-50%),N
12,moistMaxLayers,2,rue,205,xf,cold pen only (40-50%),N
13,coldStage,4,rue,205,xf,cold pen only (40-50%),N
14,coldTT,4,rue,205,xf,cold pen only (40-50%),N
15,xSurfaceOMString,"0,2500,10000",rue,205,xf,cold pen only (40-50%),N
16,ySurfaceOMString,"1, 1, 1",rue,205,xf,cold pen only (40-50%),N
17,xMoistureString,"0,1,2",rue,205,xf,cold pen only (40-50%),N
18,yMoistureString,"1, 1, 1",rue,205,xf,cold pen only (40-50%),N
19,xTTString,"0,15,100",rue,205,xf,cold pen only (40-50%),N
20,yTTString,"1, 1, 1",rue,205,xf,cold pen only (40-50%),N
21,moistDaysBefore,14,xf,205,xf,cold pen only (40-50%),N
22,moistDaysAfter,1,xf,205,xf,cold pen only (40-50%),N
23,moistMaxLayers,2,xf,205,xf,cold pen only (40-50%),N
24,coldStage,4,xf,205,xf,cold pen only (40-50%),N
25,coldTT,4,xf,205,xf,cold pen only (40-50%),N
26,xSurfaceOMString,"0,2500,10000",xf,205,xf,cold pen only (40-50%),N
27,ySurfaceOMString,"1, 1, 1",xf,205,xf,cold pen only (40-50%),N
28,xMoistureString,"0,1,2",xf,205,xf,cold pen only (40-50%),N
29,yMoistureString,"1, 1, 1",xf,205,xf,cold pen only (40-50%),N
30,xTTString,"0,15,100",xf,205,xf,cold pen only (40-50%),N
31,yTTString,"1, 0.60, 0.50",xf,205,xf,cold pen only (40-50%),N
1,startStage,1,kill,206,xf,"cold pen only, 10 coldTT 40-50%",N
2,endStage,3.5,kill,206,xf,"cold pen only, 10 coldTT 40-50%",N
3,maxLayer,3,kill,206,xf,"cold pen only, 10 coldTT 40-50%",N
4,moistLim,2,kill,206,xf,"cold pen only, 10 coldTT 40-50%",N
5,tempLim,2,kill,206,xf,"cold pen only, 10 coldTT 40-50%",N
6,xMoistString,"0, 0.5, 1, 1.5, 2",kill,206,xf,"cold pen only, 10 coldTT 40-50%",N
7,yMoistString,"0, 0, 0, 0, 0",kill,206,xf,"cold pen only, 10 coldTT 40-50%",N
8,xTempString,"-3.5, 0",kill,206,xf,"cold pen only, 10 coldTT 40-50%",N
9,yTempString,"0, 0",kill,206,xf,"cold pen only, 10 coldTT 40-50%",N
10,moistDaysBefore,14,rue,206,xf,"cold pen only, 10 coldTT 40-50%",N
11,moistDaysAfter,1,rue,206,xf,"cold pen only, 10 coldTT 40-50%",N
12,moistMaxLayers,2,rue,206,xf,"cold pen only, 10 coldTT 40-50%",N
13,coldStage,4,rue,206,xf,"cold pen only, 10 coldTT 40-50%",N
14,coldTT,4,rue,206,xf,"cold pen only, 10 coldTT 40-50%",N
15,xSurfaceOMString,"0,2500,10000",rue,206,xf,"cold pen only, 10 coldTT 40-50%",N
16,ySurfaceOMString,"1, 1, 1",rue,206,xf,"cold pen only, 10 coldTT 40-50%",N
17,xMoistureString,"0,1,2",rue,206,xf,"cold pen only, 10 coldTT 40-50%",N
18,yMoistureString,"1, 1, 1",rue,206,xf,"cold pen only, 10 coldTT 40-50%",N
19,xTTString,"0,15,100",rue,206,xf,"cold pen only, 10 coldTT 40-50%",N
20,yTTString,"1, 1, 1",rue,206,xf,"cold pen only, 10 coldTT 40-50%",N
21,moistDaysBefore,14,xf,206,xf,"cold pen only, 10 coldTT 40-50%",N
22,moistDaysAfter,1,xf,206,xf,"cold pen only, 10 coldTT 40-50%",N
23,moistMaxLayers,2,xf,206,xf,"cold pen only, 10 coldTT 40-50%",N
24,coldStage,4,xf,206,xf,"cold pen only, 10 coldTT 40-50%",N
25,coldTT,10,xf,206,xf,"cold pen only, 10 coldTT 40-50%",N
26,xSurfaceOMString,"0,2500,10000",xf,206,xf,"cold pen only, 10 coldTT 40-50%",N
27,ySurfaceOMString,"1, 1, 1",xf,206,xf,"cold pen only, 10 coldTT 40-50%",N
28,xMoistureString,"0,1,2",xf,206,xf,"cold pen only, 10 coldTT 40-50%",N
29,yMoistureString,"1, 1, 1",xf,206,xf,"cold pen only, 10 coldTT 40-50%",N
30,xTTString,"0,15,100",xf,206,xf,"cold pen only, 10 coldTT 40-50%",N
31,yTTString,"1, 0.40, 0.50",xf,206,xf,"cold pen only, 10 coldTT 40-50%",N
1,startStage,1,kill,207,xf,"mois pen start <dul, 50%",N
2,endStage,3.5,kill,207,xf,"mois pen start <dul, 50%",N
3,maxLayer,3,kill,207,xf,"mois pen start <dul, 50%",N
4,moistLim,2,kill,207,xf,"mois pen start <dul, 50%",N
5,tempLim,2,kill,207,xf,"mois pen start <dul, 50%",N
6,xMoistString,"0, 0.5, 1, 1.5, 2",kill,207,xf,"mois pen start <dul, 50%",N
7,yMoistString,"0, 0, 0, 0, 0",kill,207,xf,"mois pen start <dul, 50%",N
8,xTempString,"-3.5, 0",kill,207,xf,"mois pen start <dul, 50%",N
9,yTempString,"0, 0",kill,207,xf,"mois pen start <dul, 50%",N
10,moistDaysBefore,14,rue,207,xf,"mois pen start <dul, 50%",N
11,moistDaysAfter,1,rue,207,xf,"mois pen start <dul, 50%",N
12,moistMaxLayers,2,rue,207,xf,"mois pen start <dul, 50%",N
13,coldStage,4,rue,207,xf,"mois pen start <dul, 50%",N
14,coldTT,4,rue,207,xf,"mois pen start <dul, 50%",N
15,xSurfaceOMString,"0,2500,10000",rue,207,xf,"mois pen start <dul, 50%",N
16,ySurfaceOMString,"1, 1, 1",rue,207,xf,"mois pen start <dul, 50%",N
17,xMoistureString,"0,1,2",rue,207,xf,"mois pen start <dul, 50%",N
18,yMoistureString,"1, 1, 1",rue,207,xf,"mois pen start <dul, 50%",N
19,xTTString,"0,15,100",rue,207,xf,"mois pen start <dul, 50%",N
20,yTTString,"1, 1, 1",rue,207,xf,"mois pen start <dul, 50%",N
21,moistDaysBefore,14,xf,207,xf,"mois pen start <dul, 50%",N
22,moistDaysAfter,1,xf,207,xf,"mois pen start <dul, 50%",N
23,moistMaxLayers,2,xf,207,xf,"mois pen start <dul, 50%",N
24,coldStage,4,xf,207,xf,"mois pen start <dul, 50%",N
25,coldTT,4,xf,207,xf,"mois pen start <dul, 50%",N
26,xSurfaceOMString,"0,2500,10000",xf,207,xf,"mois pen start <dul, 50%",N
27,ySurfaceOMString,"1, 1, 1",xf,207,xf,"mois pen start <dul, 50%",N
