fragvol.l,fragvol.r,fragvol.h,fragkind,fragsize.l,fragsize.r,fragsize.h,fragshp,fraground,fraghard,chkey,chfragskey
0,2,3,Mixed rock fragments,2,4,5,Nonflat,Subrounded,Indurated,51368223,87957776
0,2,3,Mixed rock fragments,2,4,5,Nonflat,Subrounded,Indurated,51368224,87957777
0,2,3,Mixed rock fragments,5,40,75,Nonflat,Subrounded,Indurated,51368224,87957778
0,2,3,Mixed rock fragments,5,40,75,Nonflat,Subrounded,Indurated,51368225,87957779
1,2,3,Mixed rock fragments,75,162,250,Nonflat,Subrounded,Indurated,51368225,87957780
0,3,6,Mixed rock fragments,2,4,5,Nonflat,Subrounded,Indurated,51368225,87957781
0,3,6,Mixed rock fragments,2,4,5,Nonflat,Subrounded,Indurated,51368226,87957782
0,2,3,Mixed rock fragments,5,40,75,Nonflat,Subrounded,Indurated,51368226,87957783
1,2,3,Mixed rock fragments,75,162,250,Nonflat,Subrounded,Indurated,51368226,87957784
0,1,2,Mixed rock fragments,2,4,5,Nonflat,Subrounded,Indurated,51368229,87957785
0,1,2,Mixed rock fragments,2,4,5,Nonflat,Subrounded,Indurated,51368230,87957786
0,1,2,Mixed rock fragments,2,4,5,Nonflat,Subrounded,Indurated,51368231,87957787
0,1,1,Mixed rock fragments,2,4,5,Nonflat,Subrounded,Indurated,51368232,87957788
0,1,1,Mixed rock fragments,5,40,75,Nonflat,Subrounded,Indurated,51368232,87957789
0,0,1,Mixed rock fragments,75,162,250,Nonflat,Subrounded,Indurated,51368232,87957790
0,0,1,Mixed rock fragments,75,162,250,Nonflat,Subrounded,Indurated,51368233,87957791
0,1,1,Mixed rock fragments,2,4,5,Nonflat,Subrounded,Indurated,51368233,87957792
0,1,1,Mixed rock fragments,5,40,75,Nonflat,Subrounded,Indurated,51368233,87957793
0,1,1,Mixed rock fragments,2,4,5,Nonflat,Subrounded,Indurated,51368234,87957794
0,1,1,Mixed rock fragments,5,40,75,Nonflat,Subrounded,Indurated,51368234,87957795
0,0,1,Mixed rock fragments,75,162,250,Nonflat,Subrounded,Indurated,51368234,87957796
1,1,3,Mixed rock fragments,5,40,75,Nonflat,Subrounded,Indurated,51368235,87957797
0,1,3,Mixed rock fragments,75,162,250,Nonflat,Subrounded,Indurated,51368235,87957798
1,2,6,Mixed rock fragments,2,4,5,Nonflat,Subrounded,Indurated,51368235,87957799
3,5,6,Mixed rock fragments,5,40,75,Nonflat,Subrounded,Indurated,51368236,87957800
0,2,2,Mixed rock fragments,75,162,250,Nonflat,Subrounded,Indurated,51368236,87957801
3,5,6,Mixed rock fragments,2,4,5,Nonflat,Subrounded,Indurated,51368236,87957802
0,2,3,Mixed rock fragments,2,4,5,Nonflat,Subrounded,Indurated,51368237,87957803
0,2,3,Mixed rock fragments,2,4,5,Nonflat,Subrounded,Indurated,51368238,87957804
0,2,3,Mixed rock fragments,2,4,5,Nonflat,Subrounded,Indurated,51368239,87957805
3,5,6,Mixed rock fragments,2,4,5,Nonflat,Subrounded,Indurated,51368240,87957806
3,5,6,Mixed rock fragments,5,40,75,Nonflat,Subrounded,Indurated,51368240,87957807
0,2,2,Mixed rock fragments,75,162,250,Nonflat,Subrounded,Indurated,51368240,87957808
0,0,1,Mixed rock fragments,20,47,75,Nonflat,Subrounded,Indurated,51368279,87957886
0,1,5,Mixed rock fragments,2,4,5,Nonflat,Subrounded,Indurated,51368279,87957887
0,0,1,Mixed rock fragments,250,425,600,Nonflat,Subrounded,Indurated,51368279,87957888
0,0,2,Mixed rock fragments,5,12,20,Nonflat,Subrounded,Indurated,51368279,87957889
0,0,1,Mixed rock fragments,75,162,250,Nonflat,Subrounded,Indurated,51368279,87957890
0,0,1,Mixed rock fragments,20,47,75,Nonflat,Subrounded,Indurated,51368280,87957891
0,1,5,Mixed rock fragments,2,4,5,Nonflat,Subrounded,Indurated,51368280,87957892
0,0,2,Mixed rock fragments,5,12,20,Nonflat,Subrounded,Indurated,51368280,87957893
0,0,1,Mixed rock fragments,75,162,250,Nonflat,Subrounded,Indurated,51368280,87957894
0,0,1,Mixed rock fragments,250,425,600,Nonflat,Subrounded,Indurated,51368280,87957895
0,0,1,Mixed rock fragments,20,47,75,Nonflat,Subrounded,Indurated,51368281,87957896
0,1,5,Mixed rock fragments,2,4,5,Nonflat,Subrounded,Indurated,51368281,87957897
0,0,2,Mixed rock fragments,5,12,20,Nonflat,Subrounded,Indurated,51368281,87957898
0,0,1,Mixed rock fragments,75,162,250,Nonflat,Subrounded,Indurated,51368281,87957899
0,0,1,Mixed rock fragments,250,425,600,Nonflat,Subrounded,Indurated,51368281,87957900
0,2,3,Mixed rock fragments,5,12,20,Nonflat,Subrounded,Indurated,51368282,87957901
0,0,1,Mixed rock fragments,75,162,250,Nonflat,Subrounded,Indurated,51368282,87957902
0,0,0,Mixed rock fragments,250,425,600,Nonflat,Subrounded,Indurated,51368282,87957903
0,1,1,Mixed rock fragments,20,47,75,Nonflat,Subrounded,Indurated,51368282,87957904
0,2,4,Mixed rock fragments,2,4,5,Nonflat,Subrounded,Indurated,51368282,87957905
0,1,2,Mixed rock fragments,20,47,75,Nonflat,Subrounded,Indurated,51368283,87957906
1,2,4,Mixed rock fragments,2,4,5,Nonflat,Subrounded,Indurated,51368283,87957907
1,2,4,Mixed rock fragments,5,12,20,Nonflat,Subrounded,Indurated,51368283,87957908
0,0,1,Mixed rock fragments,75,162,250,Nonflat,Subrounded,Indurated,51368283,87957909
0,0,1,Mixed rock fragments,250,425,600,Nonflat,Subrounded,Indurated,51368283,87957910
0,1,2,Mixed rock fragments,20,47,75,Nonflat,Subrounded,Indurated,51368284,87957911
1,2,4,Mixed rock fragments,2,4,5,Nonflat,Subrounded,Indurated,51368284,87957912
1,2,4,Mixed rock fragments,5,12,20,Nonflat,Subrounded,Indurated,51368284,87957913
0,0,1,Mixed rock fragments,75,162,250,Nonflat,Subrounded,Indurated,51368284,87957914
0,0,1,Mixed rock fragments,250,425,600,Nonflat,Subrounded,Indurated,51368284,87957915
0,1,2,Mixed rock fragments,20,47,75,Nonflat,Subrounded,Indurated,51368285,87957916
0,1,1,Mixed rock fragments,75,162,250,Nonflat,Subrounded,Indurated,51368285,87957917
0,0,1,Mixed rock fragments,250,425,600,Nonflat,Subrounded,Indurated,51368285,87957918
1,2,4,Mixed rock fragments,2,4,5,Nonflat,Subrounded,Indurated,51368285,87957919
1,2,4,Mixed rock fragments,5,12,20,Nonflat,Subrounded,Indurated,51368285,87957920
1,2,4,Mixed rock fragments,2,4,5,Nonflat,Subrounded,Indurated,51368286,87957921
1,2,4,Mixed rock fragments,5,12,20,Nonflat,Subrounded,Indurated,51368286,87957922
0,1,1,Mixed rock fragments,75,162,250,Nonflat,Subrounded,Indurated,51368286,87957923
0,0,1,Mixed rock fragments,250,425,600,Nonflat,Subrounded,Indurated,51368286,87957924
0,1,2,Mixed rock fragments,20,47,75,Nonflat,Subrounded,Indurated,51368286,87957925
0,1,2,Mixed rock fragments,20,47,75,Nonflat,Subrounded,Indurated,51368287,87957926
1,2,4,Mixed rock fragments,2,4,5,Nonflat,Subrounded,Indurated,51368287,87957927
1,2,4,Mixed rock fragments,5,12,20,Nonflat,Subrounded,Indurated,51368287,87957928
0,1,1,Mixed rock fragments,75,162,250,Nonflat,Subrounded,Indurated,51368287,87957929
0,0,1,Mixed rock fragments,250,425,600,Nonflat,Subrounded,Indurated,51368287,87957930
0,0,1,Mixed rock fragments,20,47,75,Nonflat,Subrounded,Indurated,51368288,87957931
0,1,5,Mixed rock fragments,2,4,5,Nonflat,Subrounded,Indurated,51368288,87957932
0,0,2,Mixed rock fragments,5,12,20,Nonflat,Subrounded,Indurated,51368288,87957933
0,0,1,Mixed rock fragments,250,425,600,Nonflat,Subrounded,Indurated,51368288,87957934
0,0,1,Mixed rock fragments,75,162,250,Nonflat,Subrounded,Indurated,51368288,87957935
0,0,1,Mixed rock fragments,20,47,75,Nonflat,Subrounded,Indurated,51368289,87957936
0,1,5,Mixed rock fragments,2,4,5,Nonflat,Subrounded,Indurated,51368289,87957937
0,0,2,Mixed rock fragments,5,12,20,Nonflat,Subrounded,Indurated,51368289,87957938
0,0,1,Mixed rock fragments,75,162,250,Nonflat,Subrounded,Indurated,51368289,87957939
0,0,1,Mixed rock fragments,250,425,600,Nonflat,Subrounded,Indurated,51368289,87957940
0,0,1,Mixed rock fragments,20,47,75,Nonflat,Subrounded,Indurated,51368290,87957941
0,0,2,Mixed rock fragments,5,12,20,Nonflat,Subrounded,Indurated,51368290,87957942
0,0,1,Mixed rock fragments,75,162,250,Nonflat,Subrounded,Indurated,51368290,87957943
0,0,1,Mixed rock fragments,250,425,600,Nonflat,Subrounded,Indurated,51368290,87957944
0,1,5,Mixed rock fragments,2,4,5,Nonflat,Subrounded,Indurated,51368290,87957945
0,0,1,Mixed rock fragments,20,47,75,Nonflat,Subrounded,Indurated,51368291,87957946
0,1,5,Mixed rock fragments,2,4,5,Nonflat,Subrounded,Indurated,51368291,87957947
0,0,1,Mixed rock fragments,75,162,250,Nonflat,Subrounded,Indurated,51368291,87957948
0,0,1,Mixed rock fragments,250,425,600,Nonflat,Subrounded,Indurated,51368291,87957949
0,0,2,Mixed rock fragments,5,12,20,Nonflat,Subrounded,Indurated,51368291,87957950
0,1,2,Mixed rock fragments,20,47,75,Nonflat,Subrounded,Indurated,51368292,87957951
1,2,4,Mixed rock fragments,2,4,5,Nonflat,Subrounded,Indurated,51368292,87957952
1,2,4,Mixed rock fragments,5,12,20,Nonflat,Subrounded,Indurated,51368292,87957953
0,1,1,Mixed rock fragments,75,162,250,Nonflat,Subrounded,Indurated,51368292,87957954
0,0,1,Mixed rock fragments,250,425,600,Nonflat,Subrounded,Indurated,51368292,87957955
0,1,2,Mixed rock fragments,20,47,75,Nonflat,Subrounded,Indurated,51368293,87957956
1,2,4,Mixed rock fragments,2,4,5,Nonflat,Subrounded,Indurated,51368293,87957957
1,2,4,Mixed rock fragments,5,12,20,Nonflat,Subrounded,Indurated,51368293,87957958
0,1,1,Mixed rock fragments,75,162,250,Nonflat,Subrounded,Indurated,51368293,87957959
0,0,1,Mixed rock fragments,250,425,600,Nonflat,Subrounded,Indurated,51368293,87957960
