soimoistdept.l,soimoistdept.r,soimoistdept.h,soimoistdepb.l,soimoistdepb.r,soimoistdepb.h,soimoiststat,comonthkey,cosoilmoistkey
0,0,0,107,107,183,Moist,184146518,114169107
107,107,183,200,200,200,Wet,184146518,114169108
0,0,0,76,76,152,Moist,184146519,114169109
76,76,152,200,200,200,Wet,184146519,114169110
0,0,0,46,46,122,Moist,184146520,114169111
46,46,122,200,200,200,Wet,184146520,114169112
0,0,0,76,76,152,Moist,184146521,114169113
76,76,152,200,200,200,Wet,184146521,114169114
0,0,0,61,61,137,Moist,184146522,114169115
61,61,137,200,200,200,Wet,184146522,114169116
0,0,0,46,46,122,Moist,184146523,114169117
46,46,122,200,200,200,Wet,184146523,114169118
0,0,0,122,122,198,Moist,184146524,114169119
122,122,198,200,200,200,Wet,184146524,114169120
0,0,0,91,91,168,Moist,184146525,114169121
91,91,168,200,200,200,Wet,184146525,114169122
0,0,0,76,76,152,Moist,184145686,114168458
76,76,152,200,200,200,Wet,184145686,114168459
0,0,0,46,46,122,Moist,184145687,114168460
46,46,122,200,200,200,Wet,184145687,114168461
0,0,0,91,91,168,Moist,184145688,114168462
91,91,168,200,200,200,Wet,184145688,114168463
0,0,0,107,107,183,Moist,184145689,114168464
107,107,183,200,200,200,Wet,184145689,114168465
0,0,0,107,107,183,Moist,184145690,114168466
107,107,183,200,200,200,Wet,184145690,114168467
0,0,0,46,46,122,Moist,184145691,114168468
46,46,122,200,200,200,Wet,184145691,114168469
0,0,0,61,61,137,Moist,184145692,114168470
61,61,137,200,200,200,Wet,184145692,114168471
0,0,0,76,76,152,Moist,184145693,114168472
76,76,152,200,200,200,Wet,184145693,114168473
0,0,0,91,91,168,Moist,184145694,114168474
91,91,168,200,200,200,Wet,184145694,114168475
0,0,0,91,91,168,Moist,184145695,114168476
91,91,168,200,200,200,Wet,184145695,114168477
0,0,0,30,30,107,Moist,184145696,114168478
30,30,107,200,200,200,Wet,184145696,114168479
0,0,0,122,122,198,Moist,184145697,114168480
122,122,198,200,200,200,Wet,184145697,114168481
0,0,0,200,200,200,Moist,184145698,114168482
0,0,0,200,200,200,Moist,184145699,114168483
0,0,0,200,200,200,Moist,184145700,114168484
0,0,0,200,200,200,Moist,184145701,114168485
0,0,0,200,200,200,Moist,184145702,114168486
0,0,0,200,200,200,Moist,184145703,114168487
0,0,0,200,200,200,Moist,184145704,114168488
0,0,0,200,200,200,Moist,184145705,114168489
0,0,0,200,200,200,Moist,184145706,114168490
0,0,0,200,200,200,Moist,184145707,114168491
0,0,0,200,200,200,Moist,184145708,114168492
0,0,0,200,200,200,Moist,184145709,114168493
0,0,0,91,91,122,Moist,184145710,114168494
91,91,122,200,200,200,Wet,184145710,114168495
0,0,0,61,61,107,Moist,184145711,114168496
61,61,107,200,200,200,Wet,184145711,114168497
0,0,0,15,15,46,Moist,184145712,114168498
15,15,46,200,200,200,Wet,184145712,114168499
0,0,0,76,76,107,Moist,184145713,114168500
76,76,107,200,200,200,Wet,184145713,114168501
0,0,0,46,46,91,Moist,184145714,114168502
46,46,91,200,200,200,Wet,184145714,114168503
0,0,0,61,61,107,Moist,184145715,114168504
61,61,107,200,200,200,Wet,184145715,114168505
0,0,0,30,30,61,Moist,184145716,114168506
30,30,61,200,200,200,Wet,184145716,114168507
0,0,0,76,76,107,Moist,184145717,114168508
76,76,107,200,200,200,Wet,184145717,114168509
0,0,0,15,15,61,Moist,184145718,114168510
15,15,61,200,200,200,Wet,184145718,114168511
0,0,0,46,46,91,Moist,184145719,114168512
46,46,91,200,200,200,Wet,184145719,114168513
0,0,0,0,0,30,Moist,184145720,114168514
0,0,30,200,200,200,Wet,184145720,114168515
0,0,0,61,61,91,Moist,184145721,114168516
61,61,91,200,200,200,Wet,184145721,114168517
0,0,0,61,61,107,Moist,184146526,114169123
61,61,107,200,200,200,Wet,184146526,114169124
0,0,0,46,46,91,Moist,184146527,114169125
46,46,91,200,200,200,Wet,184146527,114169126
76,76,107,200,200,200,Wet,184146528,114169127
0,0,0,76,76,107,Moist,184146528,114169128
0,0,0,15,15,46,Moist,184146529,114169129
15,15,46,200,200,200,Wet,184146529,114169130
0,0,0,61,61,107,Moist,184146530,114169131
61,61,107,200,200,200,Wet,184146530,114169132
0,0,0,91,91,122,Moist,184146531,114169133
91,91,122,200,200,200,Wet,184146531,114169134
61,61,91,200,200,200,Wet,184146532,114169135
0,0,0,61,61,91,Moist,184146532,114169136
0,0,0,0,0,30,Moist,184146533,114169137
0,0,30,200,200,200,Wet,184146533,114169138
0,0,0,46,46,91,Moist,184146534,114169139
46,46,91,200,200,200,Wet,184146534,114169140
15,15,61,200,200,200,Wet,184146535,114169141
0,0,0,15,15,61,Moist,184146535,114169142
0,0,0,76,76,107,Moist,184146536,114169143
76,76,107,200,200,200,Wet,184146536,114169144
0,0,0,30,30,61,Moist,184146537,114169145
30,30,61,200,200,200,Wet,184146537,114169146
122,122,198,200,200,200,Wet,184146538,114169147
0,0,0,122,122,198,Moist,184146538,114169148
0,0,0,30,30,107,Moist,184146539,114169149
30,30,107,200,200,200,Wet,184146539,114169150
91,91,168,200,200,200,Wet,184146540,114169151
0,0,0,91,91,168,Moist,184146540,114169152
91,91,168,200,200,200,Wet,184146541,114169153
0,0,0,91,91,168,Moist,184146541,114169154
76,76,152,200,200,200,Wet,184146542,114169155
0,0,0,76,76,152,Moist,184146542,114169156
61,61,137,200,200,200,Wet,184146543,114169157
0,0,0,61,61,137,Moist,184146543,114169158
46,46,122,200,200,200,Wet,184146544,114169159
0,0,0,46,46,122,Moist,184146544,114169160
107,107,183,200,200,200,Wet,184146545,114169161
0,0,0,107,107,183,Moist,184146545,114169162
107,107,183,200,200,200,Wet,184146546,114169163
0,0,0,107,107,183,Moist,184146546,114169164
91,91,168,200,200,200,Wet,184146547,114169165
0,0,0,91,91,168,Moist,184146547,114169166
46,46,122,200,200,200,Wet,184146548,114169167
0,0,0,46,46,122,Moist,184146548,114169168
76,76,152,200,200,200,Wet,184146549,114169169
0,0,0,76,76,152,Moist,184146549,114169170
0,0,0,30,30,61,Moist,184146550,114169171
30,30,61,200,200,200,Wet,184146550,114169172
0,0,0,91,91,122,Moist,184146551,114169173
91,91,122,200,200,200,Wet,184146551,114169174
0,0,0,61,61,107,Moist,184146552,114169175
61,61,107,200,200,200,Wet,184146552,114169176
0,0,0,76,76,107,Moist,184146553,114169177
76,76,107,200,200,200,Wet,184146553,114169178
0,0,0,61,61,107,Moist,184146554,114169179
61,61,107,200,200,200,Wet,184146554,114169180
0,0,30,200,200,200,Wet,184146555,114169181
0,0,0,46,46,91,Moist,184146556,114169182
46,46,91,200,200,200,Wet,184146556,114169183
0,0,0,61,61,91,Moist,184146557,114169184
61,61,91,200,200,200,Wet,184146557,114169185
0,0,0,76,76,107,Moist,184146558,114169186
76,76,107,200,200,200,Wet,184146558,114169187
0,0,0,15,15,61,Moist,184146559,114169188
15,15,61,200,200,200,Wet,184146559,114169189
0,0,0,15,15,46,Moist,184146560,114169190
15,15,46,200,200,200,Wet,184146560,114169191
0,0,0,46,46,91,Moist,184146561,114169192
46,46,91,200,200,200,Wet,184146561,114169193
