manu_id,year,rotation,a,b,c,aonr_kgha
IA-3,2009,sc,5011.494227702757,61.72274498067049,-0.1568855319739462,197
IA-3,2010,cc,NA,NA,NA,NA
IA-3,2010,sc,5175.18119646729,49.81687960206799,-0.11478141241301487,217
IA-3,2011,cc,3524.9261101802294,65.52776999537924,-0.12373049030989026,265
IA-3,2011,sc,6271.905724460322,64.40222546705004,-0.15836366100086247,203
IA-3,2012,cc,3400.324324467718,52.61298072024463,-0.17718773450984482,148
IA-3,2012,sc,5487.476754848689,34.77146636046723,-0.09018312903403104,193
IA-3,2013,cc,NA,NA,NA,NA
IA-3,2013,sc,3457.847898776389,60.03968868527859,-0.12412349454245838,242
IA-3,2014,cc,NA,NA,NA,NA
IA-3,2014,sc,3311.664041641441,50.737689465064335,-0.08514855069286617,298
IA-3,2015,cc,2820.3704712309586,70.12967020243134,-0.13557234152537925,259
IA-3,2015,sc,4257.741023559904,61.860420197392166,-0.11851313179063515,261
IA-3,2016,cc,NA,NA,NA,NA
IA-3,2016,sc,3543.1899284985766,61.413170236280955,-0.10645439101783417,288
IA-4,1999,cc,4103.893715379809,58.84666512418706,-0.1207838017098832,244
IA-4,2000,cc,4069.5592410501076,47.54405918740937,-0.13162656214884463,181
IA-4,2000,sc,NA,NA,NA,NA
IA-4,2001,cc,2183.8078716230502,42.791969753579984,-0.10336316228433072,207
IA-4,2001,sc,6608.603525486435,45.07766110510761,-0.20065469872788713,112
IA-4,2002,cc,3891.24712938597,67.6861891711052,-0.21710457313997106,156
IA-4,2002,sc,7195.853748578522,43.41578214814916,-0.13082299746723194,166
IA-4,2003,cc,3485.0028553668317,40.69712933774098,-0.09524319030159131,214
IA-4,2003,sc,7160.20446180312,58.11119525260707,-0.30629725609603875,95
IA-4,2004,cc,4496.579322955451,65.49203071780515,-0.13756785559730664,238
IA-4,2004,sc,7232.880212911259,82.40709357842898,-0.30321934680991053,136
IA-4,2005,cc,2408.2218479960484,79.56747275869485,-0.2819223322364961,141
IA-4,2005,sc,7055.874065032738,38.96822922792134,-0.11138365941565348,175
IA-4,2006,cc,2782.7549124346356,65.92379603330308,-0.15873186921056717,208
IA-4,2006,sc,7465.621352357086,38.50963967042927,-0.09828259996995453,196
IA-4,2007,cc,4294.076075149922,53.98204415706757,-0.12527991426601343,215
IA-4,2007,sc,6224.549287326574,40.7362903898661,-0.09460610614179701,215
IA-4,2008,cc,5089.103383753438,42.427569993943585,-0.06311332514900463,336
IA-4,2008,sc,5411.070749672316,57.72807865216774,-0.10879435957006851,265
IA-4,2009,cc,2430.898289765985,81.47346862020052,-0.19576739677794003,208
IA-4,2009,sc,5261.809796690921,70.93864569184979,-0.20361396412919117,174
IA-4,2010,cc,2901.140406807907,57.510525280970214,-0.10709925990588333,268
IA-4,2010,sc,5184.555357819974,61.08865053673984,-0.15452102121478264,198
IA-4,2011,cc,4938.747786840054,77.92581496594975,-0.2396811719343063,163
IA-4,2011,sc,7451.816968869752,63.887741115855064,-0.2109665428160476,151
IA-4,2012,cc,3204.589285793663,103.06031213126661,-0.3947175531175318,131
IA-4,2012,sc,6844.307475306562,56.78725529304293,-0.1911818907030858,149
IA-4,2013,cc,3281.295565240241,52.63909359048432,-0.1530307237522709,172
IA-4,2013,sc,5156.459618962857,27.975032579656485,-0.062020527997842925,226
IA-4,2014,cc,2972.409583243466,58.987242842306124,-0.11714457910395118,252
IA-4,2014,sc,6543.82078473894,42.299885624700735,-0.10763757045825655,196
IA-4,2015,cc,2688.1866075509197,72.24547073995602,-0.1653533273246949,218
IA-4,2015,sc,6604.4352059730745,76.81114507308043,-0.28326075013708907,136
IA-4,2016,cc,2912.050795608773,86.46323320189792,-0.22960083593013442,188
IA-4,2016,sc,5809.4412638668855,52.4490000750108,-0.12211305102565626,215
IA-5,2001,sc,5753.528252873422,8.151412019439713,-0.018258814275081615,223
IA-5,2002,cc,1155.313438760891,18.1345205373796,-0.047738556456219834,190
IA-5,2002,sc,2615.89964747098,12.470139617863222,-0.03514841004882079,177
IA-5,2003,cc,1995.9201710946215,48.86245490960742,-0.16498908683281716,148
IA-5,2003,sc,6394.416680051788,20.10632148839536,-0.08177945978581097,123
IA-5,2004,cc,6684.646245858148,82.2349699087261,-0.2741893339270512,150
IA-5,2004,sc,9959.579213610295,77.43989963300642,-0.48253469891714823,80
IA-5,2005,cc,2592.62268494179,76.67029436112207,-0.20913408129165362,183
IA-5,2005,sc,7773.028687739369,32.944274481704426,-0.11355078368227516,145
IA-5,2006,cc,3718.8693342887746,104.37202035773576,-0.3176044965469132,164
IA-5,2006,sc,7761.322988695169,67.06245789905851,-0.23388562685534012,143
IA-5,2007,cc,3094.7984994491158,62.205009435833524,-0.15731570535555012,198
IA-5,2007,sc,5527.190601979654,41.93090960053281,-0.10444012977665688,201
IA-5,2008,cc,4100.8882961289755,67.01562825696419,-0.1590600909145931,211
IA-5,2008,sc,6465.6430032760345,62.53744688751932,-0.17283844761578146,181
IA-5,2009,cc,4074.234912288148,79.68020095225441,-0.17264056231068126,231
IA-5,2009,sc,8461.130957388134,46.02140668832427,-0.08857567627732219,260
IA-5,2010,cc,NA,NA,NA,NA
IA-5,2010,sc,6214.42939946881,39.77856626266119,-0.07519771797675026,264
IA-5,2011,cc,2352.166777655676,45.9655749471609,-0.09832099795609571,234
IA-5,2011,sc,7082.12492434741,28.960486064596253,-0.12545199887771075,115
IA-5,2012,cc,720.5151948240674,34.92744260354155,-0.09142265321016484,191
IA-5,2012,sc,5466.463752082462,30.915422560396358,-0.12777416196236258,121
IA-5,2013,cc,3703.0886718570364,38.64490000572361,-0.057272920331341695,337
IA-5,2013,sc,6272.266400000742,18.58771251124271,-0.046632250465632234,199
IA-5,2014,cc,2841.5380426749953,56.22075391919198,-0.132135344081076,213
IA-5,2014,sc,6721.131035663395,33.573954249003165,-0.09526099442374955,176
IA-5,2015,cc,2380.928851931364,49.23191403077277,-0.09303626635509711,265
IA-5,2015,sc,NA,NA,NA,NA
IA-5,2016,cc,NA,NA,NA,NA
IA-5,2016,sc,5213.058262450789,44.86008924294114,-0.0754668985625691,297
IA-6,1999,sc,4019.9939275201464,37.991909395034995,-0.07768875066925644,245
IA-6,2000,cc,4557.870053903725,50.174940785195,-0.17585892776221548,143
IA-6,2000,sc,7302.624873984952,14.729888255883372,-0.0562337822673346,131
IA-6,2001,cc,1054.1228472174823,51.55428066707742,-0.11964724374637566,215
IA-6,2001,sc,3261.499267193769,37.46097267881417,-0.07744078972457981,242
IA-6,2002,cc,3233.4884351620644,55.53486332005278,-0.12455334108257061,223
IA-6,2002,sc,7562.650575042766,63.484490294858524,-0.32354327324535215,98
IA-6,2003,cc,462.02859098283693,30.725012289076982,-0.05815465187153963,264
IA-6,2003,sc,3601.945157103074,38.756838841885774,-0.14458917688607767,134
IA-6,2004,cc,NA,NA,NA,NA
IA-6,2004,sc,6106.884112718251,48.75126796992208,-0.07653952272731088,318
IA-6,2005,cc,NA,NA,NA,NA
IA-6,2005,sc,5978.691780693792,59.888828962405555,-0.18930318360539478,158
IA-6,2006,cc,3026.191087859239,43.72528999479899,-0.09495199246344227,230
IA-6,2006,sc,5375.375307795866,32.99727340099401,-0.13353490184505754,124
IA-6,2007,cc,2740.577730797367,42.11892381387753,-0.06885657757744261,306
IA-6,2007,sc,6375.031791448205,33.52668042606751,-0.06127340961054603,274
IA-6,2008,cc,NA,NA,NA,NA
IA-6,2008,sc,NA,NA,NA,NA
IA-6,2009,cc,NA,NA,NA,NA
IA-6,2009,sc,NA,NA,NA,NA
IA-6,2010,cc,NA,NA,NA,NA
IA-6,2010,sc,NA,NA,NA,NA
IA-6,2011,cc,NA,NA,NA,NA
IA-6,2011,sc,NA,NA,NA,NA
IA-6,2012,cc,NA,NA,NA,NA
IA-6,2012,sc,4122.686613451529,-4.682324994022042,0.02914289740416015,80
IA-6,2013,cc,NA,NA,NA,NA
IA-6,2013,sc,2285.2835905088064,57.9754510028913,-0.1289143970231639,225
IA-6,2014,cc,NA,NA,NA,NA
IA-6,2014,sc,6438.046679699169,39.31798386859725,-0.07018487896021582,280
IA-6,2015,cc,NA,NA,NA,NA
IA-6,2015,sc,3721.260583438455,50.40724918266952,-0.0814847979308864,309
IA-6,2016,cc,950.6659341698077,84.45317328933376,-0.16577724315574358,255
IA-6,2016,sc,3092.1813500108337,73.11608694578261,-0.15146767859512078,241
IA-7,1999,sc,6421.698745708858,27.574853022523964,-0.08897084968967472,155
IA-7,2000,cc,2638.5595172897943,53.48298593573001,-0.1127217605591514,237
IA-7,2000,sc,6173.687402621357,74.13260688524848,-0.43994571975766755,84
IA-7,2001,cc,3406.464109729783,14.665580622646408,-0.02650368598076424,277
IA-7,2001,sc,5742.27715836518,10.410130665628655,-0.03370874425222887,154
IA-7,2002,cc,2505.2133743925215,31.62930802815377,-0.09906414938989903,160
IA-7,2002,sc,6569.361742609669,24.591496262369958,-0.06421211719260082,191
IA-7,2003,cc,1593.703093611687,35.13562549629947,-0.08424147164248585,209
IA-7,2003,sc,7034.764636241249,33.587376561023014,-0.12431387732048656,135
IA-7,2004,cc,NA,NA,NA,NA
IA-7,2004,sc,NA,NA,NA,NA
IA-7,2005,cc,NA,NA,NA,NA
IA-7,2005,sc,5502.749606196513,24.130860115644143,-0.04383398800927422,275
IA-7,2006,cc,3796.044859167649,51.1758897618986,-0.0847587913723751,302
IA-7,2006,sc,8086.092146240241,38.98397883890342,-0.09358541476588353,208
IA-7,2007,cc,NA,NA,NA,NA
IA-7,2007,sc,4395.177190511912,58.24795375562451,-0.1159326235156367,251
IA-7,2008,cc,NA,NA,NA,NA
IA-7,2008,sc,NA,NA,NA,NA
IA-7,2009,cc,2098.0661650891993,54.605293519473605,-0.09192101617620463,297
IA-7,2009,sc,4981.587738616665,72.80734760731673,-0.1935542114284777,188
IA-7,2010,cc,1131.1210568105391,115.1335809397609,-0.48900326627805774,118
IA-7,2010,sc,2505.541176115403,135.04208268389547,-0.75079099036546,90
IA-7,2011,cc,NA,NA,NA,NA
IA-7,2011,sc,2846.250729417187,55.31626285617087,-0.09971310201303735,277
IA-7,2012,cc,3000.4244854243816,35.57683691010372,-0.0801466292164788,222
IA-7,2012,sc,6740.583849922681,15.421986868919111,-0.03588264513963648,215
IA-7,2013,cc,1237.7233914641229,43.866360618830875,-0.1449747730573946,151
IA-7,2013,sc,2498.2008748017543,72.60245237378724,-0.27018611349678184,134
IA-7,2014,cc,2332.4032681914723,54.1841013311203,-0.10459114967271432,259
IA-7,2014,sc,4826.24275049451,49.35191641392086,-0.10100160476638917,244
IA-7,2015,cc,2765.6826761654706,43.485297375394026,-0.07805490959800286,279
IA-7,2015,sc,3908.7174597379717,68.39379635259142,-0.16753105491207138,204
IA-7,2016,cc,4076.6219836682853,81.95003967489879,-0.20618174027915517,199
IA-7,2016,sc,6587.217257521421,72.89747205849582,-0.22638285169776273,161
IL-1,1999,cc,NA,NA,NA,NA
IL-1,1999,sc,5976.690319772179,25.684672349805883,-0.04139966075772876,310
IL-1,2000,cc,3561.0821262527556,44.42855968913967,-0.09041905858800885,246
IL-1,2000,sc,4695.462920030653,64.43853854845845,-0.2358314527972301,137
IL-1,2001,cc,3592.3083892254654,34.63460067649276,-0.07356744731307849,235
IL-1,2001,sc,6057.706067037841,53.07310602842489,-0.2179995539866374,122
IL-1,2002,cc,3432.829355482876,32.13187165194153,-0.05871347243329351,274
IL-1,2002,sc,4745.278725021573,50.2642996384196,-0.15480820627761124,162
IL-1,2003,cc,3894.6568919273577,73.81938900109725,-0.25330726871169673,146
IL-1,2003,sc,9013.371453620906,49.79643747813162,-0.3063327592581967,81
IL-1,2004,cc,NA,NA,NA,NA
IL-1,2004,sc,5410.5499783762525,43.91970351336364,-0.08649116014095122,254
IL-1,2005,cc,NA,NA,NA,NA
IL-1,2005,sc,5970.032184896447,32.777179725327244,-0.06527283314530669,251
IL-1,2006,cc,5150.80687795852,47.919473973548605,-0.10399833435788382,230
IL-1,2006,sc,6676.651869420756,61.74394338858039,-0.233897314141996,132
IL-1,2007,cc,5434.546444128675,46.89845673650986,-0.1102968547635105,213
IL-1,2007,sc,6983.2134848616915,39.70636765975182,-0.11284911277746273,176
IL-1,2008,cc,4221.094758449136,48.28523435264174,-0.08721167517331346,277
IL-1,2008,sc,5313.255785043391,85.74860141279058,-0.292582282572202,147
IL-2,1999,cc,5254.701095219135,56.45514299827782,-0.193527317148889,146
IL-2,1999,sc,7836.608804476425,25.246200689705212,-0.07169108366754506,176
IL-2,2000,cc,3852.051758519396,51.788111980546105,-0.1071044242822241,242
IL-2,2000,sc,8745.582997543574,29.556195006645915,-0.11494719711702323,129
IL-2,2001,cc,3609.553377799331,53.741781427058356,-0.11168618717220026,241
IL-2,2001,sc,8009.753028632404,45.64510215934146,-0.13737100078154565,166
IL-2,2002,cc,2343.304145599759,54.01064657083331,-0.1369414014577973,197
IL-2,2002,sc,7499.9074862832185,33.451464182939134,-0.08719201212354875,192
IL-2,2003,cc,1957.579819046043,36.46717496519446,-0.10633572191938412,171
IL-2,2003,sc,8219.91472214998,33.084998585135644,-0.1656484587367774,100
IL-2,2004,cc,4867.405706590591,53.8809477927974,-0.10985580339109433,245
IL-2,2004,sc,10321.832520825963,38.06786919247171,-0.2274625879997915,84
IL-2,2005,cc,6151.836069830051,8.572343124811587,-0.010182301093552453,421
IL-2,2005,sc,7784.217607449193,36.42397212856568,-0.11838168141543108,154
IL-2,2006,cc,3020.2144297591067,69.77697321731404,-0.1616700872473628,216
IL-2,2006,sc,8592.057683582381,43.012968598743214,-0.18614748565426048,116
IL-2,2007,cc,3546.186623061419,111.2452863864421,-0.29910280251718135,186
IL-2,2007,sc,8840.092893582245,65.22435602000478,-0.20867052908971806,156
IL-2,2008,cc,5820.989934038441,63.59159055565705,-0.12447756637671771,255
IL-2,2008,sc,12004.770187597227,36.17573211502436,-0.16327182538719834,111
IL-3,1999,cc,3932.4203904426604,25.760522796972136,-0.10714526628907058,120
IL-3,1999,sc,NA,NA,NA,NA
IL-3,2000,cc,4991.49192383613,55.63285036691591,-0.23119137056410474,120
IL-3,2000,sc,5744.072143830738,27.789090226850362,-0.08721874771279339,159
IL-3,2001,cc,3094.6793472696677,42.02459415611001,-0.1181318329418357,178
IL-3,2001,sc,4730.731255851278,34.84059900319765,-0.1273417033698168,137
IL-3,2002,cc,1946.2341904172906,56.99129105575492,-0.1434919207172465,199
IL-3,2002,sc,4337.747933991637,45.010607816073275,-0.16423147808155464,137
IL-3,2003,cc,NA,NA,NA,NA
IL-3,2003,sc,4013.122499888407,54.991496668818066,-0.12667099207512023,217
IL-3,2004,cc,2373.791309573704,67.10292165774402,-0.14065476511692207,239
IL-3,2004,sc,5271.038493043697,52.135075412132984,-0.13828396637389032,189
IL-3,2005,cc,2980.983861552156,36.10634698321042,-0.13723056629904645,132
IL-3,2005,sc,4116.85237277895,36.73521889332298,-0.19297163398210632,95
IL-3,2006,cc,2020.2469144316408,55.23305612682884,-0.17892741036701265,154
IL-3,2006,sc,3990.7964325482194,25.791713249154263,-0.08063015926743841,160
IL-3,2007,cc,1672.7910485800294,57.97016578402121,-0.14399886086579602,201
IL-3,2007,sc,3398.892542224981,47.390026907027526,-0.15042824063844462,158
IL-3,2008,cc,1074.1215946964169,78.01427253697175,-0.17365525741405408,225
IL-3,2008,sc,4278.836995090597,44.469108451531284,-0.0905624590259036,246
IL-4,1999,cc,NA,NA,NA,NA
IL-4,1999,sc,6550.2980151386455,43.81788618297992,-0.09057109623496454,242
IL-4,2000,cc,3118.9035808288672,27.991605303453508,-0.06588209431047658,212
IL-4,2000,sc,7292.2974970178975,29.331715332453733,-0.10223918313821731,143
IL-4,2001,cc,4604.375971539042,40.29179638125495,-0.09450482532593718,213
IL-4,2001,sc,6244.332332184857,22.3293318423552,-0.04425150591136374,252
IL-4,2002,cc,3404.4294807476267,60.76777929532268,-0.1917776675087159,158
IL-4,2002,sc,5712.047786689382,31.998690656202456,-0.08230612740667693,194
IL-4,2003,cc,4411.448063486544,62.36197629516342,-0.1558673548414194,200
IL-4,2003,sc,6976.318845642614,55.499350594533865,-0.20010869964182348,139
IL-4,2004,cc,3558.835026240034,58.64242289206006,-0.11102870634234051,264
IL-4,2004,sc,5589.306088225753,57.79863847081867,-0.13557130420404617,213
IL-4,2005,cc,3968.57419910277,21.595134742864627,-0.050095165176374475,216
IL-4,2005,sc,6151.952023383428,8.570800082404705,-0.010181176230310767,421
IL-4,2006,cc,5408.74416252054,63.27147891855738,-0.22693216766014707,139
IL-4,2006,sc,6923.317515112003,44.803282123182925,-0.18717696266463718,120
IL-4,2007,cc,4945.785299655371,66.64524174850968,-0.17475844498347887,191
IL-4,2007,sc,7460.05812509075,45.388965727184804,-0.13218214619595473,172
IL-4,2008,cc,2568.003485998788,53.66564857678375,-0.0989603457226155,271
IL-4,2008,sc,3501.8213278196454,65.86809247992997,-0.16262382467894948,203
IL-5,1999,cc,1188.8930745526575,39.52900669294527,-0.08957123479074323,221
IL-5,1999,sc,2369.74651318003,21.720716124882667,-0.04191951552121494,259
IL-5,2001,cc,1686.0950432609347,44.96096477911341,-0.09175312061132163,245
IL-5,2001,sc,NA,NA,NA,NA
IL-5,2003,cc,818.915236224001,63.18340634450226,-0.5078514608942128,62
IL-5,2003,sc,1972.0912773304055,20.994928648723853,-0.058817202093596435,178
IL-5,2004,cc,2716.1042258439834,127.09478854752481,-0.7026917784522585,90
IL-5,2004,sc,5420.009584827118,104.22196592431233,-0.5266368361942049,99
IL-5,2005,cc,3097.146918529157,8.851439858218017,-0.012962207840655163,341
IL-5,2005,sc,4107.3054334965445,22.161656774941612,-0.1818903658527421,61
IL-5,2006,cc,2450.3810824837346,76.21679851524937,-0.5156502302839977,74
IL-5,2006,sc,3568.433749556399,49.440738234011214,-0.3605330642448667,69
IL-5,2007,cc,2807.735751754081,56.70582422559859,-0.137630752014704,206
IL-5,2007,sc,5705.010671898562,33.47678492533238,-0.10414456094945505,161
IL-5,2008,cc,NA,NA,NA,NA
IL-5,2008,sc,NA,NA,NA,NA
IL-6,1999,sc,NA,NA,NA,NA
IL-6,2000,cc,NA,NA,NA,NA
IL-6,2000,sc,NA,NA,NA,NA
IL-6,2001,cc,4071.7430117591357,36.73045375352728,-0.061607838597142486,298
IL-6,2001,sc,6690.403089636471,26.9558749458799,-0.06103936587407387,221
IL-6,2002,cc,NA,NA,NA,NA
IL-6,2002,sc,3783.1239476629335,10.069672724957895,-0.027673728523602555,182
IL-6,2003,cc,2258.976951548801,30.435697182893303,-0.07154558741723899,213
IL-6,2003,sc,3497.7044130038985,21.801551737171724,-0.04500804047925956,242
IL-6,2004,cc,2345.7603834451857,42.20805527839633,-0.09023453303218523,234
IL-6,2004,sc,2683.5065795355817,38.503404715025155,-0.07373598907321983,261
IL-6,2005,cc,1921.1931225627818,64.8304303846292,-0.214494570763972,151
IL-6,2005,sc,4655.724056719096,63.57634229148963,-0.34916063141802156,91
IL-6,2006,cc,NA,NA,NA,NA
IL-6,2006,sc,2872.1013005021164,45.64605165431266,-0.0887102516356327,257
IL-6,2007,cc,1890.4319942127945,16.16068303640069,-0.03248534002423639,249
IL-6,2007,sc,3026.824919129446,22.21361043614403,-0.05693060724966823,195
IL-6,2008,cc,1177.0393892060656,66.07874537871439,-0.14719717660723272,224
IL-6,2008,sc,3929.312401682916,42.8017799200677,-0.07770263793871782,275
IL-7,1999,cc,3374.5071414802155,62.07147240838024,-0.18650693265246285,166
IL-7,1999,sc,6756.841662180683,26.10763868925581,-0.0829612872333092,157
IL-7,2000,cc,2120.8821529410766,47.43936321943955,-0.1460156636013759,162
IL-7,2000,sc,4830.828063666375,14.511984090002988,-0.017939768648311937,404
IL-7,2001,cc,3770.3078145674876,37.29247342286478,-0.09081583875578085,205
IL-7,2001,sc,6712.648265031405,29.72883273359365,-0.09057836090316297,164
IL-7,2002,cc,4059.1483493653845,28.496975997912177,-0.06759325333252388,211
IL-7,2002,sc,4499.41347973224,29.376865414395716,-0.08673303115516731,169
IL-7,2003,cc,3204.407939512772,45.55250293339228,-0.089838415225167,254
IL-7,2003,sc,5044.52012648658,43.922549736625676,-0.0924557970106239,238
IL-7,2004,cc,2659.1979775924297,44.84607862968006,-0.08591118056990456,261
IL-7,2004,sc,2678.9772397457446,179.8587042187562,-1.2109711645506178,74
IL-7,2005,cc,1891.3633630391162,88.21252658639837,-0.19937014638811157,221
IL-7,2005,sc,2727.163499616781,86.26536768878606,-0.2078093041079665,208
IL-7,2006,cc,2858.2135906658077,53.82903877901833,-0.10006954785596438,269
IL-7,2006,sc,6708.172732938743,35.72983723751512,-0.09243840620767435,193
IL-7,2007,cc,1366.7217992713324,69.0564977956444,-0.1578303901618209,219
IL-7,2007,sc,4802.517503640438,41.94284209630859,-0.08163519053937315,257
IL-7,2008,cc,1367.687388037918,87.62509762749076,-0.17765226633003067,247
IL-7,2008,sc,3744.662267997701,85.67660910146802,-0.19531818113943372,219
