rot,Nrate,apsim_oat,year,corn_buac,yield_kgha
CC,270,oat14,2015,191.436,10153.488158146238
CC,270,oat14,2016,193.44,10259.777415490338
CC,270,oat15,1999,199.797,10596.943487813909
CC,270,oat15,2000,154.723,8206.283814396771
CC,270,oat15,2001,144.906,7685.604353644763
CC,270,oat15,2002,196.909,10443.768150882894
CC,270,oat15,2003,204.226,10831.851232712621
CC,270,oat15,2004,235.637,12497.845176043715
CC,270,oat15,2005,218.033,11564.154514224589
CC,270,oat15,2006,182.479,9678.421851743495
CC,270,oat15,2007,198.317,10518.446431491922
CC,270,oat15,2008,210.868,11184.133292233335
CC,270,oat15,2009,216.705,11493.719317741074
CC,270,oat15,2010,188.613,10003.760327067197
CC,270,oat15,2011,168.916,8959.059976814338
CC,270,oat15,2012,187.452,9942.18256869569
CC,270,oat15,2013,146.116,7749.781001043146
CC,270,oat15,2014,176.568,9364.910973419655
CC,270,oat15,2015,197.186,10458.459829667483
CC,270,oat15,2016,194.452,10313.452429678075
CC,270,oat16,1999,186.823,9908.821319758847
CC,270,oat16,2000,143.295,7600.159247067244
CC,270,oat16,2001,135.612,7192.664055363293
CC,270,oat16,2002,184.18,9768.640427962213
CC,270,oat16,2003,190.941,10127.234075119626
CC,270,oat16,2004,220.24,11681.210597537176
CC,270,oat16,2005,212.411,11265.971777304167
CC,270,oat16,2006,182.664,9688.233983783743
CC,270,oat16,2007,198.268,10515.847542465044
CC,270,oat16,2008,197.189,10458.618945322187
CC,270,oat16,2009,214.047,11352.742847670906
CC,270,oat16,2010,181.653,9634.61200814757
CC,270,oat16,2011,157.935,8376.643642036115
CC,270,oat16,2012,175.463,9306.303373936005
CC,270,oat16,2013,135.6,7192.027592744466
CC,270,oat16,2014,176.53,9362.895508460033
CC,270,oat16,2015,184.396,9780.096755101094
CC,270,oat16,2016,193.854,10281.735375839868
CC,270,oat17,1999,210.827,11181.958711619009
CC,270,oat17,2000,165.013,8752.050510040875
CC,270,oat17,2001,145.698,7727.61088648734
CC,270,oat17,2002,207.886,11025.972331454841
CC,270,oat17,2003,217.052,11512.123695135488
CC,270,oat17,2004,249.915,13255.129615344642
CC,270,oat17,2005,222.236,11787.075546468724
CC,270,oat17,2006,186.435,9888.242361750108
CC,270,oat17,2007,204.081,10824.16064273513
CC,270,oat17,2008,225.09,11938.447572646402
CC,270,oat17,2009,222.819,11817.997022033403
CC,270,oat17,2010,193.567,10266.51331153959
CC,270,oat17,2011,169.301,8979.47981916837
CC,270,oat17,2012,198.42,10523.909402303518
CC,270,oat17,2013,155.143,8228.560006055714
CC,270,oat17,2014,184.098,9764.291266733562
CC,270,oat17,2015,196.078,10399.69311452913
CC,270,oat17,2016,198.696,10538.548042536539
CC,270,oat18,1999,197.137,10455.860940640603
CC,270,oat18,2000,152.833,8106.040951931526
CC,270,oat18,2001,137.878,7312.849413218449
CC,270,oat18,2002,194.517,10316.899935530057
CC,270,oat18,2003,202.938,10763.537578291862
CC,270,oat18,2004,233.611,12390.389070565101
CC,270,oat18,2005,222.217,11786.067813988919
CC,270,oat18,2006,193.627,10269.695624633725
CC,270,oat18,2007,209.709,11122.661610964968
CC,270,oat18,2008,210.479,11163.501295673028
CC,270,oat18,2009,222.808,11817.413597966142
CC,270,oat18,2010,192.685,10219.733309055808
CC,270,oat18,2011,158.322,8397.169561493287
CC,270,oat18,2012,185.97,9863.579435270563
CC,270,oat18,2013,147.553,7825.997399647671
CC,270,oat18,2014,184.017,9759.995144056478
CC,270,oat18,2015,183.356,9724.936661469428
CC,270,oat18,2016,199.201,10565.332511078836
CC,270,oat19,1999,197.136,10455.807902089036
CC,270,oat19,2000,152.833,8106.040951931526
CC,270,oat19,2001,137.73,7304.999707586248
CC,270,oat19,2002,194.507,10316.369550014368
CC,270,oat19,2003,202.936,10763.431501188725
CC,270,oat19,2004,233.612,12390.442109116671
CC,270,oat19,2005,222.213,11785.855659782641
CC,270,oat19,2006,189.883,10071.119287559717
CC,270,oat19,2007,208.149,11039.921470517462
CC,270,oat19,2008,210.477,11163.39521856989
CC,270,oat19,2009,222.806,11817.307520863007
CC,270,oat19,2010,192.675,10219.202923540119
CC,270,oat19,2011,158.317,8396.90436873544
CC,270,oat19,2012,185.969,9863.526396718995
CC,270,oat19,2013,145.856,7735.990977635228
CC,270,oat19,2014,184.042,9761.3211078457025
CC,270,oat19,2015,183.34,9724.088044644328
CC,270,oat19,2016,199.197,10565.120356872563
CC,270,oat2,1999,222.822,11818.15613768811
CC,270,oat2,2000,168.134,8917.58382948745
CC,270,oat2,2001,190.206,10088.250739716474
CC,270,oat2,2002,204.972,10871.41799218303
CC,270,oat2,2003,235.639,12497.951253146855
CC,270,oat2,2004,244.587,12972.540212585476
CC,270,oat2,2005,217.757,11549.51587399157
CC,270,oat2,2006,197.078,10452.73166609804
CC,270,oat2,2007,210.101,11143.452723179982
CC,270,oat2,2008,230.197,12209.315455508835
CC,270,oat2,2009,217.677,11545.272789866056
CC,270,oat2,2010,202.085,10718.29569380358
CC,270,oat2,2011,202.011,10714.37084098748
CC,270,oat2,2012,132.666,7036.412482441279
CC,270,oat2,2013,167.005,8857.703304766148
CC,270,oat2,2014,186.251,9878.483268261429
CC,270,oat2,2015,194.116,10295.631476350922
CC,270,oat2,2016,208.388,11052.597684342432
CC,270,oat20,1999,202.578,10744.443699727053
CC,270,oat20,2000,156.295,8289.6604174631
CC,270,oat20,2001,138.329,7336.7697999760285
CC,270,oat20,2002,196.725,10434.00905739421
CC,270,oat20,2003,206.73,10964.659765841176
CC,270,oat20,2004,237.606,12602.278084082902
CC,270,oat20,2005,229.322,12162.906722886037
CC,270,oat20,2006,190.963,10128.400923254141
CC,270,oat20,2007,199.648,10589.040743630143
CC,270,oat20,2008,215.056,11406.258746203937
CC,270,oat20,2009,232.165,12313.695324996452
CC,270,oat20,2010,197.337,10466.468650954386
CC,270,oat20,2011,165.931,8800.739900381137
CC,270,oat20,2012,188.184,9981.006788444134
CC,270,oat20,2013,141.659,7513.388176700504
CC,270,oat20,2014,192.461,10207.852673504372
CC,270,oat20,2015,190.213,10088.622009577459
CC,270,oat20,2016,197.52,10476.1747058915
CC,270,oat21,1999,197.137,10455.860940640603
CC,270,oat21,2000,152.83,8105.8818362768225
CC,270,oat21,2001,136.366,7232.655123246254
CC,270,oat21,2002,194.441,10312.869005610817
CC,270,oat21,2003,202.939,10763.59061684343
CC,270,oat21,2004,233.611,12390.389070565101
CC,270,oat21,2005,222.217,11786.067813988919
CC,270,oat21,2006,186.359,9884.21143183087
CC,270,oat21,2007,204.028,10821.349599501977
CC,270,oat21,2008,210.484,11163.766488430872
CC,270,oat21,2009,222.808,11817.413597966142
CC,270,oat21,2010,192.684,10219.68027050424
CC,270,oat21,2011,158.321,8397.116522941715
CC,270,oat21,2012,185.682,9848.304332418717
CC,270,oat21,2013,143.98,7636.490654891948
CC,270,oat21,2014,184.064,9762.48795598022
CC,270,oat21,2015,183.357,9724.989700020998
CC,270,oat21,2016,197.712,10486.358107792728
CC,270,oat22,1999,216.629,11489.688387821838
CC,270,oat22,2000,168.733,8949.353921877228
CC,270,oat22,2001,137.642,7300.332315048185
CC,270,oat22,2002,200.568,10637.836211073542
CC,270,oat22,2003,221.151,11729.528718016456
CC,270,oat22,2004,254.098,13476.989876557402
CC,270,oat22,2005,233.345,12376.28081584777
CC,270,oat22,2006,179.524,9521.692931857357
CC,270,oat22,2007,176.671,9370.37394423125
CC,270,oat22,2008,229.392,12166.619421495861
CC,270,oat22,2009,228.228,12104.882547469648
CC,270,oat22,2010,201.88,10707.422790731953
CC,270,oat22,2011,177.426,9410.41805066578
CC,270,oat22,2012,194.284,10304.541953014497
CC,270,oat22,2013,161.964,8590.335966307262
CC,270,oat22,2014,192.355,10202.23058703807
CC,270,oat22,2015,203.427,10789.473430009059
CC,270,oat22,2016,176.271,9349.158523603686
CC,270,oat3,1999,210.827,11181.958711619009
CC,270,oat3,2000,165.018,8752.315702798722
CC,270,oat3,2001,147.476,7821.913431176866
CC,270,oat3,2002,208.05,11034.670653912142
CC,270,oat3,2003,217.048,11511.911540929212
CC,270,oat3,2004,249.916,13255.182653896209
CC,270,oat3,2005,222.232,11786.863392262452
CC,270,oat3,2006,193.624,10269.536508979018
CC,270,oat3,2007,209.672,11120.699184556915
CC,270,oat3,2008,225.081,11937.970225682282
CC,270,oat3,2009,222.817,11817.890944930263
CC,270,oat3,2010,193.56,10266.142041678608
CC,270,oat3,2011,169.3,8979.426780616803
CC,270,oat3,2012,198.884,10548.519290231494
CC,270,oat3,2013,159.469,8458.004780142828
CC,270,oat3,2014,184.047,9761.586300603547
CC,270,oat3,2015,196.059,10398.685382049316
CC,270,oat3,2016,200.613,10640.222945894142
CC,270,oat4,1999,210.827,11181.958711619009
CC,270,oat4,2000,165.018,8752.315702798722
CC,270,oat4,2001,147.476,7821.913431176866
CC,270,oat4,2002,208.05,11034.670653912142
CC,270,oat4,2003,217.048,11511.911540929212
CC,270,oat4,2004,249.916,13255.182653896209
CC,270,oat4,2005,222.232,11786.863392262452
CC,270,oat4,2006,193.624,10269.536508979018
CC,270,oat4,2007,209.672,11120.699184556915
CC,270,oat4,2008,225.081,11937.970225682282
CC,270,oat4,2009,222.817,11817.890944930263
CC,270,oat4,2010,193.56,10266.142041678608
CC,270,oat4,2011,169.3,8979.426780616803
CC,270,oat4,2012,198.884,10548.519290231494
CC,270,oat4,2013,159.469,8458.004780142828
CC,270,oat4,2014,184.047,9761.586300603547
CC,270,oat4,2015,196.059,10398.685382049316
CC,270,oat4,2016,200.613,10640.222945894142
CC,270,oat5,1999,216.649,11490.749158853216
CC,270,oat5,2000,168.737,8949.566076083504
CC,270,oat5,2001,150.719,7993.917453914846
CC,270,oat5,2002,212.288,11259.448035461191
CC,270,oat5,2003,221.095,11726.5585591286
CC,270,oat5,2004,254.127,13478.527994552898
CC,270,oat5,2005,233.535,12386.358140645865
CC,270,oat5,2006,194.091,10294.305512561701
CC,270,oat5,2007,208.407,11053.605416822244
CC,270,oat5,2008,230.202,12209.58064826668
CC,270,oat5,2009,234.078,12415.158074147783
CC,270,oat5,2010,203.828,10810.741889188193
CC,270,oat5,2011,177.451,9411.744014455002
CC,270,oat5,2012,202.924,10762.795038569897
CC,270,oat5,2013,157.061,8330.287947964887
CC,270,oat5,2014,192.439,10206.685825369854
CC,270,oat5,2015,203.395,10787.776196358856
CC,270,oat5,2016,204.514,10847.12633556447
CC,270,oat6,1999,202.582,10744.65585393333
CC,270,oat6,2000,156.297,8289.76649456624
CC,270,oat6,2001,143.283,7599.522784448417
CC,270,oat6,2002,199.087,10559.286116199983
CC,270,oat6,2003,206.716,10963.917226119213
CC,270,oat6,2004,237.608,12602.384161186044
CC,270,oat6,2005,229.319,12162.747607231331
CC,270,oat6,2006,201.997,10713.628301265517
CC,270,oat6,2007,217.715,11547.288254825677
CC,270,oat6,2008,215.257,11416.919495069289
CC,270,oat6,2009,232.691,12341.593603121702
CC,270,oat6,2010,197.601,10480.47082856858
CC,270,oat6,2011,165.932,8800.792938932706
CC,270,oat6,2012,192.092,10188.281447975445
CC,270,oat6,2013,150.841,8000.388157206255
CC,270,oat6,2014,192.327,10200.745507594136
CC,270,oat6,2015,190.199,10087.879469855492
CC,270,oat6,2016,207.929,11028.252989172304
CC,270,oat7,1999,199.798,10596.996526365478
CC,270,oat7,2000,154.719,8206.071660190495
CC,270,oat7,2001,146.517,7771.049460222278
CC,270,oat7,2002,197.301,10464.559263097904
CC,270,oat7,2003,204.223,10831.692117057915
CC,270,oat7,2004,235.636,12497.792137492148
CC,270,oat7,2005,218.033,11564.154514224589
CC,270,oat7,2006,188.901,10019.035429919044
CC,270,oat7,2007,204.739,10859.060009667473
CC,270,oat7,2008,210.861,11183.762022372352
CC,270,oat7,2009,216.705,11493.719317741074
CC,270,oat7,2010,188.615,10003.866404170338
CC,270,oat7,2011,168.917,8959.113015365907
CC,270,oat7,2012,188.571,10001.532707901306
CC,270,oat7,2013,150.637,7989.568292686196
CC,270,oat7,2014,176.499,9361.2513133614
CC,270,oat7,2015,197.185,10458.40679111591
CC,270,oat7,2016,196.666,10430.879782851647
CC,270,oat8,1999,199.798,10596.996526365478
CC,270,oat8,2000,154.719,8206.071660190495
CC,270,oat8,2001,146.41,7765.374335204405
CC,270,oat8,2002,197.296,10464.29407034006
CC,270,oat8,2003,204.221,10831.586039954776
CC,270,oat8,2004,235.638,12497.898214595287
CC,270,oat8,2005,218.026,11563.783244363605
CC,270,oat8,2006,185.351,9830.748571849406
CC,270,oat8,2007,202.597,10745.451432206864
CC,270,oat8,2008,210.86,11183.708983820785
CC,270,oat8,2009,216.696,11493.241970776955
CC,270,oat8,2010,188.609,10003.548172860923
CC,270,oat8,2011,168.909,8958.688706953357
CC,270,oat8,2012,188.446,9994.90288895519
CC,270,oat8,2013,148.343,7867.897855387111
CC,270,oat8,2014,176.53,9362.895508460033
CC,270,oat8,2015,197.169,10457.558174290809
CC,270,oat8,2016,196.661,10430.614590093803
CC,270,oat9,1999,186.825,9908.927396861984
CC,270,oat9,2000,143.295,7600.159247067244
CC,270,oat9,2001,136.961,7264.2130614297575
CC,270,oat9,2002,184.46,9783.491222401506
CC,270,oat9,2003,190.938,10127.074959464919
CC,270,oat9,2004,220.241,11681.263636088748
CC,270,oat9,2005,212.404,11265.600507443183
CC,270,oat9,2006,188.898,10018.876314264338
CC,270,oat9,2007,204.74,10859.113048219044
CC,270,oat9,2008,197.179,10458.0885598065
CC,270,oat9,2009,214.042,11352.477654913064
CC,270,oat9,2010,181.647,9634.293776838156
CC,270,oat9,2011,157.93,8376.378449278272
CS,270,base,1999,216.492,11482.422106256896
CS,270,base,2000,0,0
CS,270,base,2001,153.53,8143.008822375058
CS,270,base,2002,0,0
CS,270,base,2003,222.443,11798.054526643491
CS,270,base,2004,0,0
CS,270,base,2005,233.752,12397.867506336317
CS,270,base,2006,0,0
CS,270,base,2007,217.744,11548.826372821171
CS,270,base,2008,0,0
CS,270,base,2009,234.356,12429.902791483939
CS,270,base,2010,0,0
CS,270,base,2011,177.782,9429.299775024314
CS,270,base,2012,0,0
CS,270,base,2013,162.145,8599.935944141236
CS,270,base,2014,0,0
CS,270,base,2015,203.567,10796.89882722871
CS,270,base,2016,0,0
SC,270,base,1999,0,0
SC,270,base,2000,201.703,10698.034967104259
SC,270,base,2001,0,0
SC,270,base,2002,212.866,11290.104318268022
SC,270,base,2003,0,0
SC,270,base,2004,254.707,13509.290354462866
SC,270,base,2005,0,0
SC,270,base,2006,200.779,10649.02734545458
SC,270,base,2007,0,0
SC,270,base,2008,230.498,12225.280059531076
SC,270,base,2009,0,0
SC,270,base,2010,207.916,11027.563488001906
SC,270,base,2011,0,0
SC,270,base,2012,205.435,10895.974841559437
SC,270,base,2013,0,0
SC,270,base,2014,199.402,10575.99325994419
SC,270,base,2015,0,0
SC,270,base,2016,209.202,11095.771065319528
