rot,Nrate,apsim_oat,year,corn_buac,yield_kgha
CC,270,oat21,2004,233.611,12464.1980995
CC,270,oat21,2005,222.217,11856.2769265
CC,270,oat21,2006,186.359,9943.091265500001
CC,270,oat21,2007,204.028,10885.811926
CC,270,oat21,2008,210.484,11230.268578000001
CC,270,oat21,2009,222.808,11887.809436
CC,270,oat21,2010,192.684,10280.558478
CC,270,oat21,2011,158.321,8447.1377945
CC,270,oat21,2012,185.682,9906.970269
CC,270,oat21,2013,143.98,7681.980909999999
CC,270,oat21,2014,184.064,9820.642688
CC,270,oat21,2015,183.357,9782.9210565
CC,270,oat21,2016,197.712,10548.824904000001
CC,270,oat3,1999,210.827,11248.5691715
CC,270,oat3,2000,165.018,8804.452881
CC,270,oat3,2001,147.476,7868.508242000001
CC,270,oat3,2002,208.05,11100.403725
CC,270,oat3,2003,217.048,11580.487516
CC,270,oat3,2004,249.916,13334.143221999999
CC,270,oat3,2005,222.232,11857.077244
CC,270,oat3,2006,193.624,10330.711708
CC,270,oat3,2007,209.672,11186.944724
CC,270,oat3,2008,225.081,12009.0842145
CC,270,oat3,2009,222.817,11888.2896265
CC,270,oat3,2010,193.56,10327.29702
CC,270,oat3,2011,169.3,9032.916850000001
CC,270,oat3,2012,198.884,10611.356377999999
CC,270,oat3,2013,159.469,8508.3887605
CC,270,oat3,2014,184.047,9819.735661499999
CC,270,oat3,2015,196.059,10460.6299155
CC,270,oat3,2016,200.613,10703.6063085
CC,270,oat4,1999,216.647,11559.0923615
CC,270,oat4,2000,168.739,9002.9849755
CC,270,oat4,2001,153.307,8179.618331499999
CC,270,oat4,2002,212.949,11361.7874205
CC,270,oat4,2003,221.092,11796.253114000001
CC,270,oat4,2004,254.123,13558.6056035
CC,270,oat4,2005,233.542,12460.516639000001
CC,270,oat4,2006,201.002,10724.361209
CC,270,oat4,2007,217.708,11615.701486
CC,270,oat4,2008,230.194,12281.885773
CC,270,oat4,2009,234.1,12490.28845
CC,270,oat4,2010,203.833,10875.4077985
CC,270,oat4,2011,177.453,9467.916088500002
CC,270,oat4,2012,205.433,10960.774998500001
CC,270,oat4,2013,162.116,8649.618122000002
CC,270,oat4,2014,192.352,10262.844784
CC,270,oat4,2015,203.407,10852.6787815
CC,270,oat4,2016,209.162,11159.733929
CC,270,oat5,1999,216.649,11559.1990705
CC,270,oat5,2000,168.737,9002.8782665
CC,270,oat5,2001,150.719,8041.5368855
CC,270,oat5,2002,212.288,11326.520096000002
CC,270,oat5,2003,221.095,11796.4131775
CC,270,oat5,2004,254.127,13558.819021500001
CC,270,oat5,2005,233.535,12460.143157499999
CC,270,oat5,2006,194.091,10355.628259500001
CC,270,oat5,2007,208.407,11119.451281500002
CC,270,oat5,2008,230.202,12282.312609
CC,270,oat5,2009,234.078,12489.114651
CC,270,oat5,2010,203.828,10875.141026000001
CC,270,oat5,2011,177.451,9467.8093795
CC,270,oat5,2012,202.924,10826.908558000001
CC,270,oat5,2013,157.061,8379.9111245
CC,270,oat5,2014,192.439,10267.4866255
CC,270,oat5,2015,203.395,10852.0385275
CC,270,oat5,2016,204.514,10911.742213000001
CC,270,oat6,1999,202.582,10808.661319
CC,270,oat6,2000,156.297,8339.1482865
CC,270,oat6,2001,143.283,7644.7928235
CC,270,oat6,2002,199.087,10622.1873415
CC,270,oat6,2003,206.716,11029.228822000001
CC,270,oat6,2004,237.608,12677.456036000001
CC,270,oat6,2005,229.319,12235.200585499999
CC,270,oat6,2006,201.997,10777.4489365
CC,270,oat6,2007,217.715,11616.074967499999
CC,270,oat6,2008,215.257,11484.929606500002
CC,270,oat6,2009,232.691,12415.1119595
CC,270,oat6,2010,197.601,10542.9025545
CC,270,oat6,2011,165.932,8853.218894
CC,270,oat6,2012,192.092,10248.972614000002
CC,270,oat6,2013,150.841,8048.0461345
CC,270,oat6,2014,192.327,10261.5109215
CC,270,oat6,2015,190.199,10147.9725455
CC,270,oat6,2016,207.929,11093.9478305
CC,270,oat7,1999,199.798,10660.122391
CC,270,oat7,2000,154.719,8254.9548855
CC,270,oat7,2001,146.517,7817.3412765
CC,270,oat7,2002,197.301,10526.896204499999
CC,270,oat7,2003,204.223,10896.2160535
CC,270,oat7,2004,235.636,12572.240962
CC,270,oat7,2005,218.033,11633.0416985
CC,270,oat7,2006,188.901,10078.718404500001
CC,270,oat7,2007,204.739,10923.7469755
CC,270,oat7,2008,210.861,11250.3832245
CC,270,oat7,2009,216.705,11562.186922500001
CC,270,oat7,2010,188.615,10063.459017500001
CC,270,oat7,2011,168.917,9012.4820765
CC,270,oat7,2012,188.571,10061.1114195
CC,270,oat7,2013,150.637,8037.1618165
CC,270,oat7,2014,176.499,9417.0158955
CC,270,oat7,2015,197.185,10520.707082500001
CC,270,oat7,2016,196.666,10493.016097000002
CC,270,oat8,1999,199.798,10660.122391
CC,270,oat8,2000,154.719,8254.9548855
CC,270,oat8,2001,146.41,7811.632344999999
CC,270,oat8,2002,197.296,10526.629432
CC,270,oat8,2003,204.221,10896.1093445
CC,270,oat8,2004,235.638,12572.347671000001
CC,270,oat8,2005,218.026,11632.668217
CC,270,oat8,2006,185.351,9889.3099295
CC,270,oat8,2007,202.597,10809.4616365
CC,270,oat8,2008,210.86,11250.329870000001
CC,270,oat8,2009,216.696,11561.706732
CC,270,oat8,2010,188.609,10063.1388905
CC,270,oat8,2011,168.909,9012.0552405
CC,270,oat8,2012,188.446,10054.442107
CC,270,oat8,2013,148.343,7914.7665935000005
CC,270,oat8,2014,176.53,9418.669885
CC,270,oat8,2015,197.169,10519.8534105
CC,270,oat8,2016,196.661,10492.7493245
CC,270,oat9,1999,186.825,9967.9544625
CC,270,oat9,2000,143.295,7645.4330775
CC,270,oat9,2001,136.961,7307.485674500002
CC,270,oat9,2002,184.46,9841.77107
CC,270,oat9,2003,190.938,10187.401521
CC,270,oat9,2004,220.241,11750.848434500002
CC,270,oat9,2005,212.404,11332.709218
CC,270,oat9,2006,188.898,10078.558341
CC,270,oat9,2007,204.74,10923.800330000002
CC,270,oat9,2008,197.179,10520.3869555
CC,270,oat9,2009,214.042,11420.103889000002
CC,270,oat9,2010,181.647,9691.6848615
CC,270,oat9,2011,157.93,8426.276185
CS,270,base,1999,216.492,11550.822414
CS,270,base,2000,0,0
CS,270,base,2001,153.53,8191.516385
CS,270,base,2002,0,0
CS,270,base,2003,222.443,11868.335043500001
CS,270,base,2004,0,0
CS,270,base,2005,233.752,12471.721084
CS,270,base,2006,0,0
CS,270,base,2007,217.744,11617.622248
CS,270,base,2008,0,0
CS,270,base,2009,234.356,12503.947202
CS,270,base,2010,0,0
CS,270,base,2011,177.782,9485.469719000002
CS,270,base,2012,0,0
CS,270,base,2013,162.145,8651.1654025
CS,270,base,2014,0,0
CS,270,base,2015,203.567,10861.2155015
CS,270,base,2016,0,0
SC,270,base,1999,0,0
SC,270,base,2000,201.703,10761.7627135
SC,270,base,2001,0,0
SC,270,base,2002,212.866,11357.358997000001
SC,270,base,2003,0,0
SC,270,base,2004,254.707,13589.7646315
SC,270,base,2005,0,0
SC,270,base,2006,200.779,10712.4631555
SC,270,base,2007,0,0
SC,270,base,2008,230.498,12298.105540999999
SC,270,base,2009,0,0
SC,270,base,2010,207.916,11093.254222
SC,270,base,2011,0,0
SC,270,base,2012,205.435,10960.8817075
SC,270,base,2013,0,0
SC,270,base,2014,199.402,10638.994009
SC,270,base,2015,0,0
SC,270,base,2016,209.202,11161.868109000001
