hzname,desgndisc,desgnmaster,desgnmasterprime,desgnvert,hzdept.l,hzdept.r,hzdept.h,hzdepb.l,hzdepb.r,hzdepb.h,hzthk.l,hzthk.r,hzthk.h,fraggt10.l,fraggt10.r,fraggt10.h,frag3to10.l,frag3to10.r,frag3to10.h,sieveno4.l,sieveno4.r,sieveno4.h,sieveno10.l,sieveno10.r,sieveno10.h,sieveno40.l,sieveno40.r,sieveno40.h,sieveno200.l,sieveno200.r,sieveno200.h,sandtotal.l,sandtotal.r,sandtotal.h,sandvc.l,sandvc.r,sandvc.h,sandco.l,sandco.r,sandco.h,sandmed.l,sandmed.r,sandmed.h,sandfine.l,sandfine.r,sandfine.h,sandvf.l,sandvf.r,sandvf.h,silttotal.l,silttotal.r,silttotal.h,siltco.l,siltco.r,siltco.h,siltfine.l,siltfine.r,siltfine.h,claytotal.l,claytotal.r,claytotal.h,claysizedcarb.l,claysizedcarb.r,claysizedcarb.h,om.l,om.r,om.h,dbtenthbar.l,dbtenthbar.r,dbtenthbar.h,dbthirdbar.l,dbthirdbar.r,dbthirdbar.h,dbfifteenbar.l,dbfifteenbar.r,dbfifteenbar.h,dbovendry.l,dbovendry.r,dbovendry.h,partdensity,ksat.l,ksat.r,ksat.h,awc.l,awc.r,awc.h,wtenthbar.l,wtenthbar.r,wtenthbar.h,wthirdbar.l,wthirdbar.r,wthirdbar.h,wfifteenbar.l,wfifteenbar.r,wfifteenbar.h,wsatiated.l,wsatiated.r,wsatiated.h,lep.l,lep.r,lep.h,ll.l,ll.r,ll.h,pi.l,pi.r,pi.h,aashind.l,aashind.r,aashind.h,kwfact,kffact,caco3.l,caco3.r,caco3.h,gypsum.l,gypsum.r,gypsum.h,sar.l,sar.r,sar.h,ec.l,ec.r,ec.h,cec7.l,cec7.r,cec7.h,ecec.l,ecec.r,ecec.h,sumbases.l,sumbases.r,sumbases.h,ph1to1h2o.l,ph1to1h2o.r,ph1to1h2o.h,ph01mcacl2.l,ph01mcacl2.r,ph01mcacl2.h,freeiron.l,freeiron.r,freeiron.h,feoxalate.l,feoxalate.r,feoxalate.h,extracid.l,extracid.r,extracid.h,extral.l,extral.r,extral.h,aloxalate.l,aloxalate.r,aloxalate.h,pbray1.l,pbray1.r,pbray1.h,poxalate.l,poxalate.r,poxalate.h,ph2osoluble.l,ph2osoluble.r,ph2osoluble.h,ptotal.l,ptotal.r,ptotal.h,excavdifcl,excavdifms,cokey,chkey
A2,NA,A,,2,20,25,30,30,36,49,10,11,19,0,0,0,0,0,0,100,100,100,100,100,100,97,100,100,93,98,100,1,3,10,0,0,0.2,0,0,0.3,0,0.2,0.5,0.3,0.8,4,0.7,2,5,60,69,77,31,35,39,30,34,38,22,28,30,0,0,0,2.5,3,4,NA,NA,NA,1.22,1.29,1.36,NA,NA,NA,1.38,1.45,1.47,NA,1,3,10,0.19,0.21,0.23,NA,NA,NA,29.2,31.7,32.9,14.3,17.9,20,44,47,50,3,4,5.9,37,44,48,15,19,21,14,21,24,0.37,0.37,0,0,0,0,0,0,0,0,0,0,0.1,2,18.7,23.5,25.2,NA,NA,NA,14.8,20.3,25.2,5.1,5.9,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.9,7.4,10.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,17593621,51393594
A1,NA,A,,1,10,15,20,20,25,30,10,10,10,0,0,0,0,0,0,100,100,100,100,100,100,97,100,100,93,98,100,1,3,10,0,0,0.2,0,0,0.3,0,0.2,0.5,0.3,0.8,4,0.7,2,5,60,69,77,31,35,39,30,34,38,22,28,30,0,0,0,2.5,3,4,NA,NA,NA,1.22,1.29,1.36,NA,NA,NA,1.38,1.45,1.47,NA,1,3,10,0.19,0.21,0.23,NA,NA,NA,29.2,31.7,32.9,14.3,17.9,20,44,47,50,3,4,5.9,37,44,48,15,19,21,14,21,24,0.37,0.37,0,0,0,0,0,0,0,0,0,0,0.1,2,18.7,23.5,25.2,NA,NA,NA,14.8,20.6,25.2,5.1,6,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.9,7.2,10.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,17593621,51393595
Ap,NA,A,,NA,0,0,0,10,15,20,10,15,20,0,0,0,0,0,0,100,100,100,100,100,100,97,100,100,93,98,100,1,3,10,0,0,0.2,0,0,0.3,0,0.2,0.5,0.3,0.8,4,0.7,2,5,62,70,77,32,36,40,30,34,38,22,27,30,0,0,0,3,3.5,4.5,NA,NA,NA,1.26,1.32,1.38,NA,NA,NA,1.42,1.48,1.5,NA,1,3,10,0.19,0.21,0.23,NA,NA,NA,29.9,32,33.5,15.2,18.4,21.1,43,45,48,3,3.8,5.9,39,44,49,15,19,21,15,21,25,0.32,0.32,0,0,0,0,0,0,0,0,0,0,0.1,2,18.9,22.8,25.4,NA,NA,NA,14.3,20.9,25.4,5.1,6.5,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.1,5.9,10.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,17593621,51393596
BC,NA,BC,,NA,90,114,174,140,152,200,30,38,40,0,0,0,0,0,0,100,100,100,100,100,100,97,100,100,94,98,100,1,3,5,0,0,0,0,0,0,0,0.2,0.5,0.3,0.8,1,0.7,2,3.5,65,69,76,31,35,39,30,34,38,20,28,30,0,0,0,0,0.3,0.5,NA,NA,NA,1.35,1.38,1.4,NA,NA,NA,1.51,1.54,1.56,NA,1,3,10,0.16,0.18,0.2,NA,NA,NA,26.7,30.3,31.2,11,15.8,17.2,45,45,46,3,3.7,5.9,30,38,41,13,19,21,11,19,22,0.49,0.49,0,0,0,0,0,0,0,0,0,0,0.1,2,14.2,21.4,23.3,NA,NA,NA,11.8,20.7,23.2,5.1,6.1,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,5.7,8.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,17593621,51393597
Bt2,NA,B,,2,60,81,110,90,114,174,30,33,64,0,0,0,0,0,0,100,100,100,100,100,100,97,100,100,93,98,100,1,3,5,0,0,0,0,0,0,0,0.2,0.5,0.3,0.8,1,0.7,2,3.5,60,66,73,30,34,38,28,32,36,24,31,35,0,0,0,0.5,1,2,NA,NA,NA,1.37,1.42,1.46,NA,NA,NA,1.57,1.62,1.66,NA,1,3,10,0.17,0.19,0.21,NA,NA,NA,29.2,32.2,34.2,14.3,18.9,22.3,42,43,45,3,4.4,5.9,35,43,49,16,22,25,14,23,28,0.43,0.43,0,0,0,0,0,0,0,0,0,0,0.1,2,19,24.6,28.2,NA,NA,NA,16,22.7,26.5,5.1,5.9,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.4,6.9,9.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,17593621,51393598
Ap,NA,A,,NA,NA,0,NA,NA,20,NA,NA,20,NA,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,95,97.5,100,NA,7,NA,NA,0.4,NA,NA,0.6,NA,NA,0.9,NA,NA,2.2,NA,NA,2.9,NA,NA,64,NA,NA,NA,NA,NA,NA,NA,28,29,30,NA,NA,NA,4,5,6,NA,NA,NA,1.3,1.33,1.35,NA,NA,NA,1.5,1.55,1.56,NA,1,3,10,0.22,0.23,0.24,NA,NA,NA,31,33.7,34.6,19.6,21.3,23,44,45,46,4.1,5.2,5.5,40,45,50,15,20,25,16,22,29,0.32,0.32,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,30,33,36,NA,NA,NA,NA,NA,NA,5.1,6.2,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.7,8.4,12.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,17593620,51393588
A,NA,A,,NA,NA,20,NA,NA,51,NA,NA,31,NA,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,95,97.5,100,NA,7,NA,NA,0.4,NA,NA,0.6,NA,NA,0.9,NA,NA,2.2,NA,NA,2.9,NA,NA,64,NA,NA,NA,NA,NA,NA,NA,28,29,30,NA,NA,NA,4,5,6,NA,NA,NA,1.3,1.33,1.35,NA,NA,NA,1.54,1.55,1.56,NA,1,3,10,0.22,0.23,0.24,NA,NA,NA,31,33.7,34.6,19.6,21.3,23,44,45,46,5,5.2,5.5,40,45,50,15,20,25,16,22,29,0.32,0.32,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,30,33,36,NA,NA,NA,NA,NA,NA,5.1,6.2,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.7,8.4,12.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,17593620,51393589
Btg,NA,B,,NA,NA,51,NA,NA,107,NA,NA,56,NA,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,95,97.5,100,NA,6.2,NA,NA,0,NA,NA,0,NA,NA,0.2,NA,NA,1.8,NA,NA,4.2,NA,NA,61.3,NA,NA,NA,NA,NA,NA,NA,30,32.5,35,NA,NA,NA,1,1.5,2,NA,NA,NA,1.28,1.32,1.35,NA,NA,NA,1.55,1.58,1.61,NA,1,3,10,0.18,0.19,0.2,NA,NA,NA,29.1,32.3,33.4,17,18.9,20.8,46,47,48,5.5,6.1,6.8,40,45,50,20,25,30,20,26,33,0.43,0.43,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,30,33,36,NA,NA,NA,NA,NA,NA,5.1,6.2,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.6,7.2,10.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,17593620,51393590
"BCg, Cg",NA,BC,,NA,NA,107,NA,NA,163,NA,NA,56,NA,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,95,97.5,100,NA,6.8,NA,NA,0,NA,NA,0,NA,NA,0.2,NA,NA,1.9,NA,NA,4.7,NA,NA,67.2,NA,NA,NA,NA,NA,NA,NA,22,26,30,NA,NA,NA,0.5,0.75,1,NA,NA,NA,1.35,1.38,1.4,NA,NA,NA,1.53,1.57,1.62,NA,1,9,10,0.18,0.19,0.2,NA,NA,NA,25,29.9,31.6,12.8,15.3,17.8,44,45,46,3.5,4.5,5.5,35,40,45,15,20,25,14,20,27,0.49,0.49,0,8,15,0,0,0,NA,NA,NA,NA,0,NA,30,33,36,NA,NA,NA,NA,NA,NA,6.6,7.2,7.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1,4.2,6.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,17593620,51393591
A2,NA,A,,2,18,30,42,24,46,60,6,16,18,0,0,0,0,0,0,100,100,100,100,100,100,97,100,100,95,99,100,0,2,5,0,0,0.2,0,0,0.2,0,0.3,0.6,0.1,0.5,2,0.1,1.2,3,60,65,73,32,34,38,28,31,35,27,33,35,0,0,0,2,3,4,NA,NA,NA,1.3,1.33,1.35,NA,NA,NA,1.51,1.54,1.56,NA,1,3,10,0.2,0.21,0.22,NA,NA,NA,30.9,33.5,34.7,16.7,21,23.2,45,45,47,3,5,5.9,41,49,53,19,23,25,21,28,34,0.28,0.28,0,0,0,0,0,0,0,0,0,0,0.1,2,22.3,27.2,29,NA,NA,NA,19.3,26.1,28.4,5.6,6.5,7.3,5.6,6,7.3,NA,NA,NA,NA,NA,NA,3.1,6.2,9.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,17593734,51394115
Bg1,NA,B,,1,24,46,60,32,56,72,8,10,12,0,0,0,0,0,0,100,100,100,100,100,100,97,100,100,95,99,100,0,2,5,0,0,0.2,0,0,0.2,0,0.3,0.6,0.1,0.5,2,0.1,1.2,3,60,64,73,32,34,38,28,30,35,27,34,35,0,0,0,1.5,2,2.5,NA,NA,NA,1.28,1.32,1.35,NA,NA,NA,1.49,1.53,1.55,NA,1,3,10,0.16,0.18,0.2,NA,NA,NA,30.4,33.1,33.7,16,20.2,21.3,45,46,48,3,5.1,5.9,40,48,50,19,24,25,25,32,39,0.37,0.37,0,0,0,0,0,0,0,0,0,0,0.1,2,22.1,27.5,28.5,NA,NA,NA,20.6,26.5,28.3,6.1,6.7,7.3,6.1,6.2,7.3,NA,NA,NA,NA,NA,NA,2.9,5.3,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,17593734,51394116
Ap,NA,A,,NA,0,0,0,17,20,29,17,20,29,0,0,0,0,0,0,100,100,100,100,100,100,97,100,100,95,99,100,0,2,5,0,0,0.2,0,0,0.2,0,0.3,0.6,0.1,0.5,2,0.1,1.2,3,60,66,73,32,35,38,28,31,35,27,32,35,0,0,0,6,6.5,7,NA,NA,NA,1.3,1.33,1.35,NA,NA,NA,1.43,1.46,1.48,NA,1,3,10,0.21,0.22,0.23,NA,NA,NA,33.8,35.4,36.4,21.5,24.6,26.6,46,47,48,3,3.1,5.9,49,54,58,18,21,24,21,28,34,0.28,0.28,0,0,0,0,0,0,0,0,0,0,0.1,2,23.3,27.3,29.6,NA,NA,NA,18.3,25.9,29.4,5.6,6.5,7.3,5.6,6,7.3,NA,NA,NA,NA,NA,NA,4.6,7.4,10.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,17593734,51394117
A1,NA,A,,1,17,20,29,18,30,42,1,10,13,0,0,0,0,0,0,100,100,100,100,100,100,97,100,100,95,99,100,0,2,5,0,0,0.2,0,0,0.2,0,0.3,0.6,0.1,0.5,2,0.1,1.2,3,60,65,73,32,34,38,28,31,35,27,33,35,0,0,0,3.5,4.5,5.5,NA,NA,NA,1.3,1.33,1.35,NA,NA,NA,1.51,1.54,1.56,NA,1,3,10,0.21,0.22,0.23,NA,NA,NA,32,34.5,35.6,18.5,22.8,24.9,44,45,46,3,5,5.9,44,52,56,19,22,24,21,28,34,0.28,0.28,0,0,0,0,0,0,0,0,0,0,0.1,2,22.8,27.6,29.4,NA,NA,NA,19.5,25.1,29.2,5.6,6.5,7.3,5.6,6,7.3,NA,NA,NA,NA,NA,NA,3.7,6.8,9.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,17593734,51394118
BCg2,NA,BC,,2,86,122,160,200,200,200,40,78,114,0,0,0,0,0,0,100,100,100,100,100,100,97,100,100,94,98,100,0,3,5,0,0,0.2,0,0,0.2,0,0.3,0.6,0.1,0.7,2,0.1,2,3,63,72,76,34,38,40,29,34,36,24,25,32,0,0,0,0,0.25,0.5,NA,NA,NA,1.35,1.4,1.45,NA,NA,NA,1.48,1.53,1.6,NA,1,9,10,0.19,0.21,0.23,NA,NA,NA,28.6,29.3,32.1,13.4,14.3,18.5,43,45,46,3,3.1,5.9,34,35,43,16,17,23,13,17,21,0.49,0.49,0,8,15,0,0,0,0,0,0,0,0.1,2,16.7,19.2,24.7,NA,NA,NA,14.7,57.9,63.7,6.1,7.2,7.8,6.1,6.7,7.8,NA,NA,NA,NA,NA,NA,0.4,2.4,6.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,17593734,51394119
