soimoistdept.l,soimoistdept.r,soimoistdept.h,soimoistdepb.l,soimoistdepb.r,soimoistdepb.h,soimoiststat,comonthkey,cosoilmoistkey
15,15,61,200,200,200,Wet,184568678,114660086
0,0,0,0,0,30,Moist,184568679,114660087
0,0,30,200,200,200,Wet,184568679,114660088
0,0,0,30,30,61,Moist,184568680,114660089
30,30,61,200,200,200,Wet,184568680,114660090
0,0,0,61,61,107,Moist,184568681,114660091
61,61,107,200,200,200,Wet,184568681,114660092
0,0,0,15,15,46,Moist,184568682,114660093
15,15,46,200,200,200,Wet,184568682,114660094
0,0,0,61,61,91,Moist,184568683,114660095
61,61,91,200,200,200,Wet,184568683,114660096
0,0,0,76,76,107,Moist,184568684,114660097
76,76,107,200,200,200,Wet,184568684,114660098
0,0,0,91,91,122,Moist,184568685,114660099
91,91,122,200,200,200,Wet,184568685,114660100
0,0,0,46,46,91,Moist,184568686,114660101
46,46,91,200,200,200,Wet,184568686,114660102
0,0,0,200,200,200,Moist,184570583,114662679
0,0,0,200,200,200,Moist,184570584,114662680
0,0,0,200,200,200,Moist,184570585,114662681
0,0,0,200,200,200,Moist,184570586,114662682
0,0,0,200,200,200,Moist,184570587,114662683
0,0,0,200,200,200,Moist,184570588,114662684
0,0,0,200,200,200,Moist,184570589,114662685
0,0,0,200,200,200,Moist,184570590,114662686
0,0,0,200,200,200,Moist,184570591,114662687
0,0,0,200,200,200,Moist,184570592,114662688
0,0,0,200,200,200,Moist,184570593,114662689
0,0,0,200,200,200,Moist,184570594,114662690
0,0,0,183,183,200,Moist,184570595,114662691
183,183,200,200,200,200,Wet,184570595,114662692
168,168,200,200,200,200,Wet,184570596,114662693
0,0,0,168,168,200,Moist,184570596,114662694
137,137,198,200,200,200,Wet,184570597,114662695
0,0,0,137,137,198,Moist,184570597,114662696
122,122,183,200,200,200,Wet,184570598,114662697
0,0,0,122,122,183,Moist,184570598,114662698
137,137,198,200,200,200,Wet,184570599,114662699
0,0,0,137,137,198,Moist,184570599,114662700
152,152,200,200,200,200,Wet,184570600,114662701
0,0,0,152,152,200,Moist,184570600,114662702
183,183,200,200,200,200,Wet,184570601,114662703
0,0,0,183,183,200,Moist,184570601,114662704
198,198,200,200,200,200,Wet,184570602,114662705
0,0,0,198,198,200,Moist,184570602,114662706
198,198,200,200,200,200,Wet,184570603,114662707
0,0,0,198,198,200,Moist,184570603,114662708
198,198,200,200,200,200,Wet,184570604,114662709
0,0,0,198,198,200,Moist,184570604,114662710
168,168,200,200,200,200,Wet,184570605,114662711
0,0,0,168,168,200,Moist,184570605,114662712
183,183,200,200,200,200,Wet,184570606,114662713
0,0,0,183,183,200,Moist,184570606,114662714
