hzname,desgndisc,desgnmaster,desgnmasterprime,desgnvert,hzdept.l,hzdept.r,hzdept.h,hzdepb.l,hzdepb.r,hzdepb.h,hzthk.l,hzthk.r,hzthk.h,fraggt10.l,fraggt10.r,fraggt10.h,frag3to10.l,frag3to10.r,frag3to10.h,sieveno4.l,sieveno4.r,sieveno4.h,sieveno10.l,sieveno10.r,sieveno10.h,sieveno40.l,sieveno40.r,sieveno40.h,sieveno200.l,sieveno200.r,sieveno200.h,sandtotal.l,sandtotal.r,sandtotal.h,sandvc.l,sandvc.r,sandvc.h,sandco.l,sandco.r,sandco.h,sandmed.l,sandmed.r,sandmed.h,sandfine.l,sandfine.r,sandfine.h,sandvf.l,sandvf.r,sandvf.h,silttotal.l,silttotal.r,silttotal.h,siltco.l,siltco.r,siltco.h,siltfine.l,siltfine.r,siltfine.h,claytotal.l,claytotal.r,claytotal.h,claysizedcarb.l,claysizedcarb.r,claysizedcarb.h,om.l,om.r,om.h,dbtenthbar.l,dbtenthbar.r,dbtenthbar.h,dbthirdbar.l,dbthirdbar.r,dbthirdbar.h,dbfifteenbar.l,dbfifteenbar.r,dbfifteenbar.h,dbovendry.l,dbovendry.r,dbovendry.h,partdensity,ksat.l,ksat.r,ksat.h,awc.l,awc.r,awc.h,wtenthbar.l,wtenthbar.r,wtenthbar.h,wthirdbar.l,wthirdbar.r,wthirdbar.h,wfifteenbar.l,wfifteenbar.r,wfifteenbar.h,wsatiated.l,wsatiated.r,wsatiated.h,lep.l,lep.r,lep.h,ll.l,ll.r,ll.h,pi.l,pi.r,pi.h,aashind.l,aashind.r,aashind.h,kwfact,kffact,caco3.l,caco3.r,caco3.h,gypsum.l,gypsum.r,gypsum.h,sar.l,sar.r,sar.h,ec.l,ec.r,ec.h,cec7.l,cec7.r,cec7.h,ecec.l,ecec.r,ecec.h,sumbases.l,sumbases.r,sumbases.h,ph1to1h2o.l,ph1to1h2o.r,ph1to1h2o.h,ph01mcacl2.l,ph01mcacl2.r,ph01mcacl2.h,freeiron.l,freeiron.r,freeiron.h,feoxalate.l,feoxalate.r,feoxalate.h,extracid.l,extracid.r,extracid.h,extral.l,extral.r,extral.h,aloxalate.l,aloxalate.r,aloxalate.h,pbray1.l,pbray1.r,pbray1.h,poxalate.l,poxalate.r,poxalate.h,ph2osoluble.l,ph2osoluble.r,ph2osoluble.h,ptotal.l,ptotal.r,ptotal.h,excavdifcl,excavdifms,cokey,chkey
2C,2,C,NA,NA,NA,193,NA,NA,203,NA,NA,10,NA,0,0,0,0,0,0,96,97,100,79,88,100,70,81,96,55,64,77,20,32.5,45,NA,2.8,NA,NA,4,NA,NA,5.6,NA,NA,10.3,NA,NA,9.8,NA,NA,33.5,NA,NA,NA,NA,NA,NA,NA,30,34,38,NA,NA,NA,0,0.25,0.5,NA,NA,NA,1.6,1.65,1.7,NA,NA,NA,1.85,1.9,1.99,2.6,1,3,10,0.14,0.15,0.16,NA,NA,NA,27.9,32.2,35.2,17.8,22,27,32,37,37,3.1,4.3,6.6,39,44,49,21,24,27,8,13,20,0.32,0.32,0,0,10,0,0,0,0,0,0,0,1,2,20.5,25,28.1,NA,NA,NA,NA,NA,NA,6.1,7,7.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9,4.3,7.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,18663932,54715812
2Bk,2,B,NA,NA,NA,152,NA,NA,193,NA,NA,41,NA,0,0,0,0,0,0,95,97,100,79,87,100,69,80,96,54,64,77,20,32.5,45,NA,2.8,NA,NA,4,NA,NA,5.6,NA,NA,10.3,NA,NA,9.8,NA,NA,33.5,NA,NA,NA,NA,NA,NA,NA,30,34,38,NA,NA,NA,0,0.25,0.5,NA,NA,NA,1.55,1.6,1.65,NA,NA,NA,1.8,1.85,1.93,2.6,1,3,10,0.14,0.15,0.16,NA,NA,NA,28.5,31.8,36.2,17.4,21.3,26.2,31,36,39,3.1,4.3,6.6,39,44,49,21,24,27,7,13,20,0.32,0.32,0,5,10,0,0,0,0,0,0,0,1,2,20.5,25,28.1,NA,NA,NA,NA,NA,NA,6.1,7.8,7.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9,2,7.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,18663932,54715813
2Bt2,2,B,NA,2,NA,43,NA,NA,152,NA,NA,109,NA,0,0,0,0,0,0,95,97,100,78,87,100,70,82,98,59,69,83,15,25,35,NA,2.2,NA,NA,3.1,NA,NA,4.3,NA,NA,7.9,NA,NA,7.5,NA,NA,41,NA,NA,NA,NA,NA,NA,NA,30,34,45,NA,NA,NA,0,0.25,0.5,NA,NA,NA,1.5,1.55,1.6,NA,NA,NA,1.76,1.81,1.87,2.6,1,3,10,0.15,0.16,0.17,NA,NA,NA,28,31.5,38,16.8,20.7,29.9,32,37,41,3.1,4.3,6.6,39,44,49,21,24,27,9,15,23,0.32,0.32,0,0,0,0,0,0,0,0,0,0,1,2,20.5,25,28.1,NA,NA,NA,NA,NA,NA,5.1,5.8,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.7,7.8,10.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,18663932,54715814
Bw,NA,B,NA,NA,NA,76,NA,NA,152,NA,NA,76,NA,0,0,0,0,0,0,100,100,100,90,95,100,79,86,94,61,67,74,20,35,50,NA,3.1,NA,NA,4.4,NA,NA,6,NA,NA,10.9,NA,NA,10.6,NA,NA,34.5,NA,NA,NA,NA,NA,NA,NA,22,30.5,34,NA,NA,NA,1,1.5,2,NA,NA,NA,1.45,1.5,1.55,NA,NA,NA,1.67,1.72,1.79,2.58,1,5.5,10,0.14,0.15,0.16,NA,NA,NA,28.1,32.6,35.1,14.3,20.6,24,36,39,42,3.4,4.2,5.1,39,44,48,19,21,24,9,12,17,0.28,0.28,0,0,0,0,0,0,0,0,0,0,1,2,21.7,24.7,27.5,NA,NA,NA,NA,NA,NA,5.1,6.2,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.7,6.2,9.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,18663933,54715815
A,NA,A,NA,NA,NA,18,NA,NA,76,NA,NA,58,NA,0,0,0,0,0,0,100,100,100,90,95,100,76,86,97,58,67,77,20,35,50,NA,3.1,NA,NA,4.4,NA,NA,6,NA,NA,10.9,NA,NA,10.6,NA,NA,37,NA,NA,NA,NA,NA,NA,NA,22,28,34,NA,NA,NA,2,2.5,3,NA,NA,NA,1.4,1.45,1.5,NA,NA,NA,1.61,1.66,1.73,2.57,1,5.5,10,0.15,0.16,0.17,NA,NA,NA,28.7,32.1,35.3,15.1,19.7,24.4,37,40,43,2.6,3.8,5.2,37,44,50,15,19,24,6,11,19,0.28,0.28,0,0,0,0,0,0,0,0,0,0,1,2,18.6,23.3,27.9,NA,NA,NA,NA,NA,NA,5.1,6.2,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.7,6.4,10.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,18663933,54715816
Ap,NA,A,NA,NA,NA,0,NA,NA,18,NA,NA,18,NA,0,0,0,0,0,0,100,100,100,90,95,100,79,85,91,59,63,68,20,40,50,NA,3.6,NA,NA,5.1,NA,NA,6.9,NA,NA,12.6,NA,NA,11.8,NA,NA,34.5,NA,NA,NA,NA,NA,NA,NA,24,25.5,27,NA,NA,NA,3,3.5,4,NA,NA,NA,1.5,1.53,1.55,NA,NA,NA,1.72,1.75,1.83,2.56,1,5.5,10,0.2,0.21,0.22,NA,NA,NA,30.3,32.2,34,17.7,19.8,22,38,41,41,3,3.4,3.8,40,44,47,16,18,19,7,10,12,0.2,0.2,0,0,0,0,0,0,0,0,0,0,1,2,20.4,21.7,23,NA,NA,NA,NA,NA,NA,5.6,6.5,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2,5.8,8.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,18663933,54715817
Btk,NA,B,NA,NA,NA,33,NA,NA,132,NA,NA,99,NA,0,0,0,0,3,5,95,97,100,77,86,100,67,78,95,50,60,73,20,37.4,45,NA,3.2,NA,NA,4.6,NA,NA,6.5,NA,NA,11.8,NA,NA,11.3,NA,NA,33.6,NA,NA,NA,NA,NA,NA,NA,18,29,30,NA,NA,NA,0.5,0.75,1,NA,NA,NA,1.4,1.5,1.6,NA,NA,NA,1.64,1.74,1.82,2.61,1,3,10,0.14,0.15,0.16,NA,NA,NA,16.8,29.2,33,10,17.3,20.2,31,37,44,1.5,3.6,4.2,35,42.5,50,15,22.5,30,4,10,21,0.32,0.32,5,20,20,0,0,0,0,0,0,0,1,2,14.7,22.9,23.9,NA,NA,NA,NA,NA,NA,7.4,7.9,8.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1.6,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,18663934,54715818
Ap,NA,A,NA,NA,NA,0,NA,NA,8,NA,NA,8,NA,0,0,0,0,3,5,95,97,100,90,93,100,78,84,92,58,63,70,20,38.4,45,NA,3.4,NA,NA,4.8,NA,NA,6.6,NA,NA,12,NA,NA,11.6,NA,NA,33.6,NA,NA,NA,NA,NA,NA,NA,18,28,30,NA,NA,NA,1,1.5,2,NA,NA,NA,1.4,1.5,1.6,NA,NA,NA,1.63,1.73,1.8,2.59,1,3,10,0.17,0.18,0.19,NA,NA,NA,19.4,30.8,33.8,11.6,18.5,21.5,33,38,44,1.7,3.6,4.3,35,42.5,50,14,19,24,5,10,16,0.32,0.32,0,0,0,0,0,0,0,0,0,0,1,2,15.1,22.8,24.6,NA,NA,NA,NA,NA,NA,5.6,6.5,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.9,6.2,9.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,18663934,54715819
C,NA,C,NA,NA,NA,132,NA,NA,203,NA,NA,71,NA,0,0,0,0,3,5,95,97,100,77,86,100,65,78,92,50,61,72,20,35.4,45,NA,3.2,NA,NA,4.5,NA,NA,6.1,NA,NA,11.1,NA,NA,10.5,NA,NA,35.6,NA,NA,NA,NA,NA,NA,NA,25,29,35,NA,NA,NA,0.5,0.75,1,NA,NA,NA,1.4,1.5,1.6,NA,NA,NA,1.64,1.74,1.82,2.61,1,3,10,0.14,0.15,0.16,NA,NA,NA,22.9,29.2,34.8,13.6,17.3,23.3,31,37,44,2.6,3.6,5.2,35,42.5,50,15,22.5,30,4,11,20,0.32,0.32,5,20,20,0,0,0,0,0,0,0,1,2,19.7,22.9,27.5,NA,NA,NA,NA,NA,NA,7.4,7.9,8.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1.6,4.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,18663934,54715820
Bt,NA,B,NA,NA,NA,8,NA,NA,33,NA,NA,25,NA,0,0,0,0,3,5,95,97,100,77,86,100,67,79,95,51,61,75,20,35.4,45,NA,3.1,NA,NA,4.4,NA,NA,6.1,NA,NA,11.2,NA,NA,10.6,NA,NA,33.6,NA,NA,NA,NA,NA,NA,NA,27,31,35,NA,NA,NA,1,1.5,2,NA,NA,NA,1.4,1.5,1.6,NA,NA,NA,1.64,1.74,1.82,2.58,1,3,10,0.15,0.16,0.17,NA,NA,NA,23.9,30.4,35.4,15.2,19.3,24.6,30,36,44,3,4,5.3,35,42.5,50,20,25,30,6,12,22,0.28,0.28,0,0,0,0,0,0,0,0,0,0,1,2,21.7,25,28.2,NA,NA,NA,NA,NA,NA,6.1,7.3,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.3,4.3,8.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,18663934,54715821
C,NA,C,NA,NA,81,180,190,200,200,200,NA,20,NA,0,0,0,0,0,0,100,100,100,100,100,100,96,100,100,91,98,100,0,4,9,0,0,0.2,0,0.1,0.3,0,0.1,0.2,0,0.4,0.5,1.5,3.4,5.2,56,69,75,26,39,44,22,30,39,22,27,35,0,0,0,0.1,0.2,0.5,NA,NA,NA,1.24,1.3,1.34,NA,NA,NA,1.39,1.43,1.51,2.65,1,3,10,0.18,0.19,0.2,NA,NA,NA,26.2,29.1,35.7,12,13.6,15.8,47,48,51,3,3.1,5.9,32,37,46,15,19,25,12,19,27,0.49,0.49,0,0,0,0,0,0,0,0,0,0,0.1,2,16.5,21.9,25.4,NA,NA,NA,16.5,21.9,25.8,5.9,6.5,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.9,3.8,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,18664145,54716528
Bw2,NA,B,NA,2,58,150,152,81,180,190,NA,30,NA,0,0,0,0,0,0,100,100,100,100,100,100,96,100,100,91,98,100,0,4,9,0,0,0.1,0,0.1,0.5,0,0.1,0.3,0,0.4,0.7,0.8,3.4,8.7,56,68,75,26,37,44,20,31,39,22,28,35,0,0,0,0.2,0.4,0.7,NA,NA,NA,1.24,1.31,1.38,NA,NA,NA,1.39,1.45,1.51,2.65,1,3,10,0.18,0.19,0.2,NA,NA,NA,27,28.5,30.5,12.6,13.4,16.4,46,48,51,3,3.5,5.9,33,39,47,15,19,25,13,19,28,0.49,0.49,0,0,0,0,0,0,0,0,0,0,0.1,2,16.5,21.8,25.6,NA,NA,NA,16.5,21.8,25.7,5.6,6.4,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.3,4.8,6.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,18664145,54716529
Bw1,NA,B,NA,1,33,69,86,58,150,152,NA,81,NA,0,0,0,0,0,0,100,100,100,100,100,100,96,100,100,93,98,100,0,4,9,0,0,0.2,0,0,0.5,0,0.1,2.1,0,0.5,9,0.4,3.4,9,56,67,75,36,38,46,19,29,39,22,29,35,0,0,0,0.2,0.8,2.7,NA,NA,NA,1.24,1.28,1.31,NA,NA,NA,1.42,1.45,1.5,2.65,1,3,10,0.18,0.19,0.2,NA,NA,NA,25.2,28.1,30.7,12,14.2,16.4,48,49,51,3,4.3,5.9,33,41,51,15,20,25,13,21,29,0.49,0.49,0,0,0,0,0,0,0,0,0,0,0.1,2,19.1,22.4,28.5,NA,NA,NA,17.5,22.2,24,5.1,6.3,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.6,6.1,10.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,18664145,54716530
