fragvol.l,fragvol.r,fragvol.h,fragkind,fragsize.l,fragsize.r,fragsize.h,fragshp,fraground,fraghard,chkey,chfragskey
0,0,1,Mixed rock fragments,75,162,250,Nonflat,Subrounded,Indurated,51411216,88050506
0,0,1,Mixed rock fragments,75,162,250,Nonflat,Subrounded,Indurated,51411399,88051210
0,1,8,Mixed rock fragments,5,40,75,Nonflat,Subrounded,Indurated,51411399,88051211
0,0,1,Mixed rock fragments,250,425,600,Nonflat,Subrounded,Indurated,51411399,88051212
1,3,10,Mixed rock fragments,2,4,5,Nonflat,Subrounded,Indurated,51411399,88051213
0,0,1,Mixed rock fragments,600,1300,2000,Nonflat,Subrounded,Indurated,51411399,88051214
1,3,10,Mixed rock fragments,2,4,5,Nonflat,Subrounded,Indurated,51411400,88051215
0,1,8,Mixed rock fragments,5,40,75,Nonflat,Subrounded,Indurated,51411400,88051216
0,0,1,Mixed rock fragments,250,425,600,Nonflat,Subrounded,Indurated,51411400,88051217
0,0,1,Mixed rock fragments,600,1300,2000,Nonflat,Subrounded,Indurated,51411400,88051218
0,0,1,Mixed rock fragments,75,162,250,Nonflat,Subrounded,Indurated,51411400,88051219
0,1,8,Mixed rock fragments,5,40,75,Nonflat,Subrounded,Indurated,51411401,88051220
0,0,1,Mixed rock fragments,250,425,600,Nonflat,Subrounded,Indurated,51411401,88051221
0,0,1,Mixed rock fragments,600,1300,2000,Nonflat,Subrounded,Indurated,51411401,88051222
0,0,1,Mixed rock fragments,75,162,250,Nonflat,Subrounded,Indurated,51411401,88051223
1,3,10,Mixed rock fragments,2,4,5,Nonflat,Subrounded,Indurated,51411401,88051224
1,3,10,Mixed rock fragments,2,4,5,Nonflat,Subrounded,Indurated,51411402,88051225
0,1,8,Mixed rock fragments,5,40,75,Nonflat,Subrounded,Indurated,51411402,88051226
0,0,1,Mixed rock fragments,250,425,600,Nonflat,Subrounded,Indurated,51411402,88051227
0,0,1,Mixed rock fragments,600,1300,2000,Nonflat,Subrounded,Indurated,51411402,88051228
0,0,1,Mixed rock fragments,75,162,250,Nonflat,Subrounded,Indurated,51411402,88051229
0,1,8,Mixed rock fragments,5,40,75,Nonflat,Subrounded,Indurated,51411403,88051230
0,0,1,Mixed rock fragments,600,1300,2000,Nonflat,Subrounded,Indurated,51411403,88051231
0,0,1,Mixed rock fragments,75,162,250,Nonflat,Subrounded,Indurated,51411403,88051232
0,0,1,Mixed rock fragments,250,425,600,Nonflat,Subrounded,Indurated,51411403,88051233
1,3,10,Mixed rock fragments,2,4,5,Nonflat,Subrounded,Indurated,51411403,88051234
1,3,10,Mixed rock fragments,2,4,5,Nonflat,Subrounded,Indurated,51411404,88051235
0,1,8,Mixed rock fragments,5,40,75,Nonflat,Subrounded,Indurated,51411404,88051236
0,0,1,Mixed rock fragments,250,425,600,Nonflat,Subrounded,Indurated,51411404,88051237
0,0,1,Mixed rock fragments,600,1300,2000,Nonflat,Subrounded,Indurated,51411404,88051238
0,0,1,Mixed rock fragments,75,162,250,Nonflat,Subrounded,Indurated,51411404,88051239
1,3,10,Mixed rock fragments,2,4,5,Nonflat,Subrounded,Indurated,51411405,88051240
0,1,8,Mixed rock fragments,5,40,75,Nonflat,Subrounded,Indurated,51411405,88051241
0,0,1,Mixed rock fragments,250,425,600,Nonflat,Subrounded,Indurated,51411405,88051242
0,0,1,Mixed rock fragments,600,1300,2000,Nonflat,Subrounded,Indurated,51411405,88051243
0,0,1,Mixed rock fragments,75,162,250,Nonflat,Subrounded,Indurated,51411405,88051244
1,3,10,Mixed rock fragments,2,4,5,Nonflat,Subrounded,Indurated,51411406,88051245
0,0,1,Mixed rock fragments,75,162,250,Nonflat,Subrounded,Indurated,51411406,88051246
0,1,8,Mixed rock fragments,5,40,75,Nonflat,Subrounded,Indurated,51411406,88051247
0,0,1,Mixed rock fragments,250,425,600,Nonflat,Subrounded,Indurated,51411406,88051248
0,0,1,Mixed rock fragments,600,1300,2000,Nonflat,Subrounded,Indurated,51411406,88051249
0,1,8,Mixed rock fragments,5,40,75,Nonflat,Subrounded,Indurated,51411407,88051250
0,0,1,Mixed rock fragments,600,1300,2000,Nonflat,Subrounded,Indurated,51411407,88051251
0,0,1,Mixed rock fragments,75,162,250,Nonflat,Subrounded,Indurated,51411407,88051252
0,0,1,Mixed rock fragments,250,425,600,Nonflat,Subrounded,Indurated,51411407,88051253
1,3,10,Mixed rock fragments,2,4,5,Nonflat,Subrounded,Indurated,51411407,88051254
1,3,10,Mixed rock fragments,2,4,5,Nonflat,Subrounded,Indurated,51411408,88051255
0,1,8,Mixed rock fragments,5,40,75,Nonflat,Subrounded,Indurated,51411408,88051256
0,0,1,Mixed rock fragments,250,425,600,Nonflat,Subrounded,Indurated,51411408,88051257
0,0,1,Mixed rock fragments,600,1300,2000,Nonflat,Subrounded,Indurated,51411408,88051258
0,0,1,Mixed rock fragments,75,162,250,Nonflat,Subrounded,Indurated,51411408,88051259
0,0,1,Mixed rock fragments,75,162,250,Nonflat,Subrounded,Indurated,51411409,88051260
1,3,10,Mixed rock fragments,2,4,5,Nonflat,Subrounded,Indurated,51411409,88051261
0,0,1,Mixed rock fragments,250,425,600,Nonflat,Subrounded,Indurated,51411409,88051262
0,0,1,Mixed rock fragments,600,1300,2000,Nonflat,Subrounded,Indurated,51411409,88051263
0,1,8,Mixed rock fragments,5,40,75,Nonflat,Subrounded,Indurated,51411409,88051264
1,3,10,Mixed rock fragments,2,4,5,Nonflat,Subrounded,Indurated,51411410,88051265
0,0,1,Mixed rock fragments,250,425,600,Nonflat,Subrounded,Indurated,51411410,88051266
0,0,1,Mixed rock fragments,600,1300,2000,Nonflat,Subrounded,Indurated,51411410,88051267
0,1,8,Mixed rock fragments,5,40,75,Nonflat,Subrounded,Indurated,51411410,88051268
0,0,1,Mixed rock fragments,75,162,250,Nonflat,Subrounded,Indurated,51411410,88051269
0,0,1,Mixed rock fragments,2,4,5,Nonflat,Subrounded,Indurated,51411411,88051270
0,0,0,Mixed rock fragments,5,40,75,Nonflat,Subrounded,Indurated,51411411,88051271
0,0,0,Mixed rock fragments,250,425,600,Nonflat,Subrounded,Indurated,51411411,88051272
0,0,0,Mixed rock fragments,600,1300,2000,Nonflat,Subrounded,Indurated,51411411,88051273
0,0,0,Mixed rock fragments,75,162,250,Nonflat,Subrounded,Indurated,51411411,88051274
0,1,8,Mixed rock fragments,5,40,75,Nonflat,Subrounded,Indurated,51411412,88051275
0,0,1,Mixed rock fragments,250,425,600,Nonflat,Subrounded,Indurated,51411412,88051276
0,0,1,Mixed rock fragments,600,1300,2000,Nonflat,Subrounded,Indurated,51411412,88051277
0,0,1,Mixed rock fragments,75,162,250,Nonflat,Subrounded,Indurated,51411412,88051278
1,3,10,Mixed rock fragments,2,4,5,Nonflat,Subrounded,Indurated,51411412,88051279
0,0,1,Mixed rock fragments,2,4,5,Nonflat,Subrounded,Indurated,51411413,88051280
0,0,0,Mixed rock fragments,5,40,75,Nonflat,Subrounded,Indurated,51411413,88051281
0,0,0,Mixed rock fragments,250,425,600,Nonflat,Subrounded,Indurated,51411413,88051282
0,0,0,Mixed rock fragments,600,1300,2000,Nonflat,Subrounded,Indurated,51411413,88051283
0,0,0,Mixed rock fragments,75,162,250,Nonflat,Subrounded,Indurated,51411413,88051284
0,0,1,Mixed rock fragments,2,4,5,Nonflat,Subrounded,Indurated,51411414,88051285
0,0,0,Mixed rock fragments,5,40,75,Nonflat,Subrounded,Indurated,51411414,88051286
0,0,0,Mixed rock fragments,250,425,600,Nonflat,Subrounded,Indurated,51411414,88051287
0,0,0,Mixed rock fragments,600,1300,2000,Nonflat,Subrounded,Indurated,51411414,88051288
0,0,0,Mixed rock fragments,75,162,250,Nonflat,Subrounded,Indurated,51411414,88051289
0,0,1,Mixed rock fragments,2,4,5,Nonflat,Subrounded,Indurated,51411521,88051779
0,0,0,Mixed rock fragments,5,40,75,Nonflat,Subrounded,Indurated,51411521,88051780
0,0,0,Mixed rock fragments,250,425,600,Nonflat,Subrounded,Indurated,51411521,88051781
0,0,0,Mixed rock fragments,600,1300,2000,Nonflat,Subrounded,Indurated,51411521,88051782
0,0,0,Mixed rock fragments,75,162,250,Nonflat,Subrounded,Indurated,51411521,88051783
0,1,8,Mixed rock fragments,5,40,75,Nonflat,Subrounded,Indurated,51411522,88051784
0,0,1,Mixed rock fragments,250,425,600,Nonflat,Subrounded,Indurated,51411522,88051785
0,0,1,Mixed rock fragments,600,1300,2000,Nonflat,Subrounded,Indurated,51411522,88051786
0,0,1,Mixed rock fragments,75,162,250,Nonflat,Subrounded,Indurated,51411522,88051787
1,3,10,Mixed rock fragments,2,4,5,Nonflat,Subrounded,Indurated,51411522,88051788
0,0,1,Mixed rock fragments,2,4,5,Nonflat,Subrounded,Indurated,51411523,88051789
0,0,0,Mixed rock fragments,5,40,75,Nonflat,Subrounded,Indurated,51411523,88051790
0,0,0,Mixed rock fragments,250,425,600,Nonflat,Subrounded,Indurated,51411523,88051791
0,0,0,Mixed rock fragments,600,1300,2000,Nonflat,Subrounded,Indurated,51411523,88051792
0,0,0,Mixed rock fragments,75,162,250,Nonflat,Subrounded,Indurated,51411523,88051793
0,0,1,Mixed rock fragments,2,4,5,Nonflat,Subrounded,Indurated,51411524,88051794
0,0,0,Mixed rock fragments,5,40,75,Nonflat,Subrounded,Indurated,51411524,88051795
0,0,0,Mixed rock fragments,250,425,600,Nonflat,Subrounded,Indurated,51411524,88051796
0,0,0,Mixed rock fragments,600,1300,2000,Nonflat,Subrounded,Indurated,51411524,88051797
0,0,0,Mixed rock fragments,75,162,250,Nonflat,Subrounded,Indurated,51411524,88051798
0,0,1,Mixed rock fragments,250,425,600,Nonflat,Subrounded,Indurated,51411525,88051799
1,3,10,Mixed rock fragments,2,4,5,Nonflat,Subrounded,Indurated,51411525,88051800
0,0,1,Mixed rock fragments,600,1300,2000,Nonflat,Subrounded,Indurated,51411525,88051801
0,1,8,Mixed rock fragments,5,40,75,Nonflat,Subrounded,Indurated,51411525,88051802
0,0,1,Mixed rock fragments,75,162,250,Nonflat,Subrounded,Indurated,51411525,88051803
0,0,1,Mixed rock fragments,600,1300,2000,Nonflat,Subrounded,Indurated,51411526,88051804
0,1,8,Mixed rock fragments,5,40,75,Nonflat,Subrounded,Indurated,51411526,88051805
0,0,1,Mixed rock fragments,75,162,250,Nonflat,Subrounded,Indurated,51411526,88051806
0,0,1,Mixed rock fragments,250,425,600,Nonflat,Subrounded,Indurated,51411526,88051807
1,3,10,Mixed rock fragments,2,4,5,Nonflat,Subrounded,Indurated,51411526,88051808
0,0,1,Mixed rock fragments,600,1300,2000,Nonflat,Subrounded,Indurated,51411527,88051809
0,1,8,Mixed rock fragments,5,40,75,Nonflat,Subrounded,Indurated,51411527,88051810
0,0,1,Mixed rock fragments,75,162,250,Nonflat,Subrounded,Indurated,51411527,88051811
0,0,1,Mixed rock fragments,250,425,600,Nonflat,Subrounded,Indurated,51411527,88051812
1,3,10,Mixed rock fragments,2,4,5,Nonflat,Subrounded,Indurated,51411527,88051813
0,1,8,Mixed rock fragments,5,40,75,Nonflat,Subrounded,Indurated,51411528,88051814
0,0,1,Mixed rock fragments,250,425,600,Nonflat,Subrounded,Indurated,51411528,88051815
1,3,10,Mixed rock fragments,2,4,5,Nonflat,Subrounded,Indurated,51411528,88051816
0,0,1,Mixed rock fragments,600,1300,2000,Nonflat,Subrounded,Indurated,51411528,88051817
0,0,1,Mixed rock fragments,75,162,250,Nonflat,Subrounded,Indurated,51411528,88051818
0,0,1,Mixed rock fragments,75,162,250,Nonflat,Subrounded,Indurated,51411529,88051819
1,3,10,Mixed rock fragments,2,4,5,Nonflat,Subrounded,Indurated,51411529,88051820
0,0,1,Mixed rock fragments,600,1300,2000,Nonflat,Subrounded,Indurated,51411529,88051821
0,1,8,Mixed rock fragments,5,40,75,Nonflat,Subrounded,Indurated,51411529,88051822
0,0,1,Mixed rock fragments,250,425,600,Nonflat,Subrounded,Indurated,51411529,88051823
0,0,1,Mixed rock fragments,75,162,250,Nonflat,Subrounded,Indurated,51411530,88051824
0,1,8,Mixed rock fragments,5,40,75,Nonflat,Subrounded,Indurated,51411530,88051825
0,0,1,Mixed rock fragments,250,425,600,Nonflat,Subrounded,Indurated,51411530,88051826
1,3,10,Mixed rock fragments,2,4,5,Nonflat,Subrounded,Indurated,51411530,88051827
0,0,1,Mixed rock fragments,600,1300,2000,Nonflat,Subrounded,Indurated,51411530,88051828
1,3,10,Mixed rock fragments,2,4,5,Nonflat,Subrounded,Indurated,51411531,88051829
0,1,8,Mixed rock fragments,5,40,75,Nonflat,Subrounded,Indurated,51411531,88051830
0,0,1,Mixed rock fragments,250,425,600,Nonflat,Subrounded,Indurated,51411531,88051831
0,0,1,Mixed rock fragments,600,1300,2000,Nonflat,Subrounded,Indurated,51411531,88051832
0,0,1,Mixed rock fragments,75,162,250,Nonflat,Subrounded,Indurated,51411531,88051833
0,1,8,Mixed rock fragments,5,40,75,Nonflat,Subrounded,Indurated,51411532,88051834
0,0,1,Mixed rock fragments,250,425,600,Nonflat,Subrounded,Indurated,51411532,88051835
0,0,1,Mixed rock fragments,600,1300,2000,Nonflat,Subrounded,Indurated,51411532,88051836
0,0,1,Mixed rock fragments,75,162,250,Nonflat,Subrounded,Indurated,51411532,88051837
1,3,10,Mixed rock fragments,2,4,5,Nonflat,Subrounded,Indurated,51411532,88051838
1,3,10,Mixed rock fragments,2,4,5,Nonflat,Subrounded,Indurated,51411533,88051839
0,1,8,Mixed rock fragments,5,40,75,Nonflat,Subrounded,Indurated,51411533,88051840
0,0,1,Mixed rock fragments,250,425,600,Nonflat,Subrounded,Indurated,51411533,88051841
0,0,1,Mixed rock fragments,600,1300,2000,Nonflat,Subrounded,Indurated,51411533,88051842
0,0,1,Mixed rock fragments,75,162,250,Nonflat,Subrounded,Indurated,51411533,88051843
