hzname,desgndisc,desgnmaster,desgnmasterprime,desgnvert,hzdept.l,hzdept.r,hzdept.h,hzdepb.l,hzdepb.r,hzdepb.h,hzthk.l,hzthk.r,hzthk.h,fraggt10.l,fraggt10.r,fraggt10.h,frag3to10.l,frag3to10.r,frag3to10.h,sieveno4.l,sieveno4.r,sieveno4.h,sieveno10.l,sieveno10.r,sieveno10.h,sieveno40.l,sieveno40.r,sieveno40.h,sieveno200.l,sieveno200.r,sieveno200.h,sandtotal.l,sandtotal.r,sandtotal.h,sandvc.l,sandvc.r,sandvc.h,sandco.l,sandco.r,sandco.h,sandmed.l,sandmed.r,sandmed.h,sandfine.l,sandfine.r,sandfine.h,sandvf.l,sandvf.r,sandvf.h,silttotal.l,silttotal.r,silttotal.h,siltco.l,siltco.r,siltco.h,siltfine.l,siltfine.r,siltfine.h,claytotal.l,claytotal.r,claytotal.h,claysizedcarb.l,claysizedcarb.r,claysizedcarb.h,om.l,om.r,om.h,dbtenthbar.l,dbtenthbar.r,dbtenthbar.h,dbthirdbar.l,dbthirdbar.r,dbthirdbar.h,dbfifteenbar.l,dbfifteenbar.r,dbfifteenbar.h,dbovendry.l,dbovendry.r,dbovendry.h,partdensity,ksat.l,ksat.r,ksat.h,awc.l,awc.r,awc.h,wtenthbar.l,wtenthbar.r,wtenthbar.h,wthirdbar.l,wthirdbar.r,wthirdbar.h,wfifteenbar.l,wfifteenbar.r,wfifteenbar.h,wsatiated.l,wsatiated.r,wsatiated.h,lep.l,lep.r,lep.h,ll.l,ll.r,ll.h,pi.l,pi.r,pi.h,aashind.l,aashind.r,aashind.h,kwfact,kffact,caco3.l,caco3.r,caco3.h,gypsum.l,gypsum.r,gypsum.h,sar.l,sar.r,sar.h,ec.l,ec.r,ec.h,cec7.l,cec7.r,cec7.h,ecec.l,ecec.r,ecec.h,sumbases.l,sumbases.r,sumbases.h,ph1to1h2o.l,ph1to1h2o.r,ph1to1h2o.h,ph01mcacl2.l,ph01mcacl2.r,ph01mcacl2.h,freeiron.l,freeiron.r,freeiron.h,feoxalate.l,feoxalate.r,feoxalate.h,extracid.l,extracid.r,extracid.h,extral.l,extral.r,extral.h,aloxalate.l,aloxalate.r,aloxalate.h,pbray1.l,pbray1.r,pbray1.h,poxalate.l,poxalate.r,poxalate.h,ph2osoluble.l,ph2osoluble.r,ph2osoluble.h,ptotal.l,ptotal.r,ptotal.h,excavdifcl,excavdifms,cokey,chkey
Btg,NA,B,NA,NA,15,20,25,25,125,130,NA,105,NA,0,0,0,0,0,0,100,100,100,100,100,100,98,99,100,96,98,100,0,3,5,0,0.2,0.5,0,0.3,0.5,0,0.5,1,0.5,0.9,2,0.5,1.1,3,53.5,58,62,NA,NA,NA,NA,NA,NA,38,39,42,0,0,0,0.5,0.75,1,NA,NA,NA,1.38,1.4,1.43,NA,NA,NA,1.7,1.72,1.75,NA,0.1,0.7,1,0.18,0.19,0.2,NA,NA,NA,34,34.4,35.5,21.9,22.7,24.7,43,44,45,6.6,7,7.8,49,51,54,27,28,30,28,31,34,0.37,0.37,0,0,0,0,0,0,0,0,0,0,1,2,28.1,29.2,31.4,NA,NA,NA,25.5,26.7,31,5.6,6.5,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2,5.7,8.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18658605,54695493
Ap,NA,A,NA,NA,0,0,0,15,20,25,NA,20,NA,0,0,0,0,0,0,100,100,100,100,100,100,96,99,100,92,97,100,0,4,8,0,0.1,0.5,0,0.5,1,0.5,1,2,0.5,1.3,2,0.5,1.1,2,54,63,72,NA,NA,NA,NA,NA,NA,28,33,38,0,0,0,3,3.5,4,NA,NA,NA,1.39,1.41,1.43,NA,NA,NA,1.6,1.62,1.73,NA,1,3,10,0.18,0.19,0.21,NA,NA,NA,32.7,34.5,36.2,19.5,22.9,26.2,41,42,43,3.7,4.8,7,44,50,57,19,23,27,19,26,32,0.28,0.28,0,0,0,0,0,0,0,0,0,0,1,2,23,26.6,30.1,NA,NA,NA,19,24.9,29.8,5.6,6.5,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,6.3,9.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18658605,54695494
2Btg1,2,B,NA,1,60,99,115,115,120,155,NA,21,NA,0,0,0,0,0,0,100,100,100,100,100,100,91,95,99,81,87,93,6,15,25,0.5,1.7,3.2,0.8,2.6,3.9,1.1,2.3,4,3.1,4.3,5.5,2,4.1,5,32,42,55,NA,NA,NA,NA,NA,NA,35,43,47,0,0,0,0.5,1.5,2,NA,NA,NA,1.34,1.4,1.45,NA,NA,NA,1.71,1.77,1.82,NA,0.4,0.9,1.4,0.11,0.12,0.13,NA,NA,NA,29.2,32.3,33.6,19.5,25,27.7,42,44,46,5.9,8.1,9.2,46,56,61,25,31,34,20,29,36,0.28,0.28,0,0,0,0,0,0,0,0,0,0,1,2,26.2,32.5,35.4,NA,NA,NA,22.6,29.1,34.4,5.6,6,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.9,9.6,11.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18658606,54695495
2Btg2,2,B,NA,2,25,30,60,60,99,115,NA,69,NA,0,0,0,0,0,0,100,100,100,100,100,100,94,97,100,86,92,97,6,10,25,0.3,1,2,0.3,1.2,2.3,0.8,1.6,2.3,2,2.9,3.5,2,3.3,5,39,49,58,NA,NA,NA,NA,NA,NA,35,41,47,0,0,0,0.5,1.72,2.5,NA,NA,NA,1.34,1.38,1.43,NA,NA,NA,1.68,1.72,1.8,NA,0.4,0.9,1.4,0.11,0.12,0.13,NA,NA,NA,29.1,31.8,33.8,19.4,24,28.1,43,44,46,5.9,7.6,9.3,46,55,62,25,30,34,22,31,38,0.32,0.32,0,0,0,0,0,0,0,0,0,0,1,2,26.2,31.3,35.6,NA,NA,NA,22.6,27.8,33.5,5.6,6,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.9,9.5,12.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18658606,54695496
3Btg,3,B,NA,NA,115,120,155,200,200,200,NA,80,NA,0,0,0,0,0,0,95,95,100,90,90,100,77,81,96,62,67,83,15,29,30,1.5,3.6,5.5,2.4,5.2,6,3.2,5.3,7.7,5.2,9.1,10,4,5.8,8,30,36,50,NA,NA,NA,NA,NA,NA,28,35,45,0,0,0,0,0.17,0.5,NA,NA,NA,1.51,1.52,1.54,NA,NA,NA,1.79,1.8,1.96,NA,1.4,2.7,4,0.13,0.15,0.16,NA,NA,NA,29.8,32.3,37.7,16.8,21.2,29.3,37,38,41,3.1,5.4,8.4,37,45,56,19,25,33,9,15,29,0.28,0.28,0,0,5,0,0,0,0,0,0,0,1,2,19.4,25.3,32.5,NA,NA,NA,18.9,25.1,71.5,6.6,7.1,7.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7,4.1,7.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18658606,54695497
Ap,NA,A,NA,NA,0,0,0,15,18,25,NA,18,NA,0,0,0,0,0,0,100,100,100,100,100,100,97,99,100,93,95,98,3,6,10,0.1,0.5,1.1,0.1,0.6,1.2,0.5,0.9,1.5,0.8,1.4,2.5,1,2.6,3,60,66,70,NA,NA,NA,NA,NA,NA,27,28,32,0,0,0,2,2.75,4,NA,NA,NA,1.31,1.36,1.41,NA,NA,NA,1.47,1.52,1.56,NA,1.4,2.7,4,0.21,0.22,0.23,NA,NA,NA,31.2,32.1,34.1,17.1,18.6,22.2,43,44,46,3.5,3.7,4.6,41,44,50,19,19,22,18,20,25,0.37,0.37,0,0,0,0,0,0,0,0,0,0,1,2,21.9,22.9,26,NA,NA,NA,18.8,22.3,34,5.6,7.4,7.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,4.4,11.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18658606,54695498
Btg,NA,B,NA,NA,15,18,25,25,30,60,NA,12,NA,0,0,0,0,0,0,100,100,100,100,100,100,95,99,100,88,94,98,6,8,20,0.1,0.4,1.1,0.1,0.5,1.2,0.8,0.9,1.8,2,2.9,3.5,2,3.3,5,43,58,62,NA,NA,NA,NA,NA,NA,32,34,42,0,0,0,1,2.2,3,NA,NA,NA,1.29,1.34,1.38,NA,NA,NA,1.5,1.55,1.69,NA,0.4,0.9,1.4,0.11,0.12,0.13,NA,NA,NA,31.9,33.4,36.1,18.3,20.8,25.9,44,46,47,4.5,5,8,44,48,58,23,24,30,21,25,34,0.37,0.37,0,0,0,0,0,0,0,0,0,0,1,2,24.8,26.9,32.5,NA,NA,NA,21.5,22.9,30.3,5.6,6,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.9,8.9,11.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18658606,54695499
BC,NA,BC,NA,NA,50,97,180,200,200,200,NA,103,NA,0,0,0,0,0,0,100,100,100,100,100,100,90,93,98,80,84,92,5,18,20,0,2.2,3,2,3.9,4,2,4,5,3.5,4.7,5,2,3.2,5,45,48,65,20,20,30,20,28,NA,28,34,40,0,0,0,0,0.25,0.5,NA,NA,NA,1.39,1.45,1.51,NA,NA,NA,1.73,1.8,1.87,NA,0.4,0.9,1.4,0.18,0.19,0.2,NA,NA,NA,30.6,32.9,35,16.2,20,23.8,41,43,45,3.3,4.7,7.1,38,44,51,19,24,29,14,20,29,0.37,0.37,0,0,0,0,0,0,0,0,0,0,1,2,19.4,25,29.4,NA,NA,NA,17.8,19.6,29.3,6.1,6.7,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1,4.5,6.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18658439,54694795
Ap,NA,A,NA,NA,0,0,0,15,18,30,NA,18,NA,0,0,0,0,0,0,100,100,100,100,100,100,94,97,99,87,92,95,5,10,20,0,0.8,1,0.5,1.7,2,1,1.9,2.2,1.5,2.6,3,2,3,5,55,65,70,20,28,30,30,37,45,22,25,27,0,0,0,3,3.5,4,NA,NA,NA,1.29,1.34,1.4,NA,NA,NA,1.51,1.57,1.64,NA,4,9,14,0.22,0.23,0.24,NA,NA,NA,30.1,31.5,32.5,15.5,17.6,19.3,42,45,47,2.6,3.2,3.6,38,42,45,15,17,18,13,17,19,0.37,0.37,0,0,0,0,0,0,0,0,0,0,1,2,18.6,20.9,22.5,NA,NA,NA,15.8,18.8,21.6,5.6,6.1,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.2,6.8,8.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18658439,54694796
Bt,NA,B,NA,NA,15,18,30,30,33,50,NA,15,NA,0,0,0,0,0,0,100,100,100,100,100,100,94,99,100,87,94,100,5,8,20,0,0.5,1,0.3,0.6,1,0.5,0.9,2.5,1.5,2.4,3,2,3.6,5,45,55,65,20,21,30,30,34,45,28,37,48,0,0,0,1,1.5,2,NA,NA,NA,1.34,1.37,1.4,NA,NA,NA,1.58,1.65,1.72,NA,0.4,0.9,1.4,0.21,0.22,0.23,NA,NA,NA,30.8,34.1,37.3,16.6,22,28.5,44,45,46,3.6,6.6,9.5,40,50,62,19,26,35,16,27,41,0.37,0.37,0,0,0,0,0,0,0,0,0,0,1,2,22.1,28.5,36,NA,NA,NA,18.7,25.2,34.3,5.1,5.8,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.9,7.8,10.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18658439,54694797
Btg,NA,B,NA,NA,30,33,50,50,97,180,NA,64,NA,0,0,0,0,0,0,100,100,100,100,100,100,96,99,100,90,95,99,2,7,20,0,0.2,1,0.3,0.4,1,0.5,0.8,2,1.5,2.3,3,2,3.3,5,40,48,55,20,23,30,20,25,35,40,45,50,0,0,0,0,0.5,1,NA,NA,NA,1.32,1.38,1.45,NA,NA,NA,1.64,1.71,1.78,NA,0.4,0.9,1.4,0.12,0.13,0.14,NA,NA,NA,30.4,32.2,33.8,21.5,24.7,28,43,45,47,6.5,8.4,9.9,50,56,62,29,33,37,28,35,42,0.32,0.32,0,0,0,0,0,0,0,0,0,0,1,2,26.3,32.5,36.5,NA,NA,NA,24.3,30.8,34.8,5.1,5.6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.4,8.4,10.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18658439,54694798
Ap,NA,A,NA,NA,0,0,0,25,31,35,NA,31,NA,0,0,0,0,0,0,100,100,100,100,100,100,97,99,100,93,96,99,3,5,6,0.1,0.4,0.8,0.2,0.5,1,0.3,0.7,1,0.5,1.5,3,0.5,1.9,3,61,66,66,30,36,39,25,30,39,28,29,33,0,0,0,2,3.3,5,NA,NA,NA,1.05,1.27,1.5,NA,NA,NA,1.39,1.45,1.51,NA,1.4,2.7,4,0.2,0.22,0.23,NA,NA,NA,30.8,34.2,35.8,16.5,22.3,25.4,37,46,54,3.7,4,5.1,42,45,53,19,20,23,19,23,30,0.32,0.32,0,0,0,0,0,0,0,0,0,0,1,2,22.6,24.3,28.6,NA,NA,NA,19,21.2,28.1,5.6,6,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.1,7.4,9.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18658440,54694799
Btg1,NA,B,NA,1,25,31,35,35,42,45,NA,11,NA,0,0,0,0,0,0,100,100,100,100,100,100,96,99,100,94,98,100,1,2,3,0.1,0.2,0.8,0.2,0.4,0.8,0.1,0.2,0.5,0.2,0.4,1,0.4,0.8,1.5,52,54,65,25,31,39,20,23,25,32,44,45,0,0,0,0.5,1.37,2,NA,NA,NA,1.2,1.43,1.65,NA,NA,NA,1.7,1.78,1.85,NA,0.4,0.9,1.4,0.12,0.13,0.14,NA,NA,NA,28.3,32.6,33.2,18,25.5,26.8,35,43,51,4.4,8.3,8.7,43,57,59,23,32,33,22,36,38,0.32,0.32,0,0,0,0,0,0,0,0,0,0,1,2,24.3,33,34.1,NA,NA,NA,21.3,29.3,34,5.1,5.5,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8,9,10.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18658440,54694800
