soimoistdept.l,soimoistdept.r,soimoistdept.h,soimoistdepb.l,soimoistdepb.r,soimoistdepb.h,soimoiststat,comonthkey,cosoilmoistkey
76,76,96,200,200,200,Moist,195732233,122461991
0,0,0,115,122,130,Moist,195732234,122461992
122,122,130,130,137,150,Wet,195732234,122461993
130,137,150,200,200,200,Moist,195732234,122461994
0,0,0,200,200,200,Moist,195732235,122461995
0,0,0,200,200,200,Moist,195732236,122461996
61,76,96,200,200,200,Moist,195732237,122461997
0,0,0,30,41,61,Moist,195732237,122461998
30,41,61,61,76,96,Wet,195732237,122461999
30,41,61,61,76,96,Wet,195732238,122462000
61,76,96,200,200,200,Moist,195732238,122462001
0,0,0,30,41,61,Moist,195732238,122462002
0,0,0,30,41,61,Moist,195732239,122462003
30,41,61,61,76,96,Wet,195732239,122462004
61,76,96,200,200,200,Moist,195732239,122462005
0,0,0,15,15,46,Moist,195732240,122462006
15,15,46,200,200,200,Wet,195732240,122462007
0,0,0,30,30,61,Moist,195732241,122462008
30,30,61,200,200,200,Wet,195732241,122462009
0,0,0,61,61,91,Moist,195732242,122462010
61,61,91,200,200,200,Wet,195732242,122462011
0,0,0,76,76,107,Moist,195732243,122462012
76,76,107,200,200,200,Wet,195732243,122462013
0,0,0,91,91,122,Moist,195732244,122462014
91,91,122,200,200,200,Wet,195732244,122462015
0,0,0,76,76,107,Moist,195732245,122462016
76,76,107,200,200,200,Wet,195732245,122462017
0,0,0,46,46,91,Moist,195732246,122462018
46,46,91,200,200,200,Wet,195732246,122462019
0,0,0,61,61,107,Moist,195732247,122462020
61,61,107,200,200,200,Wet,195732247,122462021
0,0,0,61,61,107,Moist,195732248,122462022
61,61,107,200,200,200,Wet,195732248,122462023
0,0,0,46,46,91,Moist,195732249,122462024
46,46,91,200,200,200,Wet,195732249,122462025
0,0,0,15,15,61,Moist,195732250,122462026
15,15,61,200,200,200,Wet,195732250,122462027
0,0,0,0,0,30,Moist,195732251,122462028
0,0,30,200,200,200,Wet,195732251,122462029
0,0,0,200,200,200,Moist,195734148,122465758
0,0,0,46,46,61,Moist,195734149,122465759
46,46,61,61,61,61,Wet,195734149,122465760
61,61,61,200,200,200,Moist,195734149,122465761
0,0,0,0,0,0,Moist,195734150,122465762
0,0,30,61,61,61,Wet,195734150,122465763
61,61,61,200,200,200,Moist,195734150,122465764
0,0,30,61,61,61,Wet,195734151,122465765
61,61,61,200,200,200,Moist,195734151,122465766
0,0,0,0,0,0,Moist,195734151,122465767
0,0,0,15,15,46,Moist,195734152,122465768
15,15,46,61,61,61,Wet,195734152,122465769
61,61,61,200,200,200,Moist,195734152,122465770
30,30,46,61,61,61,Wet,195734153,122465771
61,61,61,200,200,200,Moist,195734153,122465772
0,0,0,30,30,46,Moist,195734153,122465773
0,0,0,46,46,46,Moist,195734154,122465774
46,46,61,61,61,61,Wet,195734154,122465775
61,61,61,200,200,200,Moist,195734154,122465776
0,0,0,200,200,200,Moist,195734155,122465777
0,0,0,200,200,200,Moist,195734156,122465778
0,0,0,30,30,46,Moist,195734157,122465779
30,30,46,61,61,61,Wet,195734157,122465780
61,61,61,200,200,200,Moist,195734157,122465781
61,61,61,200,200,200,Moist,195734158,122465782
0,0,0,46,46,61,Moist,195734158,122465783
46,46,61,61,61,61,Wet,195734158,122465784
0,0,0,46,46,61,Moist,195734159,122465785
46,46,61,61,61,61,Wet,195734159,122465786
61,61,61,200,200,200,Moist,195734159,122465787
46,46,76,76,76,76,Wet,195734160,122465788
0,0,0,46,46,76,Moist,195734160,122465789
76,76,76,200,200,200,Moist,195734160,122465790
0,0,0,46,46,61,Moist,195734161,122465791
46,46,61,61,76,76,Wet,195734161,122465792
61,76,76,200,200,200,Moist,195734161,122465793
0,0,0,30,30,46,Moist,195734162,122465794
30,30,46,46,76,76,Wet,195734162,122465795
46,76,76,200,200,200,Moist,195734162,122465796
0,0,0,200,200,200,Moist,195734163,122465797
0,0,0,200,200,200,Moist,195734164,122465798
122,122,137,137,137,137,Wet,195734165,122465799
0,0,0,122,122,137,Moist,195734165,122465800
137,137,137,200,200,200,Moist,195734165,122465801
61,61,76,76,76,76,Wet,195734166,122465802
0,0,0,61,61,76,Moist,195734166,122465803
76,76,76,200,200,200,Moist,195734166,122465804
0,0,0,41,41,61,Moist,195734167,122465805
41,41,61,61,76,76,Wet,195734167,122465806
61,76,76,200,200,200,Moist,195734167,122465807
0,0,0,30,30,41,Moist,195734168,122465808
30,30,41,41,137,137,Wet,195734168,122465809
41,137,137,200,200,200,Moist,195734168,122465810
46,46,76,76,76,76,Wet,195734169,122465811
0,0,0,46,46,76,Moist,195734169,122465812
76,76,76,200,200,200,Moist,195734169,122465813
0,0,0,200,200,200,Moist,195734170,122465814
0,0,0,200,200,200,Moist,195734171,122465815
76,76,76,200,200,200,Moist,195734172,122465816
0,0,0,46,46,76,Moist,195734172,122465817
46,46,76,76,76,76,Wet,195734172,122465818
0,0,0,46,46,61,Moist,195734173,122465819
46,46,61,61,76,76,Wet,195734173,122465820
61,76,76,200,200,200,Moist,195734173,122465821
46,76,76,200,200,200,Moist,195734174,122465822
0,0,0,30,30,46,Moist,195734174,122465823
30,30,46,46,76,76,Wet,195734174,122465824
0,0,0,200,200,200,Moist,195734175,122465825
0,0,0,200,200,200,Moist,195734176,122465826
0,0,0,122,122,137,Moist,195734177,122465827
122,122,137,137,137,137,Wet,195734177,122465828
137,137,137,200,200,200,Moist,195734177,122465829
0,0,0,61,61,76,Moist,195734178,122465830
61,61,76,76,76,76,Wet,195734178,122465831
76,76,76,200,200,200,Moist,195734178,122465832
0,0,0,41,41,61,Moist,195734179,122465833
41,41,61,61,76,76,Wet,195734179,122465834
61,76,76,200,200,200,Moist,195734179,122465835
0,0,0,30,30,41,Moist,195734180,122465836
30,30,41,41,137,137,Wet,195734180,122465837
41,137,137,200,200,200,Moist,195734180,122465838
0,0,0,46,46,76,Moist,195734181,122465839
46,46,76,76,76,76,Wet,195734181,122465840
76,76,76,200,200,200,Moist,195734181,122465841
0,0,0,200,200,200,Moist,195734182,122465842
0,0,0,200,200,200,Moist,195734183,122465843
25,33,50,33,46,61,Moist,195734184,122465844
33,46,61,200,200,200,Moist,195734184,122465845
0,0,0,25,33,50,Moist,195734184,122465846
0,0,0,25,33,50,Moist,195734185,122465847
25,33,50,33,46,61,Moist,195734185,122465848
33,46,61,200,200,200,Moist,195734185,122465849
33,46,61,200,200,200,Moist,195734186,122465850
0,0,0,25,33,50,Moist,195734186,122465851
25,33,50,33,46,61,Moist,195734186,122465852
0,0,0,25,33,50,Moist,195734187,122465853
25,33,50,33,46,61,Moist,195734187,122465854
33,46,61,200,200,200,Moist,195734187,122465855
33,46,61,200,200,200,Moist,195734188,122465856
25,33,50,33,46,61,Moist,195734188,122465857
0,0,0,25,33,50,Moist,195734188,122465858
0,0,0,25,33,50,Moist,195734189,122465859
25,33,50,33,46,61,Moist,195734189,122465860
33,46,61,200,200,200,Moist,195734189,122465861
33,46,61,200,200,200,Moist,195734190,122465862
0,0,0,25,33,50,Moist,195734190,122465863
25,33,50,33,46,61,Moist,195734190,122465864
33,46,61,200,200,200,Moist,195734191,122465865
0,0,0,25,33,50,Moist,195734191,122465866
25,33,50,33,46,61,Wet,195734191,122465867
0,0,0,25,33,50,Moist,195734192,122465868
25,33,50,33,46,61,Wet,195734192,122465869
33,46,61,200,200,200,Moist,195734192,122465870
0,0,0,25,33,50,Moist,195734193,122465871
25,33,50,33,46,61,Wet,195734193,122465872
33,46,61,200,200,200,Moist,195734193,122465873
25,33,50,33,46,61,Wet,195734194,122465874
0,0,0,25,33,50,Moist,195734194,122465875
33,46,61,200,200,200,Moist,195734194,122465876
25,33,50,33,46,61,Wet,195734195,122465877
33,46,61,200,200,200,Moist,195734195,122465878
0,0,0,25,33,50,Moist,195734195,122465879
